"Municipal","County","State","F_year","","","","","","","",""
"Hinsdale","Berkshire","MA","2011",238077569,0,18644121,2170098,20032436,278924224,85.4,14.6
"Hinsdale","Berkshire","MA","2012",231559902,0,18129924,2217000,20818763,272725589,84.9,15.1
"Hinsdale","Berkshire","MA","2013",248790594,0,21770011,3393800,20929224,294883629,84.4,15.6
"Lanesborough","Berkshire","MA","2003",184342455,0,71398824,3284530,6530310,265556119,69.4,30.6
"Lanesborough","Berkshire","MA","2004",201603729,0,68274547,3490290,7822750,281191316,71.7,28.3
"Lanesborough","Berkshire","MA","2005",247972286,0,69543983,3871520,9252940,330640729,75,25
"Lanesborough","Berkshire","MA","2006",260599476,0,71019385,3962100,8417320,343998281,75.8,24.2
"Lanesborough","Berkshire","MA","2007",295209998,0,75558855,4229080,9897560,384895493,76.7,23.3
"Lanesborough","Berkshire","MA","2008",333766587,0,85943642,4677950,10051900,434440079,76.8,23.2
"Lanesborough","Berkshire","MA","2009",323512152,0,87689301,4454550,10989880,426645883,75.8,24.2
"Lanesborough","Berkshire","MA","2010",310974180,0,83586517,4320430,10331340,409212467,76,24
"Lanesborough","Berkshire","MA","2011",318269248,0,79385962,4345430,7978180,409978820,77.6,22.4
"Lanesborough","Berkshire","MA","2012",314450750,0,78867592,4220290,8677992,406216624,77.4,22.6
"Lanesborough","Berkshire","MA","2013",314278146,0,65755567,4231090,8725024,392989827,80,20
"Lee","Berkshire","MA","2003",342322015,0,140158772,38410800,25589936,546481523,62.6,37.4
"Lee","Berkshire","MA","2004",363823940,0,132232060,39447300,28015352,563518652,64.6,35.4
"Lee","Berkshire","MA","2005",443209498,0,136631780,42876900,27138535,649856713,68.2,31.8
"Lee","Berkshire","MA","2006",485415046,0,139931446,47896204,28106000,701348696,69.2,30.8
"Lee","Berkshire","MA","2007",547292871,0,154988977,53371179,34118460,789771487,69.3,30.7
"Lee","Berkshire","MA","2008",614486970,0,157392292,53096115,41524830,866500207,70.9,29.1
"Lee","Berkshire","MA","2009",627767153,0,161238923,52852804,46866060,888724940,70.6,29.4
"Lee","Berkshire","MA","2010",629460534,0,160081074,51827495,47742010,889111113,70.8,29.2
"Lee","Berkshire","MA","2011",635406992,0,164714199,47087099,48602050,895810340,70.9,29.1
"Lee","Berkshire","MA","2012",618262372,0,164122876,48345999,49224000,879955247,70.3,29.7
"Lee","Berkshire","MA","2013",614777704,0,163780304,46285499,53750330,878593837,70,30
"Lenox","Berkshire","MA","2003",522909580,0,152468660,9128600,24718400,709225240,73.7,26.3
"Lenox","Berkshire","MA","2004",655651301,0,162552719,10074500,26096900,854375420,76.7,23.3
"Lenox","Berkshire","MA","2005",763203237,0,170332903,10259400,26940120,970735660,78.6,21.4
"Lenox","Berkshire","MA","2006",828003343,0,166933547,10534700,26454440,1031926030,80.2,19.8
"Lenox","Berkshire","MA","2007",954233664,0,175966546,11916700,27110720,1169227630,81.6,18.4
"Lenox","Berkshire","MA","2008",1012273701,0,170503689,8031400,27397450,1218206240,83.1,16.9
"Lenox","Berkshire","MA","2009",1033849341,0,178535479,8080700,29850080,1250315600,82.7,17.3
"Lenox","Berkshire","MA","2010",969914636,0,174289524,7932200,30611290,1182747650,82,18
"Lenox","Berkshire","MA","2011",947799283,0,169242017,7645700,30753240,1155440240,82,18
"Lenox","Berkshire","MA","2012",920553849,0,162379891,7609400,29246170,1119789310,82.2,17.8
"Lenox","Berkshire","MA","2013",915946481,0,175377589,7171600,31036170,1129531840,81.1,18.9
"Monterey","Berkshire","MA","2003",231697290,0,6029384,274591,5626281,243627546,95.1,4.9
"Monterey","Berkshire","MA","2004",233770190,0,5451691,274591,5718391,245214863,95.3,4.7
"Monterey","Berkshire","MA","2005",298743929,0,6350711,340228,5537961,310972829,96.1,3.9
"Monterey","Berkshire","MA","2006",412780326,0,7955811,187076,7573711,428496924,96.3,3.7
"Monterey","Berkshire","MA","2007",414635126,0,7437011,187076,7369661,429628874,96.5,3.5
"Monterey","Berkshire","MA","2008",450623563,0,8624980,194002,7589981,467032526,96.5,3.5
"Monterey","Berkshire","MA","2009",470442341,0,8805306,194364,6873951,486315962,96.7,3.3
"Monterey","Berkshire","MA","2010",475175308,0,9997202,194364,7075381,492442255,96.5,3.5
"Monterey","Berkshire","MA","2011",476803608,0,10266750,194364,7066611,494331333,96.5,3.5
"Monterey","Berkshire","MA","2012",482414572,0,10279509,172666,7325081,500191828,96.4,3.6
"Monterey","Berkshire","MA","2013",482964372,0,10450094,172666,7914630,501501762,96.3,3.7
"Mount Washington","Berkshire","MA","2003",50138500,0,110967,736000,1177890,52163357,96.1,3.9
"Mount Washington","Berkshire","MA","2004",56720800,0,87524,735900,1223600,58767824,96.5,3.5
"Mount Washington","Berkshire","MA","2005",58339300,0,87524,735900,1162730,60325454,96.7,3.3
"Mount Washington","Berkshire","MA","2006",63774300,0,94343,809500,1226670,65904813,96.8,3.2
"Mount Washington","Berkshire","MA","2007",72782000,0,117404,940700,1189520,75029624,97,3
"Mount Washington","Berkshire","MA","2008",73951300,0,16940,940700,1200030,76108970,97.2,2.8
"Mount Washington","Berkshire","MA","2009",74024000,0,16940,817500,1484440,76342880,97,3
"Mount Washington","Berkshire","MA","2010",65571000,0,35590,616500,1361480,67584570,97,3
"Mount Washington","Berkshire","MA","2011",81179300,0,29802,657200,1643816,83510118,97.2,2.8
"Mount Washington","Berkshire","MA","2012",81310400,0,25476,675100,1751322,83762298,97.1,2.9
"Mount Washington","Berkshire","MA","2013",81912200,0,23314,675100,1718514,84329128,97.1,2.9
"New Ashford","Berkshire","MA","2003",15026100,448100,5162300,0,1801200,22437700,69,31
"New Ashford","Berkshire","MA","2004",15162000,448100,5162300,0,2300300,23072700,67.7,32.3
"New Ashford","Berkshire","MA","2005",20458100,471500,5960300,0,2352800,29242700,71.6,28.4
"New Ashford","Berkshire","MA","2006",21905100,276100,6529200,0,1472600,30183000,73.5,26.5
"New Ashford","Berkshire","MA","2007",22674100,276100,6586200,250800,1686700,31473900,72.9,27.1
"New Ashford","Berkshire","MA","2008",22979400,276100,6168700,250800,1705700,31380700,74.1,25.9
"New Ashford","Berkshire","MA","2009",31788100,611700,8463700,292500,2051100,43207100,75,25
"New Ashford","Berkshire","MA","2010",34029100,609400,8507000,292500,2097300,45535300,76.1,23.9
"New Ashford","Berkshire","MA","2011",34117700,602500,8484300,292500,1938300,45435300,76.4,23.6
"New Ashford","Berkshire","MA","2012",31830200,560500,5296500,292500,1955200,39934900,81.1,18.9
"New Ashford","Berkshire","MA","2013",31799000,560500,5335600,292500,1924500,39912100,81.1,18.9
"New Marlborough","Berkshire","MA","2003",194277760,79300,9673809,955700,4796100,209782669,92.6,7.4
"New Marlborough","Berkshire","MA","2004",332741340,0,16279460,1549750,4260410,354830960,93.8,6.2
"New Marlborough","Berkshire","MA","2005",337166166,0,16817074,1549800,4479960,360013000,93.7,6.3
"New Marlborough","Berkshire","MA","2006",396252583,0,19734337,1911900,4402960,422301780,93.8,6.2
"New Marlborough","Berkshire","MA","2007",478392257,0,23203233,2057400,4869680,508522570,94.1,5.9
"New Marlborough","Berkshire","MA","2008",467175010,0,22393510,1990900,4816640,496376060,94.1,5.9
"New Marlborough","Berkshire","MA","2009",466514494,0,21573856,2137400,6388930,496614680,93.9,6.1
"New Marlborough","Berkshire","MA","2010",454286254,0,21062556,2063200,6291630,483703640,93.9,6.1
"New Marlborough","Berkshire","MA","2011",426723615,0,19346145,1921800,5967230,453958790,94,6
"New Marlborough","Berkshire","MA","2012",429161557,0,19051823,1928400,5842820,455984600,94.1,5.9
"New Marlborough","Berkshire","MA","2013",443965246,0,19599634,2065300,5648960,471279140,94.2,5.8
"North Adams","Berkshire","MA","2003",326176087,818900,72844273,22664390,23266100,445769750,73.4,26.6
"North Adams","Berkshire","MA","2004",378376266,851400,77848496,22373670,27665940,507115772,74.8,25.2
"North Adams","Berkshire","MA","2005",425887458,854200,77572147,22920270,26129180,553363255,77.1,22.9
"North Adams","Berkshire","MA","2006",467251059,930100,81586781,23525950,25409211,598703101,78.2,21.8
"North Adams","Berkshire","MA","2007",509623146,0,96497096,27475520,25556142,659151904,77.3,22.7
"North Adams","Berkshire","MA","2008",568828343,0,99356499,27994580,26663272,722842694,78.7,21.3
"North Adams","Berkshire","MA","2009",569989276,0,102130248,27677280,32144930,731941734,77.9,22.1
"North Adams","Berkshire","MA","2010",562104232,0,105965641,25940412,33173180,727183465,77.3,22.7
"North Adams","Berkshire","MA","2011",551223772,0,105006719,25366412,32759040,714355943,77.2,22.8
"North Adams","Berkshire","MA","2012",551439312,0,102416830,24956712,27022460,705835314,78.1,21.9
"North Adams","Berkshire","MA","2013",550494039,0,103891550,24596362,31263993,710245944,77.5,22.5
"Otis","Berkshire","MA","2003",250149500,0,8234200,2222900,11869188,272475788,91.8,8.2
"Otis","Berkshire","MA","2004",351626070,0,10279330,2557000,14882299,379344699,92.7,7.3
"Otis","Berkshire","MA","2005",358557185,0,10455215,2557000,14100263,385669663,93,7
"Otis","Berkshire","MA","2006",492748640,0,13037860,2824800,14311281,522922581,94.2,5.8
"Otis","Berkshire","MA","2007",503839470,0,16101830,3053000,12927865,535922165,94,6
"Otis","Berkshire","MA","2008",512735225,0,15992375,3053000,13189783,544970383,94.1,5.9
"Otis","Berkshire","MA","2009",564466075,0,16647925,3173500,15501496,599788996,94.1,5.9
"Otis","Berkshire","MA","2010",571795140,0,15865360,3100500,15287721,606048721,94.3,5.7
"Otis","Berkshire","MA","2011",580672950,0,17592750,3100800,16448741,617815241,94,6
"Otis","Berkshire","MA","2012",583271150,0,17410150,3607400,17241181,621529881,93.8,6.2
"Otis","Berkshire","MA","2013",565273620,0,16284380,3271800,19376190,604205990,93.6,6.4
"Peru","Berkshire","MA","2003",42741243,0,2394112,324000,1419545,46878900,91.2,8.8
"Peru","Berkshire","MA","2004",44047349,0,2608033,324000,1525357,48504739,90.8,9.2
"Peru","Berkshire","MA","2005",53564737,0,3291824,353500,1567068,58777129,91.1,8.9
"Peru","Berkshire","MA","2006",58708800,0,4132400,353500,1496441,64691141,90.8,9.2
"Peru","Berkshire","MA","2007",62799029,0,4324482,372100,1661230,69156841,90.8,9.2
"Peru","Berkshire","MA","2008",80467266,0,4939826,397200,1808535,87612827,91.8,8.2
"Peru","Berkshire","MA","2009",78897880,0,5326246,393500,2196337,86813963,90.9,9.1
"Peru","Berkshire","MA","2010",78740409,0,4026892,393500,2508657,85669458,91.9,8.1
"Peru","Berkshire","MA","2011",85960686,0,3407426,384900,2565720,92318732,93.1,6.9
"Peru","Berkshire","MA","2012",82494526,0,3460546,382200,2750415,89087687,92.6,7.4
"Peru","Berkshire","MA","2013",81605884,0,3592013,434500,2791782,88424179,92.3,7.7
"Pittsfield","Berkshire","MA","2003",1494595704,12883300,285372275,111398200,181697680,2085947159,72.3,27.7
"Pittsfield","Berkshire","MA","2004",1503158675,13233000,288726844,107732475,190747230,2103598224,72.1,27.9
"Pittsfield","Berkshire","MA","2005",2031994922,21793050,397944458,138560185,177291050,2767583665,74.2,25.8
"Pittsfield","Berkshire","MA","2006",2125058680,21663350,393843628,131559200,145614430,2817739288,76.2,23.8
"Pittsfield","Berkshire","MA","2007",2400390620,23169300,401735980,145304170,146193920,3116793990,77.8,22.2
"Pittsfield","Berkshire","MA","2008",2720553305,24156800,413106445,141132140,135278760,3434227450,79.9,20.1
"Pittsfield","Berkshire","MA","2009",2732591204,24224500,416272988,126407240,155056980,3454552912,79.8,20.2
"Pittsfield","Berkshire","MA","2010",2729423890,23354900,423360590,128942170,167504530,3472586080,79.3,20.7
"Pittsfield","Berkshire","MA","2011",2702685940,12513760,425061460,126567130,174658180,3441486470,78.9,21.1
"Pittsfield","Berkshire","MA","2012",2638250280,545700,413770514,133912074,178051180,3364529748,78.4,21.6
"Pittsfield","Berkshire","MA","2013",2623409910,372500,411339410,146315100,160366840,3341803760,78.5,21.5
"Richmond","Berkshire","MA","2003",235081042,0,4541532,362700,11339166,251324440,93.5,6.5
"Richmond","Berkshire","MA","2004",241842568,0,5187221,362700,12616673,260009162,93,7
"Richmond","Berkshire","MA","2005",293556465,0,4701350,456300,12331609,311045724,94.4,5.6
"Richmond","Berkshire","MA","2006",340525824,0,6106266,545100,12679989,359857179,94.6,5.4
"Richmond","Berkshire","MA","2007",414240412,0,7312859,647700,13134236,435335207,95.2,4.8
"Richmond","Berkshire","MA","2008",415738879,0,5891856,865900,13709397,436206032,95.3,4.7
"Richmond","Berkshire","MA","2009",415003765,0,5660195,865900,13964932,435494792,95.3,4.7
"Richmond","Berkshire","MA","2010",418734001,0,5372907,865900,13422581,438395389,95.5,4.5
"Richmond","Berkshire","MA","2011",420093115,0,5477246,865900,13757063,440193324,95.4,4.6
"Richmond","Berkshire","MA","2012",393824234,0,5381157,769800,14039824,414015015,95.1,4.9
"Richmond","Berkshire","MA","2013",395759150,0,4476172,769800,17900100,418905222,94.5,5.5
"Sandisfield","Berkshire","MA","2003",122810880,0,4757164,305000,8744815,136617859,89.9,10.1
"Sandisfield","Berkshire","MA","2004",142400720,0,4885566,361300,9272707,156920293,90.7,9.3
"Sandisfield","Berkshire","MA","2005",155487350,0,5358338,392500,9772002,171010190,90.9,9.1
"Sandisfield","Berkshire","MA","2006",180125265,0,6127151,464700,10468947,197186063,91.3,8.7
"Sandisfield","Berkshire","MA","2007",207754285,0,6691116,500600,10806557,225752558,92,8
"Sandisfield","Berkshire","MA","2008",211278535,0,6743681,501000,11113825,229637041,92,8
"Sandisfield","Berkshire","MA","2009",219975760,0,6523662,509500,12280362,239289284,91.9,8.1
"Sandisfield","Berkshire","MA","2010",223196930,0,5853028,621700,12358963,242030621,92.2,7.8
"Sandisfield","Berkshire","MA","2011",224292750,0,5677814,621700,12722002,243314266,92.2,7.8
"Sandisfield","Berkshire","MA","2012",216274105,0,5759447,621700,12725292,235380544,91.9,8.1
"Sandisfield","Berkshire","MA","2013",186470685,0,5284933,219200,15226920,207201738,90,10
"Savoy","Berkshire","MA","2003",37302260,0,661883,94400,1307730,39366273,94.8,5.2
"Savoy","Berkshire","MA","2004",43141850,0,648909,168200,1424438,45383397,95.1,4.9
"Savoy","Berkshire","MA","2005",49410065,0,780256,185000,1373160,51748481,95.5,4.5
"Savoy","Berkshire","MA","2006",52738590,0,799937,205900,1516593,55261020,95.4,4.6
"Savoy","Berkshire","MA","2007",65742730,0,940997,230000,1709430,68623157,95.8,4.2
"Savoy","Berkshire","MA","2008",67361645,0,932082,213600,1818585,70325912,95.8,4.2
"Savoy","Berkshire","MA","2009",66113545,0,932082,213600,2382234,69641461,94.9,5.1
"Savoy","Berkshire","MA","2010",61671690,0,913244,202900,2496665,65284499,94.5,5.5
"Savoy","Berkshire","MA","2011",61789790,0,898247,202900,2473802,65364739,94.5,5.5
"Savoy","Berkshire","MA","2012",58468420,0,1039773,426700,2923821,62858714,93,7
"Savoy","Berkshire","MA","2013",56859715,0,1006006,429700,3129759,61425180,92.6,7.4
"Sheffield","Berkshire","MA","2003",318661201,0,37836053,7520500,8880350,372898104,85.5,14.5
"Sheffield","Berkshire","MA","2004",383990699,0,37682561,8641200,10858839,441173299,87,13
"Sheffield","Berkshire","MA","2005",394523541,0,39715966,10814000,11415320,456468827,86.4,13.6
"Sheffield","Berkshire","MA","2006",461791345,0,44667497,11809300,10511257,528779399,87.3,12.7
"Sheffield","Berkshire","MA","2007",486051371,0,46094230,13854500,12107524,558107625,87.1,12.9
"Sheffield","Berkshire","MA","2008",492060161,0,44063262,14109600,13650823,563883846,87.3,12.7
"Sheffield","Berkshire","MA","2009",513781142,0,44560632,14967000,17851535,591160309,86.9,13.1
"Sheffield","Berkshire","MA","2010",536845552,0,50911401,15015000,18165123,620937076,86.5,13.5
"Sheffield","Berkshire","MA","2011",535852119,0,50001456,15535300,18061990,619450865,86.5,13.5
"Sheffield","Berkshire","MA","2012",538110629,0,50986307,15849700,18223859,623170495,86.4,13.6
"Sheffield","Berkshire","MA","2013",521417211,0,50593495,15518799,26210915,613740420,85,15
"Stockbridge","Berkshire","MA","2003",372463500,3397000,23805300,2621500,28499588,430786888,87.2,12.8
"Stockbridge","Berkshire","MA","2004",376760500,3446100,23244600,2621500,29488136,435560836,87.3,12.7
"Stockbridge","Berkshire","MA","2005",645899100,0,36806500,3664600,27789224,714159424,90.4,9.6
"Stockbridge","Berkshire","MA","2006",669608500,0,43123400,3645000,28686284,745063184,89.9,10.1
"Stockbridge","Berkshire","MA","2007",734072100,0,44268400,3634000,30644077,812618577,90.3,9.7
"Stockbridge","Berkshire","MA","2008",782589300,0,57798300,3885600,31377237,875650437,89.4,10.6
"Stockbridge","Berkshire","MA","2009",789383400,0,48690100,3866200,33446385,875386085,90.2,9.8
"Stockbridge","Berkshire","MA","2010",776766100,0,48199000,3846800,33944491,862756391,90,10
"Stockbridge","Berkshire","MA","2011",749168700,0,46323900,3827300,33965127,833285027,89.9,10.1
"Stockbridge","Berkshire","MA","2012",746865500,0,44002200,3582300,29491547,823941547,90.6,9.4
"Stockbridge","Berkshire","MA","2013",723798500,0,43379100,3562900,33155932,803896432,90,10
"Tyringham","Berkshire","MA","2003",79407364,0,1201350,0,8125023,88733737,89.5,10.5
"Tyringham","Berkshire","MA","2004",81146544,0,1217240,0,8215660,90579444,89.6,10.4
"Tyringham","Berkshire","MA","2005",127831550,0,1092210,0,7699400,136623160,93.6,6.4
"Tyringham","Berkshire","MA","2006",136623800,0,1153740,0,7763100,145540640,93.9,6.1
"Tyringham","Berkshire","MA","2007",137689800,0,1163050,0,7936670,146789520,93.8,6.2
"Tyringham","Berkshire","MA","2008",173895060,0,1407410,0,8501140,183803610,94.6,5.4
"Tyringham","Berkshire","MA","2009",175780600,0,1446980,0,8531850,185759430,94.6,5.4
"Tyringham","Berkshire","MA","2010",176718970,0,1445010,0,8355810,186519790,94.7,5.3
"Tyringham","Berkshire","MA","2011",173528640,0,1146180,0,8574000,183248820,94.7,5.3
"Tyringham","Berkshire","MA","2012",174571240,0,1002960,0,8828580,184402780,94.7,5.3
"Tyringham","Berkshire","MA","2013",176036570,0,650580,0,11811890,188499040,93.4,6.6
"Washington","Berkshire","MA","2003",34147610,0,2205778,28000,1166888,37548276,90.9,9.1
"Washington","Berkshire","MA","2004",46182074,0,2314707,37500,1392695,49926976,92.5,7.5
"Washington","Berkshire","MA","2005",46709985,0,2259025,37600,1243173,50249783,93,7
"Washington","Berkshire","MA","2006",48004068,0,2213041,268600,1301299,51787008,92.7,7.3
"Washington","Berkshire","MA","2007",55191513,0,2529595,225200,1319098,59265406,93.1,6.9
"Washington","Berkshire","MA","2008",56729513,0,2535495,225200,1356406,60846614,93.2,6.8
