"","Municipal","County","State","Region","Year","No.Unemployed.Avg","No.Employed.Avg","No.Labor.Avg"
"2082","Carver","Plymouth County County","MA","Carver",2010,572,5676,6248
"2083","Carver","Plymouth County County","MA","Carver",2011,492,5733,6225
"2084","Carver","Plymouth County County","MA","Carver",2012,437,5796,6233
"2085","Charlemont","Franklin County County","MA","Charlemont",1990,46,610,656
"2086","Charlemont","Franklin County County","MA","Charlemont",1991,62,594,656
"2087","Charlemont","Franklin County County","MA","Charlemont",1992,70,598,668
"2088","Charlemont","Franklin County County","MA","Charlemont",1993,59,597,656
"2089","Charlemont","Franklin County County","MA","Charlemont",1994,51,600,651
"2090","Charlemont","Franklin County County","MA","Charlemont",1995,34,618,652
"2091","Charlemont","Franklin County County","MA","Charlemont",1996,36,620,656
"2092","Charlemont","Franklin County County","MA","Charlemont",1997,40,632,672
"2093","Charlemont","Franklin County County","MA","Charlemont",1998,32,644,676
"2094","Charlemont","Franklin County County","MA","Charlemont",1999,32,655,687
"2095","Charlemont","Franklin County County","MA","Charlemont",2000,21,758,779
"2096","Charlemont","Franklin County County","MA","Charlemont",2001,24,767,791
"2097","Charlemont","Franklin County County","MA","Charlemont",2002,35,776,811
"2098","Charlemont","Franklin County County","MA","Charlemont",2003,41,776,817
"2099","Charlemont","Franklin County County","MA","Charlemont",2004,38,768,806
"2100","Charlemont","Franklin County County","MA","Charlemont",2005,31,762,793
"2101","Charlemont","Franklin County County","MA","Charlemont",2006,30,760,790
"2102","Charlemont","Franklin County County","MA","Charlemont",2007,37,751,788
"2103","Charlemont","Franklin County County","MA","Charlemont",2008,37,745,782
"2104","Charlemont","Franklin County County","MA","Charlemont",2009,56,728,784
"2105","Charlemont","Franklin County County","MA","Charlemont",2010,54,677,731
"2106","Charlemont","Franklin County County","MA","Charlemont",2011,48,678,726
"2107","Charlemont","Franklin County County","MA","Charlemont",2012,47,680,727
"2108","Charlton","Worcester County County","MA","Charlton",1990,319,4887,5206
"2109","Charlton","Worcester County County","MA","Charlton",1991,469,4664,5133
"2110","Charlton","Worcester County County","MA","Charlton",1992,565,5317,5882
"2111","Charlton","Worcester County County","MA","Charlton",1993,414,5672,6086
"2112","Charlton","Worcester County County","MA","Charlton",1994,313,5910,6223
"2113","Charlton","Worcester County County","MA","Charlton",1995,316,5062,5378
"2114","Charlton","Worcester County County","MA","Charlton",1996,258,5172,5430
"2115","Charlton","Worcester County County","MA","Charlton",1997,222,5339,5561
"2116","Charlton","Worcester County County","MA","Charlton",1998,223,5483,5706
"2117","Charlton","Worcester County County","MA","Charlton",1999,193,5542,5735
"2118","Charlton","Worcester County County","MA","Charlton",2000,157,6076,6233
"2119","Charlton","Worcester County County","MA","Charlton",2001,225,6169,6394
"2120","Charlton","Worcester County County","MA","Charlton",2002,363,6225,6588
"2121","Charlton","Worcester County County","MA","Charlton",2003,405,6318,6723
"2122","Charlton","Worcester County County","MA","Charlton",2004,373,6373,6746
"2123","Charlton","Worcester County County","MA","Charlton",2005,352,6446,6798
"2124","Charlton","Worcester County County","MA","Charlton",2006,341,6517,6858
"2125","Charlton","Worcester County County","MA","Charlton",2007,340,6526,6866
"2126","Charlton","Worcester County County","MA","Charlton",2008,372,6387,6759
"2127","Charlton","Worcester County County","MA","Charlton",2009,591,6230,6821
"2128","Charlton","Worcester County County","MA","Charlton",2010,582,6421,7003
"2129","Charlton","Worcester County County","MA","Charlton",2011,515,6478,6993
"2130","Charlton","Worcester County County","MA","Charlton",2012,507,6476,6983
"2131","Chatham","Barnstable County County","MA","Chatham",1990,114,2771,2885
"2132","Chatham","Barnstable County County","MA","Chatham",1991,224,2616,2840
"2133","Chatham","Barnstable County County","MA","Chatham",1992,227,2521,2748
"2134","Chatham","Barnstable County County","MA","Chatham",1993,199,2565,2764
"2135","Chatham","Barnstable County County","MA","Chatham",1994,194,2550,2744
"2136","Chatham","Barnstable County County","MA","Chatham",1995,179,2848,3027
"2137","Chatham","Barnstable County County","MA","Chatham",1996,152,2909,3061
"2138","Chatham","Barnstable County County","MA","Chatham",1997,138,2940,3078
"2139","Chatham","Barnstable County County","MA","Chatham",1998,119,2994,3113
"2140","Chatham","Barnstable County County","MA","Chatham",1999,117,3108,3225
"2141","Chatham","Barnstable County County","MA","Chatham",2000,99,3057,3156
"2142","Chatham","Barnstable County County","MA","Chatham",2001,114,3098,3212
"2143","Chatham","Barnstable County County","MA","Chatham",2002,133,3153,3286
"2144","Chatham","Barnstable County County","MA","Chatham",2003,147,3225,3372
"2145","Chatham","Barnstable County County","MA","Chatham",2004,152,3270,3422
"2146","Chatham","Barnstable County County","MA","Chatham",2005,155,3276,3431
"2147","Chatham","Barnstable County County","MA","Chatham",2006,155,3283,3438
"2148","Chatham","Barnstable County County","MA","Chatham",2007,153,3275,3428
"2149","Chatham","Barnstable County County","MA","Chatham",2008,187,3258,3445
"2150","Chatham","Barnstable County County","MA","Chatham",2009,264,3191,3455
"2151","Chatham","Barnstable County County","MA","Chatham",2010,251,2936,3187
"2152","Chatham","Barnstable County County","MA","Chatham",2011,225,2932,3157
"2153","Chatham","Barnstable County County","MA","Chatham",2012,217,2982,3199
"2154","Chelmsford","Middlesex County County","MA","Chelmsford",1990,1084,19116,20200
"2155","Chelmsford","Middlesex County County","MA","Chelmsford",1991,1521,18513,20034
"2156","Chelmsford","Middlesex County County","MA","Chelmsford",1992,1606,18445,20051
"2157","Chelmsford","Middlesex County County","MA","Chelmsford",1993,1363,18604,19967
"2158","Chelmsford","Middlesex County County","MA","Chelmsford",1994,1110,18837,19947
"2159","Chelmsford","Middlesex County County","MA","Chelmsford",1995,837,18766,19603
"2160","Chelmsford","Middlesex County County","MA","Chelmsford",1996,613,19441,20054
"2161","Chelmsford","Middlesex County County","MA","Chelmsford",1997,577,20183,20760
"2162","Chelmsford","Middlesex County County","MA","Chelmsford",1998,529,20662,21191
"2163","Chelmsford","Middlesex County County","MA","Chelmsford",1999,567,21292,21859
"2164","Chelmsford","Middlesex County County","MA","Chelmsford",2000,410,18713,19123
"2165","Chelmsford","Middlesex County County","MA","Chelmsford",2001,607,18740,19347
"2166","Chelmsford","Middlesex County County","MA","Chelmsford",2002,1050,18346,19396
"2167","Chelmsford","Middlesex County County","MA","Chelmsford",2003,1101,18180,19281
"2168","Chelmsford","Middlesex County County","MA","Chelmsford",2004,868,18028,18896
"2169","Chelmsford","Middlesex County County","MA","Chelmsford",2005,758,18152,18910
"2170","Chelmsford","Middlesex County County","MA","Chelmsford",2006,742,18106,18848
"2171","Chelmsford","Middlesex County County","MA","Chelmsford",2007,708,18325,19033
"2172","Chelmsford","Middlesex County County","MA","Chelmsford",2008,843,18426,19269
"2173","Chelmsford","Middlesex County County","MA","Chelmsford",2009,1345,17734,19079
"2174","Chelmsford","Middlesex County County","MA","Chelmsford",2010,1325,17705,19030
"2175","Chelmsford","Middlesex County County","MA","Chelmsford",2011,1143,17896,19039
"2176","Chelmsford","Middlesex County County","MA","Chelmsford",2012,1076,18094,19170
"2177","Chelsea","Suffolk County County","MA","Chelsea",1990,1131,11886,13017
"2178","Chelsea","Suffolk County County","MA","Chelsea",1991,1451,11106,12557
"2179","Chelsea","Suffolk County County","MA","Chelsea",1992,1457,10506,11963
"2180","Chelsea","Suffolk County County","MA","Chelsea",1993,1113,10409,11522
"2181","Chelsea","Suffolk County County","MA","Chelsea",1994,930,10481,11411
"2182","Chelsea","Suffolk County County","MA","Chelsea",1995,948,11415,12363
"2183","Chelsea","Suffolk County County","MA","Chelsea",1996,835,11543,12378
"2184","Chelsea","Suffolk County County","MA","Chelsea",1997,737,11746,12483
"2185","Chelsea","Suffolk County County","MA","Chelsea",1998,673,11886,12559
"2186","Chelsea","Suffolk County County","MA","Chelsea",1999,708,11959,12667
"2187","Chelsea","Suffolk County County","MA","Chelsea",2000,515,13590,14105
"2188","Chelsea","Suffolk County County","MA","Chelsea",2001,713,13531,14244
"2189","Chelsea","Suffolk County County","MA","Chelsea",2002,1041,13071,14112
"2190","Chelsea","Suffolk County County","MA","Chelsea",2003,1207,12668,13875
"2191","Chelsea","Suffolk County County","MA","Chelsea",2004,1024,12387,13411
"2192","Chelsea","Suffolk County County","MA","Chelsea",2005,927,12267,13194
"2193","Chelsea","Suffolk County County","MA","Chelsea",2006,890,13218,14108
"2194","Chelsea","Suffolk County County","MA","Chelsea",2007,859,13675,14534
"2195","Chelsea","Suffolk County County","MA","Chelsea",2008,978,13601,14579
"2196","Chelsea","Suffolk County County","MA","Chelsea",2009,1473,13492,14965
"2197","Chelsea","Suffolk County County","MA","Chelsea",2010,1536,12852,14388
"2198","Chelsea","Suffolk County County","MA","Chelsea",2011,1367,13081,14448
"2199","Chelsea","Suffolk County County","MA","Chelsea",2012,1262,13225,14487
"2200","Cheshire","Berkshire County County","MA","Cheshire",1990,118,1739,1857
"2201","Cheshire","Berkshire County County","MA","Cheshire",1991,223,1632,1855
"2202","Cheshire","Berkshire County County","MA","Cheshire",1992,210,1592,1802
"2203","Cheshire","Berkshire County County","MA","Cheshire",1993,173,1593,1766
"2204","Cheshire","Berkshire County County","MA","Cheshire",1994,161,1639,1800
"2205","Cheshire","Berkshire County County","MA","Cheshire",1995,134,1624,1758
"2206","Cheshire","Berkshire County County","MA","Cheshire",1996,106,1652,1758
"2207","Cheshire","Berkshire County County","MA","Cheshire",1997,107,1670,1777
"2208","Cheshire","Berkshire County County","MA","Cheshire",1998,80,1680,1760
"2209","Cheshire","Berkshire County County","MA","Cheshire",1999,72,1691,1763
"2210","Cheshire","Berkshire County County","MA","Cheshire",2000,56,1799,1855
"2211","Cheshire","Berkshire County County","MA","Cheshire",2001,70,1801,1871
"2212","Cheshire","Berkshire County County","MA","Cheshire",2002,114,1825,1939
"2213","Cheshire","Berkshire County County","MA","Cheshire",2003,119,1811,1930
"2214","Cheshire","Berkshire County County","MA","Cheshire",2004,106,1812,1918
"2215","Cheshire","Berkshire County County","MA","Cheshire",2005,101,1845,1946
"2216","Cheshire","Berkshire County County","MA","Cheshire",2006,86,1877,1963
"2217","Cheshire","Berkshire County County","MA","Cheshire",2007,94,1857,1951
"2218","Cheshire","Berkshire County County","MA","Cheshire",2008,111,1853,1964
"2219","Cheshire","Berkshire County County","MA","Cheshire",2009,169,1796,1965
"2220","Cheshire","Berkshire County County","MA","Cheshire",2010,166,1696,1862
"2221","Cheshire","Berkshire County County","MA","Cheshire",2011,154,1711,1865
"2222","Cheshire","Berkshire County County","MA","Cheshire",2012,139,1704,1843
"2223","Chester","Hampden County County","MA","Chester",1990,38,633,671
"2224","Chester","Hampden County County","MA","Chester",1991,78,601,679
"2225","Chester","Hampden County County","MA","Chester",1992,103,678,781
"2226","Chester","Hampden County County","MA","Chester",1993,75,688,763
"2227","Chester","Hampden County County","MA","Chester",1994,102,738,840
"2228","Chester","Hampden County County","MA","Chester",1995,68,715,783
"2229","Chester","Hampden County County","MA","Chester",1996,59,691,750
"2230","Chester","Hampden County County","MA","Chester",1997,51,694,745
"2231","Chester","Hampden County County","MA","Chester",1998,49,725,774
"2232","Chester","Hampden County County","MA","Chester",1999,47,785,832
"2233","Chester","Hampden County County","MA","Chester",2000,34,698,732
"2234","Chester","Hampden County County","MA","Chester",2001,38,699,737
"2235","Chester","Hampden County County","MA","Chester",2002,58,701,759
"2236","Chester","Hampden County County","MA","Chester",2003,56,692,748
"2237","Chester","Hampden County County","MA","Chester",2004,40,691,731
"2238","Chester","Hampden County County","MA","Chester",2005,39,692,731
"2239","Chester","Hampden County County","MA","Chester",2006,29,692,721
"2240","Chester","Hampden County County","MA","Chester",2007,30,685,715
"2241","Chester","Hampden County County","MA","Chester",2008,37,674,711
"2242","Chester","Hampden County County","MA","Chester",2009,67,652,719
"2243","Chester","Hampden County County","MA","Chester",2010,69,670,739
"2244","Chester","Hampden County County","MA","Chester",2011,59,664,723
"2245","Chester","Hampden County County","MA","Chester",2012,42,664,706
"2246","Chesterfield","Hampshire County County","MA","Chesterfield",1990,32,592,624
"2247","Chesterfield","Hampshire County County","MA","Chesterfield",1991,77,577,654
"2248","Chesterfield","Hampshire County County","MA","Chesterfield",1992,56,601,657
"2249","Chesterfield","Hampshire County County","MA","Chesterfield",1993,51,600,651
"2250","Chesterfield","Hampshire County County","MA","Chesterfield",1994,30,647,677
"2251","Chesterfield","Hampshire County County","MA","Chesterfield",1995,26,721,747
"2252","Chesterfield","Hampshire County County","MA","Chesterfield",1996,27,711,738
"2253","Chesterfield","Hampshire County County","MA","Chesterfield",1997,25,720,745
"2254","Chesterfield","Hampshire County County","MA","Chesterfield",1998,24,757,781
"2255","Chesterfield","Hampshire County County","MA","Chesterfield",1999,20,827,847
"2256","Chesterfield","Hampshire County County","MA","Chesterfield",2000,13,706,719
"2257","Chesterfield","Hampshire County County","MA","Chesterfield",2001,19,717,736
"2258","Chesterfield","Hampshire County County","MA","Chesterfield",2002,24,713,737
"2259","Chesterfield","Hampshire County County","MA","Chesterfield",2003,30,716,746
"2260","Chesterfield","Hampshire County County","MA","Chesterfield",2004,30,723,753
"2261","Chesterfield","Hampshire County County","MA","Chesterfield",2005,22,732,754
"2262","Chesterfield","Hampshire County County","MA","Chesterfield",2006,34,739,773
