"Municipal","County","State","C_year","Number of Months Reported","Area Name","Single Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Buildings- Reported Data Only","Single Family Units- Reported Data Only","Single Family Valuation- Reported Data Only","2 Family Buildings- Reported Data Only","2 Family Units- Reported Data Only","2 Family Valuation- Reported Data Only","3+4 Family Buildings- Reported Data Only","3+4 Family Units- Reported Data Only","3+4 Family Valuation- Reported Data Only","5+ Family Buildings- Reported Data Only","5+ Family Units- Reported Data Only","5+ Family Valuation- Reported Data Only","Total_Buildings_Reported_Imputed","Total_Units_Reported_Imputed","Total_Valuation_Reported_Imputed","Average_Valuation_PerUnits_Reported_Imputed","Total_Buildings_Reported","Total_Units_Reported","Total_Valuation_Reported","Average_Valuation_PerUnits_Reported","Region","Inflation_Adjusted_1_Family_Valuation","Inflation_Adjusted_2_Family_Valuation","Inflation_Adjusted_3_4_Family_Valuation","Inflation_Adjusted_5_Family_Valuation","Inflation_Adjusted_Total_Valuation","Inflation_Adjusted_Average_Valuation"
"Hudson","Middlesex","MA","2009","  0","Hudson town",21,21,4177883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,4177883,198946.80952381,0,0,0,NA,"Hudson",4380451,0,0,0,4380451,208592.904761905
"Hudson","Middlesex","MA","2010","  0","Hudson town",22,22,4376235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,4376235,198919.772727273,0,0,0,NA,"Hudson",4514372,0,0,0,4514372,205198.727272727
"Hudson","Middlesex","MA","2011","  0","Hudson town",18,18,3580695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,3580695,198927.5,0,0,0,NA,"Hudson",3580695,0,0,0,3580695,198927.5
"Hull","Plymouth","MA","2000"," 11","Hull town",36,36,11556043,0,0,0,4,12,660000,1,13,1105000,34,34,11270100,0,0,0,4,12,660000,1,13,1105000,41,61,13321043,218377.754098361,39,59,13035100,220933.898305085,"Hull",15095266,0,862136,1443424,17400826,285259.442622951
"Hull","Plymouth","MA","2001"," 12","Hull town",16,16,2341100,1,2,22000,0,0,0,1,30,1477000,16,16,2341100,1,2,22000,0,0,0,1,30,1477000,18,48,3840100,80002.0833333333,18,48,3840100,80002.0833333333,"Hull",2973488,27943,0,1875973,4877404,101612.583333333
"Hull","Plymouth","MA","2002","  9","Hull town",10,10,1615349,1,2,22000,0,0,0,0,0,0,5,5,883754,0,0,0,0,0,0,0,0,0,11,12,1637349,136445.75,5,5,883754,176750.8,"Hull",2019761,27508,0,0,2047269,170605.75
"Hull","Plymouth","MA","2003"," 12","Hull town",14,14,2284000,0,0,0,0,0,0,1,16,3200000,14,14,2284000,0,0,0,0,0,0,1,16,3200000,15,30,5484000,182800,15,30,5484000,182800,"Hull",2792178,0,0,3911983,6704161,223472.033333333
"Hull","Plymouth","MA","2004","  9","Hull town",25,25,3845778,0,0,0,0,0,0,0,0,0,22,22,3357957,0,0,0,0,0,0,0,0,0,25,25,3845778,153831.12,22,22,3357957,152634.409090909,"Hull",4579489,0,0,0,4579489,183179.56
"Hull","Plymouth","MA","2005"," 12","Hull town",40,40,4851711,0,0,0,0,0,0,0,0,0,34,34,3928725,0,0,0,0,0,0,0,0,0,40,40,4851711,121292.775,34,34,3928725,115550.735294118,"Hull",5588013,0,0,0,5588013,139700.325
"Hull","Plymouth","MA","2006"," 12","Hull town",10,10,2798500,0,0,0,0,0,0,0,0,0,10,10,2798500,0,0,0,0,0,0,0,0,0,10,10,2798500,279850,10,10,2798500,279850,"Hull",3122479,0,0,0,3122479,312247.9
"Hull","Plymouth","MA","2007"," 10","Hull town",13,13,3616909,0,0,0,0,0,0,0,0,0,11,11,3057209,0,0,0,0,0,0,0,0,0,13,13,3616909,278223.769230769,11,11,3057209,277928.090909091,"Hull",3923874,0,0,0,3923874,301836.461538462
"Hull","Plymouth","MA","2008","  0","Hull town",8,8,2229044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2229044,278630.5,0,0,0,NA,"Hull",2328806,0,0,0,2328806,291100.75
"Hull","Plymouth","MA","2009","  0","Hull town",9,9,2506452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,2506452,278494.666666667,0,0,0,NA,"Hull",2627979,0,0,0,2627979,291997.666666667
"Hull","Plymouth","MA","2010","  0","Hull town",8,8,2228095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2228095,278511.875,0,0,0,NA,"Hull",2298425,0,0,0,2298425,287303.125
"Hull","Plymouth","MA","2011","  0","Hull town",6,6,1671055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1671055,278509.166666667,0,0,0,NA,"Hull",1671055,0,0,0,1671055,278509.166666667
"Huntington","Hampshire","MA","2000"," 12","Huntington town",5,5,765450,0,0,0,0,0,0,0,0,0,5,5,765450,0,0,0,0,0,0,0,0,0,5,5,765450,153090,5,5,765450,153090,"Huntington",999881,0,0,0,999881,199976.2
"Huntington","Hampshire","MA","2001"," 12","Huntington town",5,5,702000,0,0,0,0,0,0,0,0,0,5,5,702000,0,0,0,0,0,0,0,0,0,5,5,702000,140400,5,5,702000,140400,"Huntington",891627,0,0,0,891627,178325.4
"Huntington","Hampshire","MA","2002"," 12","Huntington town",10,10,1101447,0,0,0,0,0,0,0,0,0,10,10,1101447,0,0,0,0,0,0,0,0,0,10,10,1101447,110144.7,10,10,1101447,110144.7,"Huntington",1377201,0,0,0,1377201,137720.1
"Huntington","Hampshire","MA","2003"," 12","Huntington town",6,6,535000,0,0,0,0,0,0,0,0,0,6,6,535000,0,0,0,0,0,0,0,0,0,6,6,535000,89166.6666666667,6,6,535000,89166.6666666667,"Huntington",654035,0,0,0,654035,109005.833333333
"Huntington","Hampshire","MA","2004"," 12","Huntington town",6,6,1022000,0,0,0,0,0,0,0,0,0,6,6,1022000,0,0,0,0,0,0,0,0,0,6,6,1022000,170333.333333333,6,6,1022000,170333.333333333,"Huntington",1216981,0,0,0,1216981,202830.166666667
"Huntington","Hampshire","MA","2005"," 12","Huntington town",16,16,2886900,0,0,0,0,0,0,0,0,0,16,16,2886900,0,0,0,0,0,0,0,0,0,16,16,2886900,180431.25,16,16,2886900,180431.25,"Huntington",3325020,0,0,0,3325020,207813.75
"Huntington","Hampshire","MA","2006"," 12","Huntington town",7,7,1034260,0,0,0,0,0,0,0,0,0,7,7,1034260,0,0,0,0,0,0,0,0,0,7,7,1034260,147751.428571429,7,7,1034260,147751.428571429,"Huntington",1153995,0,0,0,1153995,164856.428571429
"Huntington","Hampshire","MA","2007"," 12","Huntington town",7,7,1339600,0,0,0,0,0,0,0,0,0,7,7,1339600,0,0,0,0,0,0,0,0,0,7,7,1339600,191371.428571429,7,7,1339600,191371.428571429,"Huntington",1453291,0,0,0,1453291,207613
"Huntington","Hampshire","MA","2008"," 12","Huntington town",4,4,874000,0,0,0,0,0,0,0,0,0,4,4,874000,0,0,0,0,0,0,0,0,0,4,4,874000,218500,4,4,874000,218500,"Huntington",913116,0,0,0,913116,228279
"Huntington","Hampshire","MA","2009"," 12","Huntington town",2,2,160000,0,0,0,0,0,0,0,0,0,2,2,160000,0,0,0,0,0,0,0,0,0,2,2,160000,80000,2,2,160000,80000,"Huntington",167758,0,0,0,167758,83879
"Huntington","Hampshire","MA","2010"," 12","Huntington town",1,1,170000,0,0,0,0,0,0,0,0,0,1,1,170000,0,0,0,0,0,0,0,0,0,1,1,170000,170000,1,1,170000,170000,"Huntington",175366,0,0,0,175366,175366
"Huntington","Hampshire","MA","2011","  0","Huntington town",1,1,170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,170000,170000,0,0,0,NA,"Huntington",170000,0,0,0,170000,170000
"Ipswich","Essex","MA","2000"," 12","Ipswich town",36,36,5210057,0,0,0,2,6,426042,2,18,954036,36,36,5210057,0,0,0,2,6,426042,2,18,954036,40,60,6590135,109835.583333333,40,60,6590135,109835.583333333,"Ipswich",6805720,0,556524,1246225,8608469,143474.483333333
"Ipswich","Essex","MA","2001"," 12","Ipswich town",39,39,9183630,0,0,0,0,0,0,0,0,0,39,39,9183630,0,0,0,0,0,0,0,0,0,39,39,9183630,235477.692307692,39,39,9183630,235477.692307692,"Ipswich",11664351,0,0,0,11664351,299085.923076923
"Ipswich","Essex","MA","2002"," 12","Ipswich town",43,43,8541305,0,0,0,1,4,350000,0,0,0,43,43,8541305,0,0,0,1,4,350000,0,0,0,44,47,8891305,189176.70212766,44,47,8891305,189176.70212766,"Ipswich",10679670,0,437625,0,11117295,236538.191489362
"Ipswich","Essex","MA","2003"," 12","Ipswich town",20,20,3045291,3,6,526344,2,7,522866,2,10,700064,20,20,3045291,3,6,526344,2,7,522866,2,10,700064,27,43,4794565,111501.511627907,27,43,4794565,111501.511627907,"Ipswich",3722852,643453,639201,855824,5861330,136310
"Ipswich","Essex","MA","2004"," 12","Ipswich town",17,17,2655323,1,2,160595,1,4,266968,1,6,375006,17,17,2655323,1,2,160595,1,4,266968,1,6,375006,20,29,3457892,119237.655172414,20,29,3457892,119237.655172414,"Ipswich",3161915,191234,317901,446551,4117601,141986.24137931
"Ipswich","Essex","MA","2005"," 12","Ipswich town",66,66,15019500,0,0,0,0,0,0,0,0,0,66,66,15019500,0,0,0,0,0,0,0,0,0,66,66,15019500,227568.181818182,66,66,15019500,227568.181818182,"Ipswich",17298880,0,0,0,17298880,262104.242424242
"Ipswich","Essex","MA","2006"," 12","Ipswich town",21,21,8801512,1,2,350000,0,0,0,2,22,2643950,21,21,8801512,1,2,350000,0,0,0,2,22,2643950,24,45,11795462,262121.377777778,24,45,11795462,262121.377777778,"Ipswich",9820453,390519,0,2950037,13161009,292466.866666667
"Ipswich","Essex","MA","2007"," 12","Ipswich town",17,17,4625600,0,0,0,0,0,0,0,0,0,17,17,4625600,0,0,0,0,0,0,0,0,0,17,17,4625600,272094.117647059,17,17,4625600,272094.117647059,"Ipswich",5018172,0,0,0,5018172,295186.588235294
"Ipswich","Essex","MA","2008"," 12","Ipswich town",13,13,4522857,1,2,2e+05,0,0,0,1,10,4e+05,13,13,4522857,1,2,2e+05,0,0,0,1,10,4e+05,15,25,5122857,204914.28,15,25,5122857,204914.28,"Ipswich",4725280,208951,0,417902,5352133,214085.32
"Ipswich","Essex","MA","2009"," 12","Ipswich town",13,13,3902880,0,0,0,0,0,0,0,0,0,13,13,3902880,0,0,0,0,0,0,0,0,0,13,13,3902880,300221.538461538,13,13,3902880,300221.538461538,"Ipswich",4092114,0,0,0,4092114,314778
"Ipswich","Essex","MA","2010"," 12","Ipswich town",29,29,9530000,0,0,0,0,0,0,2,48,5080566,29,29,9530000,0,0,0,0,0,0,2,48,5080566,31,77,14610566,189747.61038961,31,77,14610566,189747.61038961,"Ipswich",9830817,0,0,5240936,15071753,195737.051948052
"Ipswich","Essex","MA","2011"," 12","Ipswich town",28,28,8738025,0,0,0,0,0,0,0,0,0,28,28,8738025,0,0,0,0,0,0,0,0,0,28,28,8738025,312072.321428571,28,28,8738025,312072.321428571,"Ipswich",8738025,0,0,0,8738025,312072.321428571
"Kingston","Plymouth","MA","2000"," 12","Kingston town",56,56,7251467,0,0,0,0,0,0,0,0,0,56,56,7251467,0,0,0,0,0,0,0,0,0,56,56,7251467,129490.482142857,56,56,7251467,129490.482142857,"Kingston",9472345,0,0,0,9472345,169149.017857143
"Kingston","Plymouth","MA","2001"," 12","Kingston town",43,43,6770856,0,0,0,0,0,0,0,0,0,43,43,6770856,0,0,0,0,0,0,0,0,0,43,43,6770856,157461.76744186,43,43,6770856,157461.76744186,"Kingston",8599828,0,0,0,8599828,199996
"Kingston","Plymouth","MA","2002"," 12","Kingston town",47,47,9150590,0,0,0,0,0,0,0,0,0,47,47,9150590,0,0,0,0,0,0,0,0,0,47,47,9150590,194693.404255319,47,47,9150590,194693.404255319,"Kingston",11441493,0,0,0,11441493,243436.021276596
"Kingston","Plymouth","MA","2003"," 12","Kingston town",76,76,15101609,0,0,0,0,0,0,0,0,0,76,76,15101609,0,0,0,0,0,0,0,0,0,76,76,15101609,198705.381578947,76,76,15101609,198705.381578947,"Kingston",18461635,0,0,0,18461635,242916.25
"Kingston","Plymouth","MA","2004"," 12","Kingston town",77,77,16223190,1,2,450000,0,0,0,0,0,0,77,77,16223190,1,2,450000,0,0,0,0,0,0,78,79,16673190,211053.037974684,78,79,16673190,211053.037974684,"Kingston",19318307,535853,0,0,19854160,251318.481012658
"Kingston","Plymouth","MA","2005"," 12","Kingston town",60,60,15421155,0,0,0,0,0,0,0,0,0,60,60,15421155,0,0,0,0,0,0,0,0,0,60,60,15421155,257019.25,60,60,15421155,257019.25,"Kingston",17761491,0,0,0,17761491,296024.85
"Kingston","Plymouth","MA","2006"," 12","Kingston town",24,24,5136600,0,0,0,0,0,0,0,0,0,24,24,5136600,0,0,0,0,0,0,0,0,0,24,24,5136600,214025,24,24,5136600,214025,"Kingston",5731258,0,0,0,5731258,238802.416666667
"Kingston","Plymouth","MA","2007"," 12","Kingston town",16,16,3753700,0,0,0,0,0,0,0,0,0,16,16,3753700,0,0,0,0,0,0,0,0,0,16,16,3753700,234606.25,16,16,3753700,234606.25,"Kingston",4072274,0,0,0,4072274,254517.125
"Kingston","Plymouth","MA","2008"," 12","Kingston town",22,22,4295230,0,0,0,2,6,1600380,0,0,0,22,22,4295230,0,0,0,2,6,1600380,0,0,0,24,28,5895610,210557.5,24,28,5895610,210557.5,"Kingston",4487465,0,1672006,0,6159471,219981.107142857
"Kingston","Plymouth","MA","2009"," 12","Kingston town",29,29,5067396,0,0,0,0,0,0,0,0,0,29,29,5067396,0,0,0,0,0,0,0,0,0,29,29,5067396,174737.793103448,29,29,5067396,174737.793103448,"Kingston",5313093,0,0,0,5313093,183210.103448276
"Kingston","Plymouth","MA","2010"," 12","Kingston town",18,18,3353103,0,0,0,0,0,0,0,0,0,18,18,3353103,0,0,0,0,0,0,0,0,0,18,18,3353103,186283.5,18,18,3353103,186283.5,"Kingston",3458945,0,0,0,3458945,192163.611111111
"Kingston","Plymouth","MA","2011"," 12","Kingston town",20,20,4314343,0,0,0,0,0,0,0,0,0,20,20,4314343,0,0,0,0,0,0,0,0,0,20,20,4314343,215717.15,20,20,4314343,215717.15,"Kingston",4314343,0,0,0,4314343,215717.15
"Lakeville","Plymouth","MA","2000"," 12","Lakeville town",87,87,11067000,0,0,0,0,0,0,0,0,0,87,87,11067000,0,0,0,0,0,0,0,0,0,87,87,11067000,127206.896551724,87,87,11067000,127206.896551724,"Lakeville",14456445,0,0,0,14456445,166166.034482759
"Lakeville","Plymouth","MA","2001"," 12","Lakeville town",74,74,12688522,0,0,0,0,0,0,0,0,0,74,74,12688522,0,0,0,0,0,0,0,0,0,74,74,12688522,171466.513513514,74,74,12688522,171466.513513514,"Lakeville",16115999,0,0,0,16115999,217783.77027027
"Lakeville","Plymouth","MA","2002"," 12","Lakeville town",62,62,12437191,0,0,0,0,0,0,0,0,0,62,62,12437191,0,0,0,0,0,0,0,0,0,62,62,12437191,200599.85483871,62,62,12437191,200599.85483871,"Lakeville",15550913,0,0,0,15550913,250821.177419355
"Lakeville","Plymouth","MA","2003"," 11","Lakeville town",37,37,7432130,0,0,0,0,0,0,0,0,0,31,31,6228531,0,0,0,0,0,0,0,0,0,37,37,7432130,200868.378378378,31,31,6228531,200920.35483871,"Lakeville",9085739,0,0,0,9085739,245560.513513514
"Lakeville","Plymouth","MA","2004"," 12","Lakeville town",69,69,10933850,0,0,0,0,0,0,0,0,0,69,69,10933850,0,0,0,0,0,0,0,0,0,69,69,10933850,158461.594202899,69,69,10933850,158461.594202899,"Lakeville",13019848,0,0,0,13019848,188693.449275362
"Lakeville","Plymouth","MA","2005"," 12","Lakeville town",43,43,9595434,0,0,0,0,0,0,0,0,0,43,43,9595434,0,0,0,0,0,0,0,0,0,43,43,9595434,223149.627906977,43,43,9595434,223149.627906977,"Lakeville",11051650,0,0,0,11051650,257015.11627907
"Lakeville","Plymouth","MA","2006","  5","Lakeville town",32,32,6744242,0,0,0,0,0,0,0,0,0,11,11,2058100,0,0,0,0,0,0,0,0,0,32,32,6744242,210757.5625,11,11,2058100,187100,"Lakeville",7525015,0,0,0,7525015,235156.71875
"Lakeville","Plymouth","MA","2007"," 12","Lakeville town",44,44,11079000,0,0,0,0,0,0,0,0,0,44,44,11079000,0,0,0,0,0,0,0,0,0,44,44,11079000,251795.454545455,44,44,11079000,251795.454545455,"Lakeville",12019269,0,0,0,12019269,273165.204545455
"Lakeville","Plymouth","MA","2008"," 12","Lakeville town",19,19,4767000,0,0,0,0,0,0,0,0,0,19,19,4767000,0,0,0,0,0,0,0,0,0,19,19,4767000,250894.736842105,19,19,4767000,250894.736842105,"Lakeville",4980350,0,0,0,4980350,262123.684210526
"Lakeville","Plymouth","MA","2009"," 12","Lakeville town",16,16,4801420,0,0,0,0,0,0,5,160,11100000,16,16,4801420,0,0,0,0,0,0,5,160,11100000,21,176,15901420,90348.9772727273,21,176,15901420,90348.9772727273,"Lakeville",5034221,0,0,11638192,16672413,94729.6193181818
"Lakeville","Plymouth","MA","2010"," 12","Lakeville town",23,23,4592720,0,0,0,0,0,0,0,0,0,23,23,4592720,0,0,0,0,0,0,0,0,0,23,23,4592720,199683.47826087,23,23,4592720,199683.47826087,"Lakeville",4737691,0,0,0,4737691,205986.565217391
"Lakeville","Plymouth","MA","2011"," 12","Lakeville town",32,32,5456155,2,4,7e+05,0,0,0,0,0,0,32,32,5456155,2,4,7e+05,0,0,0,0,0,0,34,36,6156155,171004.305555556,34,36,6156155,171004.305555556,"Lakeville",5456155,7e+05,0,0,6156155,171004.305555556
"Lancaster","Worcester","MA","2000"," 12","Lancaster town",42,42,6220185,0,0,0,0,0,0,0,0,0,42,42,6220185,0,0,0,0,0,0,0,0,0,42,42,6220185,148099.642857143,42,42,6220185,148099.642857143,"Lancaster",8125216,0,0,0,8125216,193457.523809524
"Lancaster","Worcester","MA","2001"," 12","Lancaster town",39,39,6441530,0,0,0,0,0,0,0,0,0,39,39,6441530,0,0,0,0,0,0,0,0,0,39,39,6441530,165167.435897436,39,39,6441530,165167.435897436,"Lancaster",8181543,0,0,0,8181543,209783.153846154
"Lancaster","Worcester","MA","2002"," 12","Lancaster town",36,36,5696169,0,0,0,0,0,0,0,0,0,36,36,5696169,0,0,0,0,0,0,0,0,0,36,36,5696169,158226.916666667,36,36,5696169,158226.916666667,"Lancaster",7122238,0,0,0,7122238,197839.944444444
"Lancaster","Worcester","MA","2003"," 12","Lancaster town",62,62,8184394,0,0,0,0,0,0,0,0,0,62,62,8184394,0,0,0,0,0,0,0,0,0,62,62,8184394,132006.35483871,62,62,8184394,132006.35483871,"Lancaster",10005377,0,0,0,10005377,161377.048387097
"Lancaster","Worcester","MA","2004","  5","Lancaster town",58,58,7711302,0,0,0,0,0,0,0,0,0,27,27,3435560,0,0,0,0,0,0,0,0,0,58,58,7711302,132953.482758621,27,27,3435560,127242.962962963,"Lancaster",9182491,0,0,0,9182491,158318.810344828
"Lancaster","Worcester","MA","2005"," 12","Lancaster town",70,70,12626839,0,0,0,0,0,0,0,0,0,70,70,12626839,0,0,0,0,0,0,0,0,0,70,70,12626839,180383.414285714,70,70,12626839,180383.414285714,"Lancaster",14543106,0,0,0,14543106,207758.657142857
"Lancaster","Worcester","MA","2006","  0","Lancaster town",63,63,11364156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,63,11364156,180383.428571429,0,0,0,NA,"Lancaster",12679771,0,0,0,12679771,201266.206349206
"Lancaster","Worcester","MA","2007"," 12","Lancaster town",15,15,3237960,0,0,0,0,0,0,0,0,0,15,15,3237960,0,0,0,0,0,0,0,0,0,15,15,3237960,215864,15,15,3237960,215864,"Lancaster",3512764,0,0,0,3512764,234184.266666667
"Lancaster","Worcester","MA","2008","  0","Lancaster town",11,11,2374504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,2374504,215864,0,0,0,NA,"Lancaster",2480776,0,0,0,2480776,225525.090909091
"Lancaster","Worcester","MA","2009","  0","Lancaster town",16,16,3453824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,3453824,215864,0,0,0,NA,"Lancaster",3621285,0,0,0,3621285,226330.3125
"Lancaster","Worcester","MA","2010","  0","Lancaster town",16,16,3453824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,3453824,215864,0,0,0,NA,"Lancaster",3562845,0,0,0,3562845,222677.8125
"Lancaster","Worcester","MA","2011","  0","Lancaster town",12,12,2590368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2590368,215864,0,0,0,NA,"Lancaster",2590368,0,0,0,2590368,215864
"Lanesborough","Berkshire","MA","2000","  0","Lanesborough town",9,9,470400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,470400,52266.6666666667,0,0,0,NA,"Lanesborough",614468,0,0,0,614468,68274.2222222222
"Lanesborough","Berkshire","MA","2001","  0","Lanesborough town",9,9,470400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,470400,52266.6666666667,0,0,0,NA,"Lanesborough",597466,0,0,0,597466,66385.1111111111
"Lanesborough","Berkshire","MA","2002","  0","Lanesborough town",10,10,522667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,522667,52266.7,0,0,0,NA,"Lanesborough",653520,0,0,0,653520,65352
"Lanesborough","Berkshire","MA","2003","  0","Lanesborough town",11,11,574934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,574934,52266.7272727273,0,0,0,NA,"Lanesborough",702854,0,0,0,702854,63895.8181818182
"Lanesborough","Berkshire","MA","2004","  0","Lanesborough town",10,10,522670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,522670,52267,0,0,0,NA,"Lanesborough",622387,0,0,0,622387,62238.7
"Lanesborough","Berkshire","MA","2005","  0","Lanesborough town",9,9,470403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,470403,52267,0,0,0,NA,"Lanesborough",541792,0,0,0,541792,60199.1111111111
"Lanesborough","Berkshire","MA","2006","  0","Lanesborough town",4,4,209068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,209068,52267,0,0,0,NA,"Lanesborough",233272,0,0,0,233272,58318
"Lanesborough","Berkshire","MA","2007","  0","Lanesborough town",4,4,209068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,209068,52267,0,0,0,NA,"Lanesborough",226811,0,0,0,226811,56702.75
"Lanesborough","Berkshire","MA","2008","  0","Lanesborough town",2,2,104534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,104534,52267,0,0,0,NA,"Lanesborough",109212,0,0,0,109212,54606
"Lanesborough","Berkshire","MA","2009","  0","Lanesborough town",1,1,52267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,52267,52267,0,0,0,NA,"Lanesborough",54801,0,0,0,54801,54801
"Lanesborough","Berkshire","MA","2010","  0","Lanesborough town",1,1,52267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,52267,52267,0,0,0,NA,"Lanesborough",53917,0,0,0,53917,53917
"Lanesborough","Berkshire","MA","2011","  0","Lanesborough town",1,1,52267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,52267,52267,0,0,0,NA,"Lanesborough",52267,0,0,0,52267,52267
"Lawrence","Essex","MA","2000"," 12","Lawrence",7,7,736416,3,6,6e+05,0,0,0,0,0,0,7,7,736416,3,6,6e+05,0,0,0,0,0,0,10,13,1336416,102801.230769231,10,13,1336416,102801.230769231,"Lawrence",961955,783760,0,0,1745715,134285.769230769
"Lawrence","Essex","MA","2001"," 12","Lawrence",16,16,1441120,3,6,426000,0,0,0,2,12,540000,16,16,1441120,3,6,426000,0,0,0,2,12,540000,21,34,2407120,70797.6470588235,21,34,2407120,70797.6470588235,"Lawrence",1830401,541073,0,685867,3057341,89921.7941176471
"Lawrence","Essex","MA","2002"," 12","Lawrence",15,15,1517140,13,26,1638880,0,0,0,1,6,396000,15,15,1517140,13,26,1638880,0,0,0,1,6,396000,29,47,3552020,75574.8936170213,29,47,3552020,75574.8936170213,"Lawrence",1896965,2049183,0,495141,4441289,94495.5106382979
"Lawrence","Essex","MA","2003"," 12","Lawrence",28,28,2834320,8,16,1087320,1,3,201600,1,5,685000,28,28,2834320,8,16,1087320,1,3,201600,1,5,685000,38,52,4808240,92466.1538461538,38,52,4808240,92466.1538461538,"Lawrence",3464941,1329243,246455,837409,5878048,113039.384615385
"Lawrence","Essex","MA","2004"," 12","Lawrence",19,19,2026520,18,36,2623840,0,0,0,1,20,1500000,19,19,2026520,18,36,2623840,0,0,0,1,20,1500000,38,75,6150360,82004.8,38,75,6150360,82004.8,"Lawrence",2413147,3124425,0,1786175,7323747,97649.96
"Lawrence","Essex","MA","2005"," 12","Lawrence",21,21,2313272,19,38,2977845,0,0,0,2,10,750000,13,13,1460000,14,28,2249000,0,0,0,0,0,0,42,69,6041117,87552.4202898551,27,41,3709000,90463.4146341463,"Lawrence",2664337,3429767,0,863821,6957925,100839.492753623
"Lawrence","Essex","MA","2006"," 12","Lawrence",23,23,3674314,23,46,3195700,2,6,418146,0,0,0,23,23,3674314,23,46,3195700,2,6,418146,0,0,0,48,75,7288160,97175.4666666667,48,75,7288160,97175.4666666667,"Lawrence",4099685,3565663,466554,0,8131902,108425.36
"Lawrence","Essex","MA","2007"," 11","Lawrence",5,5,745753,17,34,2860403,0,0,0,0,0,0,4,4,586000,16,32,2721460,0,0,0,0,0,0,22,39,3606156,92465.5384615385,20,36,3307460,91873.8888888889,"Lawrence",809045,3103164,0,0,3912209,100313.051282051
"Lawrence","Essex","MA","2008","  0","Lawrence",7,7,1075863,7,14,1119181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,2195044,104525.904761905,0,0,0,NA,"Lawrence",1124014,1169271,0,0,2293285,109204.047619048
"Lawrence","Essex","MA","2009","  0","Lawrence",5,5,768475,3,6,488025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,1256500,114227.272727273,0,0,0,NA,"Lawrence",805735,511687,0,0,1317422,119765.636363636
