"Municipal","State","C_year","Industry.Title","Average.Monthly.Employment","Average.Weekly.Wage","Number.of.Employer.Establishments.in.the.Industry..reporting.units.","Total.Wages.Paid.to.All.Workers.in.the.Industry"
"Cummington","MA",2002,"Total, All Industries",284,430,23,6349275
"Dalton","MA",2002,"Total, All Industries",2192,749,152,85390077
"Danvers","MA",2002,"Total, All Industries",23836,740,1146,917475454
"Dartmouth","MA",2002,"Total, All Industries",14122,589,924,432252169
"Dedham","MA",2002,"Total, All Industries",14493,804,910,606171415
"Deerfield","MA",2002,"Total, All Industries",3872,627,173,126251892
"Dennis","MA",2002,"Total, All Industries",4953,524,573,134910556
"Dighton","MA",2002,"Total, All Industries",1875,585,139,57011691
"Douglas","MA",2002,"Total, All Industries",862,592,135,26552471
"Dover","MA",2002,"Total, All Industries",812,851,163,35919234
"Dracut","MA",2002,"Total, All Industries",4848,646,554,162796948
"Dudley","MA",2002,"Total, All Industries",2790,604,166,87592579
"Dunstable","MA",2002,"Total, All Industries",302,566,54,8899248
"Duxbury","MA",2002,"Total, All Industries",2649,711,418,97886234
"East Bridgewater","MA",2002,"Total, All Industries",2827,534,253,78445814
"East Brookfield","MA",2002,"Total, All Industries",398,579,48,11965306
"East Longmeadow","MA",2002,"Total, All Industries",9220,658,519,315317451
"Eastham","MA",2002,"Total, All Industries",1122,494,179,28852534
"Easthampton","MA",2002,"Total, All Industries",4557,571,359,135294003
"Easton","MA",2002,"Total, All Industries",9275,688,740,331820128
"Edgartown","MA",2002,"Total, All Industries",2092,600,339,65216726
"Egremont","MA",2002,"Total, All Industries",198,427,47,4402675
"Erving","MA",2002,"Total, All Industries",330,610,23,10456615
"Essex","MA",2002,"Total, All Industries",1360,636,169,44994066
"Everett","MA",2002,"Total, All Industries",14484,982,789,739825373
"Fairhaven","MA",2002,"Total, All Industries",7264,531,479,200677059
"Fall River","MA",2002,"Total, All Industries",39132,610,2305,1241872573
"Falmouth","MA",2002,"Total, All Industries",14575,654,1187,495721062
"Fitchburg","MA",2002,"Total, All Industries",14129,631,943,463293672
"Florida","MA",2002,"Total, All Industries",73,371,13,1414248
"Foxborough","MA",2002,"Total, All Industries",9804,1076,535,548765672
"Framingham","MA",2002,"Total, All Industries",45603,968,2266,2296634862
"Franklin","MA",2002,"Total, All Industries",15952,855,845,709644154
"Freetown","MA",2002,"Total, All Industries",2158,574,221,64388390
"Gardner","MA",2002,"Total, All Industries",8535,610,463,270589572
"Georgetown","MA",2002,"Total, All Industries",2514,798,220,104247062
"Gill","MA",2002,"Total, All Industries",204,433,32,4583050
"Gloucester","MA",2002,"Total, All Industries",11160,744,1049,431537820
"Goshen","MA",2002,"Total, All Industries",109,404,18,2288747
"Gosnold","MA",2002,"Total, All Industries",50,306,8,787257
"Grafton","MA",2002,"Total, All Industries",4855,730,328,184412896
"Granby","MA",2002,"Total, All Industries",853,513,129,22770107
"Granville","MA",2002,"Total, All Industries",159,363,20,3007578
"Great Barrington","MA",2002,"Total, All Industries",5313,546,492,150784860
"Greenfield","MA",2002,"Total, All Industries",10492,546,688,297947885
"Groton","MA",2002,"Total, All Industries",3005,758,244,118445553
"Groveland","MA",2002,"Total, All Industries",1144,745,129,44305356
"Hadley","MA",2002,"Total, All Industries",4389,469,303,107107864
"Halifax","MA",2002,"Total, All Industries",1063,393,96,21716112
"Hamilton","MA",2002,"Total, All Industries",1470,575,209,43972997
"Hampden","MA",2002,"Total, All Industries",728,589,109,22299377
"Hanover","MA",2002,"Total, All Industries",8035,643,690,268880480
"Hanson","MA",2002,"Total, All Industries",1817,524,197,49548602
"Hardwick","MA",2002,"Total, All Industries",340,563,53,9959072
"Harvard","MA",2002,"Total, All Industries",1023,790,184,42018887
"Harwich","MA",2002,"Total, All Industries",3311,539,391,92793504
"Hatfield","MA",2002,"Total, All Industries",2585,768,115,103207067
"Haverhill","MA",2002,"Total, All Industries",18694,674,1258,654737626
"Hawley","MA",2002,"Total, All Industries",10,361,5,192454
"Heath","MA",2002,"Total, All Industries",83,380,13,1633702
"Hingham","MA",2002,"Total, All Industries",10988,886,879,506483033
"Hinsdale","MA",2002,"Total, All Industries",206,414,47,4438127
"Holbrook","MA",2002,"Total, All Industries",2904,693,295,104669086
"Holden","MA",2002,"Total, All Industries",3575,644,322,119708744
"Holland","MA",2002,"Total, All Industries",128,385,18,2564252
"Holliston","MA",2002,"Total, All Industries",5277,857,457,235062631
"Holyoke","MA",2002,"Total, All Industries",23241,581,1344,702393438
"Hopedale","MA",2002,"Total, All Industries",1662,744,149,64289164
"Hopkinton","MA",2002,"Total, All Industries",7711,1349,421,540734372
"Hubbardston","MA",2002,"Total, All Industries",629,569,74,18603425
"Hudson","MA",2002,"Total, All Industries",10288,1041,555,556904101
"Hull","MA",2002,"Total, All Industries",1403,531,184,38770513
"Huntington","MA",2002,"Total, All Industries",456,520,48,12323871
"Ipswich","MA",2002,"Total, All Industries",3821,650,437,129193591
"Kingston","MA",2002,"Total, All Industries",5521,496,448,142324697
"Lakeville","MA",2002,"Total, All Industries",3116,643,283,104194050
"Lancaster","MA",2002,"Total, All Industries",2113,523,154,57504605
"Lanesborough","MA",2002,"Total, All Industries",1810,338,162,31854829
"Lawrence","MA",2002,"Total, All Industries",22211,663,1236,765569379
"Lee","MA",2002,"Total, All Industries",3862,655,311,131609739
"Leicester","MA",2002,"Total, All Industries",2068,578,203,62213126
"Lenox","MA",2002,"Total, All Industries",3785,476,291,93659678
"Leominster","MA",2002,"Total, All Industries",18189,610,1192,577169392
"Leverett","MA",2002,"Total, All Industries",195,416,38,4210943
"Lexington","MA",2002,"Total, All Industries",20337,1241,1253,1312327611
"Lincoln","MA",2002,"Total, All Industries",1871,1134,197,110315556
"Littleton","MA",2002,"Total, All Industries",5376,1170,337,327124640
"Longmeadow","MA",2002,"Total, All Industries",3309,532,302,91607984
"Lowell","MA",2002,"Total, All Industries",33799,792,1851,1392778514
"Ludlow","MA",2002,"Total, All Industries",6116,640,489,203443867
"Lunenburg","MA",2002,"Total, All Industries",2508,628,220,81897969
"Lynn","MA",2002,"Total, All Industries",24976,808,1311,1049929143
"Lynnfield","MA",2002,"Total, All Industries",5171,747,383,200876638
"Malden","MA",2002,"Total, All Industries",16515,690,1083,592788784
"Manchester-by-the-Sea","MA",2002,"Total, All Industries",1630,715,237,60577304
"Mansfield","MA",2002,"Total, All Industries",10938,1001,578,569199243
"Marblehead","MA",2002,"Total, All Industries",4987,688,678,178355226
"Marion","MA",2002,"Total, All Industries",1918,748,215,74632119
"Marlborough","MA",2002,"Total, All Industries",27112,1055,1355,1487560301
"Marshfield","MA",2002,"Total, All Industries",5168,661,573,177643596
"Mashpee","MA",2002,"Total, All Industries",3742,552,382,107460708
"Mattapoisett","MA",2002,"Total, All Industries",1567,551,209,44883964
"Maynard","MA",2002,"Total, All Industries",4776,1158,315,287471516
"Medfield","MA",2002,"Total, All Industries",3558,825,372,152656601
"Medford","MA",2002,"Total, All Industries",18736,833,1157,811091978
"Medway","MA",2002,"Total, All Industries",2699,674,308,94526828
"Melrose","MA",2002,"Total, All Industries",6457,676,558,226985446
"Mendon","MA",2002,"Total, All Industries",1357,593,170,41866205
"Merrimac","MA",2002,"Total, All Industries",834,629,122,27296448
"Methuen","MA",2002,"Total, All Industries",15243,626,942,495869776
"Middleborough","MA",2002,"Total, All Industries",7930,719,555,296341629
"Middlefield","MA",2002,"Total, All Industries",46,451,12,1066055
"Middleton","MA",2002,"Total, All Industries",4724,809,308,198821029
"Milford","MA",2002,"Total, All Industries",14915,835,777,647537665
"Millbury","MA",2002,"Total, All Industries",3827,670,258,133340901
"Millis","MA",2002,"Total, All Industries",2185,593,235,67361761
"Millville","MA",2002,"Total, All Industries",232,466,44,5622955
"Milton","MA",2002,"Total, All Industries",5962,673,485,208768750
"Monroe","MA",2002,"Total, All Industries",48,1024,5,2547776
"Monson","MA",2002,"Total, All Industries",1246,560,168,36280009
"Montague","MA",2002,"Total, All Industries",2889,576,208,86567534
"Monterey","MA",2002,"Total, All Industries",124,446,27,2870759
"Montgomery","MA",2002,"Total, All Industries",64,393,13,1299168
"Nahant","MA",2002,"Total, All Industries",422,519,69,11410575
"Nantucket","MA",2002,"Total, All Industries",5793,706,854,212619919
"Natick","MA",2002,"Total, All Industries",23673,910,1469,1120601264
"Needham","MA",2002,"Total, All Industries",19056,1128,1396,1117921851
"New Ashford","MA",2002,"Total, All Industries",50,428,9,1102402
"New Bedford","MA",2002,"Total, All Industries",35913,658,2453,1229684180
"New Braintree","MA",2002,"Total, All Industries",145,791,18,5952515
"New Marlborough","MA",2002,"Total, All Industries",383,541,44,10788256
"New Salem","MA",2002,"Total, All Industries",152,419,21,3324548
"Newbury","MA",2002,"Total, All Industries",1419,601,160,44368869
"Newburyport","MA",2002,"Total, All Industries",9826,694,826,354829941
"Newton","MA",2002,"Total, All Industries",46495,881,3672,2131072944
"Norfolk","MA",2002,"Total, All Industries",2774,770,277,111129563
"North Adams","MA",2002,"Total, All Industries",5966,567,425,175944158
"North Andover","MA",2002,"Total, All Industries",15423,907,891,727826033
"North Attleborough","MA",2002,"Total, All Industries",12834,506,862,337779327
"North Brookfield","MA",2002,"Total, All Industries",1156,676,89,40631571
"North Reading","MA",2002,"Total, All Industries",6622,853,475,293733912
"Northampton","MA",2002,"Total, All Industries",17582,604,1098,552313192
"Northborough","MA",2002,"Total, All Industries",6414,818,547,272787364
"Northbridge","MA",2002,"Total, All Industries",4464,584,285,135593978
"Northfield","MA",2002,"Total, All Industries",1215,554,50,35002953
"Norton","MA",2002,"Total, All Industries",5944,673,380,208051942
"Norwell","MA",2002,"Total, All Industries",8289,863,538,371909073
"Norwood","MA",2002,"Total, All Industries",24354,980,1293,1240772674
"Oak Bluffs","MA",2002,"Total, All Industries",1948,607,220,61494965
"Oakham","MA",2002,"Total, All Industries",172,465,29,4151166
"Orange","MA",2002,"Total, All Industries",2105,517,180,56552107
"Orleans","MA",2002,"Total, All Industries",4312,579,472,129735767
"Otis","MA",2002,"Total, All Industries",294,477,50,7281498
"Oxford","MA",2002,"Total, All Industries",3579,664,293,123592099
"Palmer","MA",2002,"Total, All Industries",5283,614,401,168754261
"Paxton","MA",2002,"Total, All Industries",650,592,73,19994356
"Peabody","MA",2002,"Total, All Industries",26360,732,1464,1003603139
"Pelham","MA",2002,"Total, All Industries",139,440,24,3178939
"Pembroke","MA",2002,"Total, All Industries",5116,605,517,160976685
"Pepperell","MA",2002,"Total, All Industries",1506,614,211,48101549
"Peru","MA",2002,"Total, All Industries",34,214,8,376659
"Petersham","MA",2002,"Total, All Industries",122,373,27,2373898
"Phillipston","MA",2002,"Total, All Industries",186,275,18,2668112
"Pittsfield","MA",2002,"Total, All Industries",26830,720,1551,1004296550
"Plainfield","MA",2002,"Total, All Industries",68,506,20,1791810
"Plainville","MA",2002,"Total, All Industries",3052,666,276,105787352
"Plymouth","MA",2002,"Total, All Industries",19735,684,1339,702096255
"Plympton","MA",2002,"Total, All Industries",284,566,60,8368217
"Princeton","MA",2002,"Total, All Industries",749,451,73,17544718
"Provincetown","MA",2002,"Total, All Industries",2530,502,488,65992728
"Quincy","MA",2002,"Total, All Industries",47539,866,2222,2142018332
"Randolph","MA",2002,"Total, All Industries",10161,749,653,395541392
"Raynham","MA",2002,"Total, All Industries",7465,650,488,252230704
"Reading","MA",2002,"Total, All Industries",6881,763,614,272988062
"Rehoboth","MA",2002,"Total, All Industries",1713,615,281,54763879
"Revere","MA",2002,"Total, All Industries",8691,538,760,243168337
"Richmond","MA",2002,"Total, All Industries",216,454,35,5094807
"Rochester","MA",2002,"Total, All Industries",695,615,115,22246365
"Rockland","MA",2002,"Total, All Industries",8332,854,512,370053068
"Rockport","MA",2002,"Total, All Industries",1487,455,224,35177245
"Rowe","MA",2002,"Total, All Industries",147,706,17,5406766
"Rowley","MA",2002,"Total, All Industries",2342,594,237,72323502
"Royalston","MA",2002,"Total, All Industries",159,324,22,2683560
"Russell","MA",2002,"Total, All Industries",203,777,29,8202283
"Rutland","MA",2002,"Total, All Industries",999,601,116,31201207
"Salem","MA",2002,"Total, All Industries",18667,734,1251,712564220
"Salisbury","MA",2002,"Total, All Industries",2857,600,322,89126952
"Sandisfield","MA",2002,"Total, All Industries",120,475,23,2968596
"Sandwich","MA",2002,"Total, All Industries",5104,600,562,159341818
"Saugus","MA",2002,"Total, All Industries",11425,500,829,296892122
"Scituate","MA",2002,"Total, All Industries",3220,551,442,92231024
"Seekonk","MA",2002,"Total, All Industries",8296,489,589,210854409
"Sharon","MA",2002,"Total, All Industries",3959,782,455,161049138
"Sheffield","MA",2002,"Total, All Industries",1351,615,137,43217993
"Shelburne","MA",2002,"Total, All Industries",802,490,117,20418974
"Sherborn","MA",2002,"Total, All Industries",560,795,134,23170919
"Shirley","MA",2002,"Total, All Industries",2048,864,113,91998101
"Shrewsbury","MA",2002,"Total, All Industries",13395,827,829,576354984
"Shutesbury","MA",2002,"Total, All Industries",128,396,25,2640082
"Somerset","MA",2002,"Total, All Industries",4397,599,349,136892003
"Somerville","MA",2002,"Total, All Industries",22098,684,1354,786341110
"South Hadley","MA",2002,"Total, All Industries",4796,657,322,163741162
"Southampton","MA",2002,"Total, All Industries",1141,403,134,23920020
"Southborough","MA",2002,"Total, All Industries",6284,1064,373,347513761
"Southbridge","MA",2002,"Total, All Industries",6140,627,424,200287744
"Southwick","MA",2002,"Total, All Industries",2785,534,261,77312023
"Spencer","MA",2002,"Total, All Industries",3451,617,247,110664188
"Springfield","MA",2002,"Total, All Industries",78755,736,4764,3015400588
"Sterling","MA",2002,"Total, All Industries",2194,661,202,75422037
"Stockbridge","MA",2002,"Total, All Industries",1543,540,110,43330510
"Stoneham","MA",2002,"Total, All Industries",8529,715,643,317049896
"Stoughton","MA",2002,"Total, All Industries",12622,744,953,488499650
"Stow","MA",2002,"Total, All Industries",2037,1124,195,119099353
"Sturbridge","MA",2002,"Total, All Industries",5271,518,314,141889471
"Sudbury","MA",2002,"Total, All Industries",7350,937,629,357917427
"Sunderland","MA",2002,"Total, All Industries",637,639,69,21166184
"Sutton","MA",2002,"Total, All Industries",1540,654,192,52386837
"Swampscott","MA",2002,"Total, All Industries",3331,585,353,101391993
"Swansea","MA",2002,"Total, All Industries",5867,465,484,141768508
"Taunton","MA",2002,"Total, All Industries",24073,699,1338,874389835
"Templeton","MA",2002,"Total, All Industries",1657,645,107,55615695
"Tewksbury","MA",2002,"Total, All Industries",15868,962,791,793520707
"Tisbury","MA",2002,"Total, All Industries",2168,609,373,68656393
"Tolland","MA",2002,"Total, All Industries",55,260,7,747161
"Topsfield","MA",2002,"Total, All Industries",2399,777,271,96854700
"Townsend","MA",2002,"Total, All Industries",2274,616,189,72774314
"Truro","MA",2002,"Total, All Industries",516,546,116,14659055
"Tyngsborough","MA",2002,"Total, All Industries",4488,591,341,137944762
"Tyringham","MA",2002,"Total, All Industries",29,513,9,774270
"Upton","MA",2002,"Total, All Industries",1087,726,163,41017984
"Uxbridge","MA",2002,"Total, All Industries",2866,603,280,89904971
"Wakefield","MA",2002,"Total, All Industries",13935,1015,984,735753296
"Wales","MA",2002,"Total, All Industries",121,377,31,2376149
"Walpole","MA",2002,"Total, All Industries",9995,744,728,386696468
"Waltham","MA",2002,"Total, All Industries",55704,1166,2435,3377791759
"Ware","MA",2002,"Total, All Industries",2676,551,219,76624495
"Wareham","MA",2002,"Total, All Industries",7214,586,604,219687992
"Warren","MA",2002,"Total, All Industries",1246,643,76,41675805
"Warwick","MA",2002,"Total, All Industries",47,386,5,942833
"Washington","MA",2002,"Total, All Industries",127,435,16,2883385
"Watertown","MA",2002,"Total, All Industries",20083,887,1060,926576411
"Wayland","MA",2002,"Total, All Industries",3698,858,404,164936946
"Webster","MA",2002,"Total, All Industries",6836,633,384,224957641
"Wellesley","MA",2002,"Total, All Industries",18328,1098,1443,1046585045
"Wellfleet","MA",2002,"Total, All Industries",943,524,157,25705352
"Wendell","MA",2002,"Total, All Industries",254,425,15,5621148
"Wenham","MA",2002,"Total, All Industries",1203,852,89,53297880
"West Boylston","MA",2002,"Total, All Industries",3706,645,238,124260913
