"","Municipal","State","C_year","AP003_001","AP003_002","AP003_003","AP003_004","AP003_005"
"294463","Leominster","MA",2011,172,"Leominster","10","Total, All Industries",17621
"294623","Leverett","MA",2011,194,"Leverett","10","Total, All Industries",174
"294641","Lexington","MA",2011,476,"Lexington","10","Total, All Industries",19410
"294776","Leyden","MA",2011,195,"Leyden","10","Total, All Industries",70
"294779","Lincoln","MA",2011,477,"Lincoln","10","Total, All Industries",2116
"294826","Littleton","MA",2011,246,"Littleton","10","Total, All Industries",4634
"294909","Longmeadow","MA",2011,440,"Longmeadow","10","Total, All Industries",3530
"294976","Lowell","MA",2011,241,"Lowell","10","Total, All Industries",34093
"295152","Ludlow","MA",2011,442,"Ludlow","10","Total, All Industries",6647
"295243","Lunenburg","MA",2011,173,"Lunenburg","10","Total, All Industries",2164
"295305","Lynn","MA",2011,251,"Lynn","10","Total, All Industries",23004
"295462","Lynnfield","MA",2011,252,"Lynnfield","10","Total, All Industries",5077
"295533","Malden","MA",2011,71,"Malden","10","Total, All Industries",13340
"295684","Manchester-by-the-Sea","MA",2011,417,"Manchester-by-the- Sea","10","Total, All Industries",1683
"295747","Mansfield","MA",2011,23,"Mansfield","10","Total, All Industries",10579
"295862","Marblehead","MA",2011,418,"Marblehead","10","Total, All Industries",4594
"295975","Marion","MA",2011,310,"Marion","10","Total, All Industries",2066
"296038","Marlborough","MA",2011,261,"Marlborough","10","Total, All Industries",28700
"296214","Marshfield","MA",2011,125,"Marshfield","10","Total, All Industries",5701
"296317","Mashpee","MA",2011,39,"Mashpee","10","Total, All Industries",4568
"296412","Mattapoisett","MA",2011,312,"Mattapoisett","10","Total, All Industries",1716
"296472","Maynard","MA",2011,267,"Maynard","10","Total, All Industries",3846
"296551","Medfield","MA",2011,365,"Medfield","10","Total, All Industries",2827
"296625","Medford","MA",2011,81,"Medford","10","Total, All Industries",17506
"296778","Medway","MA",2011,288,"Medway","10","Total, All Industries",3901
"296862","Melrose","MA",2011,73,"Melrose","10","Total, All Industries",5880
"296963","Mendon","MA",2011,289,"Mendon","10","Total, All Industries",1326
"297011","Merrimac","MA",2011,215,"Merrimac","10","Total, All Industries",812
"297048","Methuen","MA",2011,233,"Methuen","10","Total, All Industries",15270
"297192","Middleborough","MA",2011,126,"Middleborough","10","Total, All Industries",8101
"297316","Middlefield","MA",2011,354,"Middlefield","10","Total, All Industries",49
"297318","Middleton","MA",2011,419,"Middleton","10","Total, All Industries",4523
"297393","Milford","MA",2011,281,"Milford","10","Total, All Industries",15447
"297537","Millbury","MA",2011,509,"Millbury","10","Total, All Industries",5177
"297634","Millis","MA",2011,366,"Millis","10","Total, All Industries",1732
"297690","Millville","MA",2011,290,"Millville","10","Total, All Industries",309
"297712","Milton","MA",2011,406,"Milton","10","Total, All Industries",5441
"297796","Monroe","MA",2011,335,"Monroe","10","Total, All Industries",44
"297798","Monson","MA",2011,443,"Monson","10","Total, All Industries",1290
"297839","Montague","MA",2011,196,"Montague","10","Total, All Industries",2728
"297899","Monterey","MA",2011,384,"Monterey","10","Total, All Industries",161
"297907","Montgomery","MA",2011,444,"Montgomery","10","Total, All Industries",35
"297913","Mount Washington","MA",2011,385,"Mount Washington","10","Total, All Industries",13
"297915","Nahant","MA",2011,253,"Nahant","10","Total, All Industries",439
"297946","Nantucket","MA",2011,313,"Nantucket","10","Total, All Industries",5721
"298070","Natick","MA",2011,268,"Natick","10","Total, All Industries",22937
"298223","Needham","MA",2011,92,"Needham","10","Total, All Industries",18514
"298368","New Ashford","MA",2011,336,"New Ashford","10","Total, All Industries",37
"298370","New Bedford","MA",2011,301,"New Bedford","10","Total, All Industries",36536
"298583","New Braintree","MA",2011,510,"New Braintree","10","Total, All Industries",260
"298592","New Marlborough","MA",2011,386,"New Marlborough","10","Total, All Industries",403
"298615","New Salem","MA",2011,5,"New Salem","10","Total, All Industries",144
"298628","Newbury","MA",2011,324,"Newbury","10","Total, All Industries",1390
"298678","Newburyport","MA",2011,321,"Newburyport","10","Total, All Industries",10603
"298821","Newton","MA",2011,91,"Newton","10","Total, All Industries",53795
"299021","Norfolk","MA",2011,367,"Norfolk","10","Total, All Industries",3035
"299094","North Adams","MA",2011,331,"North Adams","10","Total, All Industries",6092
"299188","North Andover","MA",2011,234,"North Andover","10","Total, All Industries",13758
"299320","North Attleborough","MA",2011,24,"North Attleborough","10","Total, All Industries",11641
"299457","North Brookfield","MA",2011,512,"North Brookfield","10","Total, All Industries",906
"299488","North Reading","MA",2011,493,"North Reading","10","Total, All Industries",7282
"299590","Northampton","MA",2011,341,"Northampton","10","Total, All Industries",18016
"299757","Northborough","MA",2011,269,"Northborough","10","Total, All Industries",6906
"299863","Northbridge","MA",2011,292,"Northbridge","10","Total, All Industries",5276
"299941","Northfield","MA",2011,197,"Northfield","10","Total, All Industries",901
"299969","Norton","MA",2011,25,"Norton","10","Total, All Industries",6245
"300051","Norwell","MA",2011,407,"Norwell","10","Total, All Industries",7946
"300151","Norwood","MA",2011,361,"Norwood","10","Total, All Industries",24691
"300318","Oak Bluffs","MA",2011,314,"Oak Bluffs","10","Total, All Industries",1682
"300370","Oakham","MA",2011,513,"Oakham","10","Total, All Industries",190
"300380","Orange","MA",2011,6,"Orange","10","Total, All Industries",1926
"300439","Orleans","MA",2011,40,"Orleans","10","Total, All Industries",4008
"300550","Otis","MA",2011,387,"Otis","10","Total, All Industries",343
"300573","Oxford","MA",2011,485,"Oxford","10","Total, All Industries",4299
"300649","Palmer","MA",2011,445,"Palmer","10","Total, All Industries",5076
"300748","Paxton","MA",2011,514,"Paxton","10","Total, All Industries",800
"300777","Peabody","MA",2011,420,"Peabody","10","Total, All Industries",24117
"300956","Pelham","MA",2011,355,"Pelham","10","Total, All Industries",116
"300968","Pembroke","MA",2011,127,"Pembroke","10","Total, All Industries",5387
"301072","Pepperell","MA",2011,174,"Pepperell","10","Total, All Industries",1432
"301137","Petersham","MA",2011,7,"Petersham","10","Total, All Industries",125
"301150","Phillipston","MA",2011,8,"Phillipston","10","Total, All Industries",168
"301158","Pittsfield","MA",2011,371,"Pittsfield","10","Total, All Industries",25259
"301340","Plainfield","MA",2011,356,"Plainfield","10","Total, All Industries",51
"301348","Plainville","MA",2011,26,"Plainville","10","Total, All Industries",3971
"301434","Plymouth","MA",2011,128,"Plymouth","10","Total, All Industries",23076
"301613","Plympton","MA",2011,129,"Plympton","10","Total, All Industries",360
"301636","Princeton","MA",2011,175,"Princeton","10","Total, All Industries",863
"301667","Provincetown","MA",2011,42,"Provincetown","10","Total, All Industries",2488
"301747","Quincy","MA",2011,401,"Quincy","10","Total, All Industries",45824
"301931","Randolph","MA",2011,130,"Randolph","10","Total, All Industries",8024
"302048","Raynham","MA",2011,464,"Raynham","10","Total, All Industries",9125
"302160","Reading","MA",2011,494,"Reading","10","Total, All Industries",7037
"302252","Rehoboth","MA",2011,465,"Rehoboth","10","Total, All Industries",1514
"302324","Revere","MA",2011,142,"Revere","10","Total, All Industries",8891
"302446","Richmond","MA",2011,389,"Richmond","10","Total, All Industries",226
"302461","Rochester","MA",2011,315,"Rochester","10","Total, All Industries",676
"302494","Rockland","MA",2011,132,"Rockland","10","Total, All Industries",7328
"302605","Rockport","MA",2011,422,"Rockport","10","Total, All Industries",1259
"302673","Rowe","MA",2011,198,"Rowe","10","Total, All Industries",176
"302684","Rowley","MA",2011,325,"Rowley","10","Total, All Industries",2583
"302748","Royalston","MA",2011,9,"Royalston","10","Total, All Industries",135
"302757","Russell","MA",2011,446,"Russell","10","Total, All Industries",175
"302769","Rutland","MA",2011,515,"Rutland","10","Total, All Industries",1071
"302812","Salem","MA",2011,411,"Salem","10","Total, All Industries",19417
"302964","Salisbury","MA",2011,326,"Salisbury","10","Total, All Industries",2872
"303044","Sandisfield","MA",2011,390,"Sandisfield","10","Total, All Industries",172
"303054","Sandwich","MA",2011,43,"Sandwich","10","Total, All Industries",5296
"303169","Saugus","MA",2011,254,"Saugus","10","Total, All Industries",10359
"303292","Scituate","MA",2011,408,"Scituate","10","Total, All Industries",3364
"303384","Seekonk","MA",2011,466,"Seekonk","10","Total, All Industries",7610
"303499","Sharon","MA",2011,368,"Sharon","10","Total, All Industries",3343
"303582","Sheffield","MA",2011,392,"Sheffield","10","Total, All Industries",1532
"303632","Shelburne","MA",2011,199,"Shelburne","10","Total, All Industries",717
"303675","Sherborn","MA",2011,270,"Sherborn","10","Total, All Industries",624
"303716","Shirley","MA",2011,176,"Shirley","10","Total, All Industries",2534
"303763","Shrewsbury","MA",2011,516,"Shrewsbury","10","Total, All Industries",12919
"303886","Shutesbury","MA",2011,200,"Shutesbury","10","Total, All Industries",134
"303899","Somerset","MA",2011,153,"Somerset","10","Total, All Industries",4676
"303984","Somerville","MA",2011,101,"Somerville","10","Total, All Industries",22402
"304155","South Hadley","MA",2011,223,"South Hadley","10","Total, All Industries",4398
"304241","Southampton","MA",2011,357,"Southampton","10","Total, All Industries",1042
"304280","Southborough","MA",2011,272,"Southborough","10","Total, All Industries",7387
"304368","Southbridge","MA",2011,486,"Southbridge","10","Total, All Industries",5592
"304460","Southwick","MA",2011,447,"Southwick","10","Total, All Industries",2558
"304538","Spencer","MA",2011,517,"Spencer","10","Total, All Industries",2999
"304597","Springfield","MA",2011,431,"Springfield","10","Total, All Industries",74205
"304829","Sterling","MA",2011,177,"Sterling","10","Total, All Industries",2451
"304894","Stockbridge","MA",2011,393,"Stockbridge","10","Total, All Industries",1594
"304920","Stoneham","MA",2011,495,"Stoneham","10","Total, All Industries",7031
"305031","Stoughton","MA",2011,133,"Stoughton","10","Total, All Industries",12724
"305173","Stow","MA",2011,273,"Stow","10","Total, All Industries",1947
"305233","Sturbridge","MA",2011,487,"Sturbridge","10","Total, All Industries",4754
"305316","Sudbury","MA",2011,274,"Sudbury","10","Total, All Industries",7375
"305426","Sunderland","MA",2011,202,"Sunderland","10","Total, All Industries",788
"305457","Sutton","MA",2011,488,"Sutton","10","Total, All Industries",2232
"305515","Swampscott","MA",2011,255,"Swampscott","10","Total, All Industries",3448
"305589","Swansea","MA",2011,154,"Swansea","10","Total, All Industries",4904
"305688","Taunton","MA",2011,461,"Taunton","10","Total, All Industries",23488
"305860","Templeton","MA",2011,10,"Templeton","10","Total, All Industries",1704
"305892","Tewksbury","MA",2011,247,"Tewksbury","10","Total, All Industries",14942
"306021","Tisbury","MA",2011,316,"Tisbury","10","Total, All Industries",2619
"306117","Tolland","MA",2011,448,"Tolland","10","Total, All Industries",32
"306119","Topsfield","MA",2011,423,"Topsfield","10","Total, All Industries",2430
"306196","Townsend","MA",2011,178,"Townsend","10","Total, All Industries",1906
"306251","Truro","MA",2011,44,"Truro","10","Total, All Industries",532
"306281","Tyngsborough","MA",2011,248,"Tyngsborough","10","Total, All Industries",4288
"306365","Tyringham","MA",2011,394,"Tyringham","10","Total, All Industries",21
"306367","Upton","MA",2011,293,"Upton","10","Total, All Industries",1124
"306412","Uxbridge","MA",2011,294,"Uxbridge","10","Total, All Industries",3085
"306489","Wakefield","MA",2011,74,"Wakefield","10","Total, All Industries",13755
"306641","Wales","MA",2011,449,"Wales","10","Total, All Industries",146
"306648","Walpole","MA",2011,369,"Walpole","10","Total, All Industries",10330
"306789","Waltham","MA",2011,471,"Waltham","10","Total, All Industries",54601
"307001","Ware","MA",2011,450,"Ware","10","Total, All Industries",2647
"307064","Wareham","MA",2011,317,"Wareham","10","Total, All Industries",8590
"307182","Warren","MA",2011,452,"Warren","10","Total, All Industries",610
"307201","Warwick","MA",2011,12,"Warwick","10","Total, All Industries",38
"307207","Washington","MA",2011,395,"Washington","10","Total, All Industries",74
"307213","Watertown","MA",2011,93,"Watertown","10","Total, All Industries",19193
"307361","Wayland","MA",2011,478,"Wayland","10","Total, All Industries",3319
"307445","Webster","MA",2011,481,"Webster","10","Total, All Industries",6619
"307542","Wellesley","MA",2011,94,"Wellesley","10","Total, All Industries",16106
"307677","Wellfleet","MA",2011,45,"Wellfleet","10","Total, All Industries",1096
"307719","Wendell","MA",2011,203,"Wendell","10","Total, All Industries",92
"307723","Wenham","MA",2011,424,"Wenham","10","Total, All Industries",955
"307754","West Boylston","MA",2011,519,"West Boylston","10","Total, All Industries",3731
"307831","West Bridgewater","MA",2011,134,"West Bridgewater","10","Total, All Industries",5699
"307917","West Brookfield","MA",2011,520,"West Brookfield","10","Total, All Industries",873
"307946","West Newbury","MA",2011,327,"West Newbury","10","Total, All Industries",660
"307975","West Springfield","MA",2011,454,"West Springfield","10","Total, All Industries",17077
"308130","West Stockbridge","MA",2011,396,"West Stockbridge","10","Total, All Industries",217
"308158","West Tisbury","MA",2011,318,"West Tisbury","10","Total, All Industries",757
"308200","Westborough","MA",2011,518,"Westborough","10","Total, All Industries",24905
"308345","Westfield","MA",2011,453,"Westfield","10","Total, All Industries",16903
"308492","Westford","MA",2011,249,"Westford","10","Total, All Industries",11997
"308589","Westhampton","MA",2011,358,"Westhampton","10","Total, All Industries",309
"308601","Westminster","MA",2011,179,"Westminster","10","Total, All Industries",2533
"308650","Weston","MA",2011,479,"Weston","10","Total, All Industries",4494
"308714","Westport","MA",2011,155,"Westport","10","Total, All Industries",3440
"308811","Westwood","MA",2011,370,"Westwood","10","Total, All Industries",9251
"308895","Weymouth","MA",2011,409,"Weymouth","10","Total, All Industries",18103
"309049","Whately","MA",2011,204,"Whately","10","Total, All Industries",963
"309063","Whitman","MA",2011,135,"Whitman","10","Total, All Industries",3138
"309133","Wilbraham","MA",2011,455,"Wilbraham","10","Total, All Industries",4439
