"","Org.Name","Org.Code","Address.1","Address.2","Town","Zip","query","lon","lat","loc"
"1074","Nashoba: Florence Sawyer School","07250025","100 Mechanic Street","","Bolton","01740","100 Mechanic Street, , Bolton, 01740, Massachusetts",-71.608938,42.430118,"-71.608938 42.430118"
"1075","Nashoba: Hale","07250310","55 Hartley Road","","Stow","01775","55 Hartley Road, , Stow, 01775, Massachusetts",-71.506835,42.441189,"-71.506835 42.441189"
"1076","Nashoba: Luther Burbank Middle School","07250305","1 Hollywood Drive","","Lancaster","01523","1 Hollywood Drive, , Lancaster, 01523, Massachusetts",-71.6744659,42.4677974,"-71.6744659 42.4677974"
"1077","Nashoba: Mary Rowlandson Elementary","07250010","103 Hollywood Drive","","Lancaster","01523","103 Hollywood Drive, , Lancaster, 01523, Massachusetts",-71.6758606,42.4683939,"-71.6758606 42.4683939"
"1078","Nashoba: Nashoba Regional","07250505","12 Green Road","","Bolton","01740","12 Green Road, , Bolton, 01740, Massachusetts",-71.6330689,42.4501418,"-71.6330689 42.4501418"
"1079","Nashoba Valley Regional Vocational Technical: Nashoba Valley Technical High School","08520605","100 Littleton Road","","Westford","01886","100 Littleton Road, , Westford, 01886, Massachusetts",-71.4097733,42.5708388,"-71.4097733 42.5708388"
"1080","Natick: Bennett-Hemenway","01980005","22 East Evergreen Rd","","Natick","01760","22 East Evergreen Rd, , Natick, 01760, Massachusetts",-71.3584768,42.3079807,"-71.3584768 42.3079807"
"1081","Natick: Brown","01980010","1 Jean Burke Drive","","Natick","01760","1 Jean Burke Drive, , Natick, 01760, Massachusetts",-71.384898,42.292335,"-71.384898 42.292335"
"1082","Natick: J F Kennedy Middle School","01980305","165 Mill Street","","Natick","01760","165 Mill Street, , Natick, 01760, Massachusetts",-71.3846401,42.2911051,"-71.3846401 42.2911051"
"1083","Natick: Johnson","01980031","99 South Main Street","","Natick","01760","99 South Main Street, , Natick, 01760, Massachusetts",-71.3506475,42.2784502,"-71.3506475 42.2784502"
"1084","Natick: Lilja Elementary","01980035","41 Bacon Street","","Natick","01760","41 Bacon Street, , Natick, 01760, Massachusetts",-71.3274233,42.2950783,"-71.3274233 42.2950783"
"1085","Natick: Memorial","01980043","107 Eliot Street","","Natick","01760","107 Eliot Street, , Natick, 01760, Massachusetts",-71.3233863,42.270727,"-71.3233863 42.270727"
"1086","Natick: Natick High","01980505","15 West Street","","Natick","01760","15 West Street, , Natick, 01760, Massachusetts",-71.3617272,42.2754098,"-71.3617272 42.2754098"
"1087","Natick: Wilson Middle","01980310","22 Rutledge Rd","","Natick","01760","22 Rutledge Rd, , Natick, 01760, Massachusetts",-71.3572842,42.3021745,"-71.3572842 42.3021745"
"1088","Nauset: Nauset Regional High","06600505","100 Cable Rd","P.O. Box 1887","North Eastham","02651","100 Cable Rd, P.O. Box 1887, North Eastham, 02651, Massachusetts",-69.9675885,41.8588497,"-69.9675885 41.8588497"
"1089","Nauset: Nauset Regional Middle","06600305","70 Route 28","","Orleans","02653","70 Route 28, , Orleans, 02653, Massachusetts",-69.9890825,41.7839482,"-69.9890825 41.7839482"
"1090","Needham: Broadmeadow","01990005","120 Broadmeadow Rd","","Needham","02492","120 Broadmeadow Rd, , Needham, 02492, Massachusetts",-71.2083071,42.2792508,"-71.2083071 42.2792508"
"1091","Needham: High Rock School","01990410","77 Ferndale Road","","Needham","02492","77 Ferndale Road, , Needham, 02492, Massachusetts",-71.243928,42.2745288,"-71.243928 42.2745288"
"1092","Needham: Hillside Elementary","01990035","28 Glen Gary Rd","","Needham","02494","28 Glen Gary Rd, , Needham, 02494, Massachusetts",-71.241961,42.295471,"-71.241961 42.295471"
"1093","Needham: John Eliot","01990020","135 Wellesley Avenue","","Needham","02494","135 Wellesley Avenue, , Needham, 02494, Massachusetts",-71.2401972,42.3058847,"-71.2401972 42.3058847"
"1094","Needham: Needham High","01990505","609 Webster Street","","Needham","02494","609 Webster Street, , Needham, 02494, Massachusetts",-71.2313129,42.2864887,"-71.2313129 42.2864887"
"1095","Needham: Newman Elementary","01990050","1155 Central Avenue","","Needham","02492","1155 Central Avenue, , Needham, 02492, Massachusetts",-71.2567326,42.2822241,"-71.2567326 42.2822241"
"1096","Needham: Pollard Middle","01990405","200 Harris Avenue","","Needham","02492","200 Harris Avenue, , Needham, 02492, Massachusetts",-71.2266219,42.2764304,"-71.2266219 42.2764304"
"1097","Needham: William Mitchell","01990040","187 Brookline Street","","Needham","02492","187 Brookline Street, , Needham, 02492, Massachusetts",-71.2232159,42.288694,"-71.2232159 42.288694"
"1098","Neighborhood House Charter (District): Neighborhood House Charter School","04440205","21 Queen Street","","Dorchester","02122","21 Queen Street, , Dorchester, 02122, Massachusetts",-71.0533622,42.2932171,"-71.0533622 42.2932171"
"1099","New Bedford: Abraham Lincoln","02010095","445 Ashley Blvd","","New Bedford","02745","445 Ashley Blvd, , New Bedford, 02745, Massachusetts",-70.932498,41.669658,"-70.932498 41.669658"
"1100","New Bedford: Alfred J Gomes","02010063","286 S Second Street","","New Bedford","02740","286 S Second Street, , New Bedford, 02740, Massachusetts",-70.92215,41.625888,"-70.92215 41.625888"
"1101","New Bedford: Betsey B Winslow","02010140","561 Allen Street","","New Bedford","02740","561 Allen Street, , New Bedford, 02740, Massachusetts",-70.944526,41.625463,"-70.944526 41.625463"
"1102","New Bedford: Carlos Pacheco","02010105","261 Mt Pleasant Stre","","New Bedford","02746","261 Mt Pleasant Stre, , New Bedford, 02746, Massachusetts",-70.9404789,41.6566496,"-70.9404789 41.6566496"
"1103","New Bedford: Casimir Pulaski","02010123","1097 Braley Rd","","New Bedford","02745","1097 Braley Rd, , New Bedford, 02745, Massachusetts",-70.9443235,41.7271208,"-70.9443235 41.7271208"
"1104","New Bedford: Charles S Ashley","02010010","122 Rochambeau Street","","New Bedford","02745","122 Rochambeau Street, , New Bedford, 02745, Massachusetts",-70.9334576,41.676293,"-70.9334576 41.676293"
"1105","New Bedford: Elizabeth Carter Brooks","02010015","212 Nemasket Street","","New Bedford","02740","212 Nemasket Street, , New Bedford, 02740, Massachusetts",-70.9535062,41.6430647,"-70.9535062 41.6430647"
"1106","New Bedford: Ellen R Hathaway","02010075","256 Court Street","","New Bedford","02740","256 Court Street, , New Bedford, 02740, Massachusetts",-70.940112,41.633151,"-70.940112 41.633151"
"1107","New Bedford: Elwyn G Campbell","02010020","145 Essex Street","","New Bedford","02745","145 Essex Street, , New Bedford, 02745, Massachusetts",-70.937698,41.701931,"-70.937698 41.701931"
"1108","New Bedford: Hayden/McFadden","02010078","361 Cedar Grove","","New Bedford","02746","361 Cedar Grove, , New Bedford, 02746, Massachusetts",-70.9328698,41.653916,"-70.9328698 41.653916"
"1109","New Bedford: James B Congdon","02010040","50 Hemlock Street","","New Bedford","02740","50 Hemlock Street, , New Bedford, 02740, Massachusetts",-70.9319549,41.6220545,"-70.9319549 41.6220545"
"1110","New Bedford: Jireh Swift","02010130","2203 Acushnet Avenue","","New Bedford","02745","2203 Acushnet Avenue, , New Bedford, 02745, Massachusetts",-70.922766,41.68245,"-70.922766 41.68245"
"1111","New Bedford: John Avery Parker","02010115","705 County Street","","New Bedford","02740","705 County Street, , New Bedford, 02740, Massachusetts",-70.9321001,41.6444422,"-70.9321001 41.6444422"
"1112","New Bedford: John B Devalles","02010050","120 Katherine Street","","New Bedford","02744","120 Katherine Street, , New Bedford, 02744, Massachusetts",-70.9275961,41.6188586,"-70.9275961 41.6188586"
"1113","New Bedford: John Hannigan","02010070","71 Portland Street","","New Bedford","02744","71 Portland Street, , New Bedford, 02744, Massachusetts",-70.905841,41.5994979,"-70.905841 41.5994979"
"1114","New Bedford: Keith Middle School","02010405","225 Hathaway Blvd","","New Bedford","02740","225 Hathaway Blvd, , New Bedford, 02740, Massachusetts",-70.9496585,41.6461169,"-70.9496585 41.6461169"
"1115","New Bedford: New Bedford High","02010505","230 Hathaway Blvd","","New Bedford","02740","230 Hathaway Blvd, , New Bedford, 02740, Massachusetts",-70.947108,41.6446635,"-70.947108 41.6446635"
"1116","New Bedford: Normandin Middle School","02010410","81 FELTON ST","","New Bedford","02745","81 FELTON ST, , New Bedford, 02745, Massachusetts",-70.9287362,41.6812853,"-70.9287362 41.6812853"
"1117","New Bedford: Renaissance Community School for the Arts","02010124","286 South Second Street","","New Bedford","02740","286 South Second Street, , New Bedford, 02740, Massachusetts",-70.92215,41.625888,"-70.92215 41.625888"
"1118","New Bedford: Roosevelt Middle School","02010415","119 Frederick Street","","New Bedford","02744","119 Frederick Street, , New Bedford, 02744, Massachusetts",-70.911472,41.610225,"-70.911472 41.610225"
"1119","New Bedford: Sgt Wm H Carney Academy","02010045","247 Elm Street","","New Bedford","02740","247 Elm Street, , New Bedford, 02740, Massachusetts",-70.9327707,41.6361104,"-70.9327707 41.6361104"
"1120","New Bedford: Thomas R Rodman","02010125","497 Mill Street","","New Bedford","02740","497 Mill Street, , New Bedford, 02740, Massachusetts",-70.948643,41.636328,"-70.948643 41.636328"
"1121","New Bedford: Trinity Day Academy","02010510","181 Hillman Street","","New Bedford","02740","181 Hillman Street, , New Bedford, 02740, Massachusetts",-70.9371611,41.6392365,"-70.9371611 41.6392365"
"1122","New Bedford: Whaling City Junior/Senior High School","02010515","455 County Street","","New Bedford","02740","455 County Street, , New Bedford, 02740, Massachusetts",-70.931646,41.6347542,"-70.931646 41.6347542"
"1123","New Bedford: William H Taylor","02010135","620 Brock Avenue","","New Bedford","02744","620 Brock Avenue, , New Bedford, 02744, Massachusetts",-70.911425,41.609197,"-70.911425 41.609197"
"1124","New Heights Charter School of Brockton (District): New Heights Charter School of Brockton","35130305","PO Box 4830","","Brockton","02303","PO Box 4830, , Brockton, 02303, Massachusetts",-71.02,42.08,"-71.02 42.08"
"1125","New Liberty Charter School of Salem (District): New Liberty Charter School of Salem","04670505","2 East India Square","Suite 200","Salem","01970","2 East India Square, Suite 200, Salem, 01970, Massachusetts",-70.8937341,42.5223717,"-70.8937341 42.5223717"
"1126","New Salem-Wendell: Swift River","07280015","201 Wendell Rd","","New Salem","01355","201 Wendell Rd, , New Salem, 01355, Massachusetts",-72.3571392,42.5216619,"-72.3571392 42.5216619"
"1127","Newburyport: Edward G. Molin Elementary School","02040030","70 Low Street","","Newburyport","01950","70 Low Street, , Newburyport, 01950, Massachusetts",-70.8874189,42.808971,"-70.8874189 42.808971"
"1128","Newburyport: Francis T Bresnahan Elementary","02040005","333 High Street","","Newburyport","01950","333 High Street, , Newburyport, 01950, Massachusetts",-70.8962905,42.8200769,"-70.8962905 42.8200769"
"1129","Newburyport: Newburyport High","02040505","241 High Street","","Newburyport","01950","241 High Street, , Newburyport, 01950, Massachusetts",-70.886623,42.8124589,"-70.886623 42.8124589"
"1130","Newburyport: Rupert A Nock Middle","02040305","70 Low Street","","Newburyport","01950","70 Low Street, , Newburyport, 01950, Massachusetts",-70.8874189,42.808971,"-70.8874189 42.808971"
"1131","Newton: A E Angier","02070005","1697 Beacon Street","","Waban","02468","1697 Beacon Street, , Waban, 02468, Massachusetts",-71.232528,42.3265807,"-71.232528 42.3265807"
"1132","Newton: Bigelow Middle","02070305","42 Vernon St","","Newton","02458","42 Vernon St, , Newton, 02458, Massachusetts",-71.181419,42.3535749,"-71.181419 42.3535749"
"1133","Newton: Bowen","02070015","280 Cypress Street","","Newton Centre","02459","280 Cypress Street, , Newton Centre, 02459, Massachusetts",-71.1875467,42.3214342,"-71.1875467 42.3214342"
"1134","Newton: C C Burr","02070020","171 Pine Street","","Auburndale","02466","171 Pine Street, , Auburndale, 02466, Massachusetts",-71.2420683,42.3522837,"-71.2420683 42.3522837"
"1135","Newton: Cabot","02070025","229 Cabot Street","","Newtonville","02460","229 Cabot Street, , Newtonville, 02460, Massachusetts",-71.1987762,42.3490686,"-71.1987762 42.3490686"
"1136","Newton: Charles E Brown Middle","02070310","125 Meadowbrook Rd","","Newton Centre","02459","125 Meadowbrook Rd, , Newton Centre, 02459, Massachusetts",-71.189867,42.3091817,"-71.189867 42.3091817"
"1137","Newton: Countryside","02070040","191 Dedham Street","","Newton Highlands","02461","191 Dedham Street, , Newton Highlands, 02461, Massachusetts",-71.2024417,42.3129862,"-71.2024417 42.3129862"
"1138","Newton: F A Day Middle","02070315","21 Minot PL","","Newtonville","02460","21 Minot PL, , Newtonville, 02460, Massachusetts",-71.2127238,42.3575153,"-71.2127238 42.3575153"
"1139","Newton: Franklin","02070055","125 Derby Street","","West Newton","02465","125 Derby Street, , West Newton, 02465, Massachusetts",-71.2289219,42.3580104,"-71.2289219 42.3580104"
"1140","Newton: Horace Mann","02070075","687 Watertown Street","","Newtonville","02460","687 Watertown Street, , Newtonville, 02460, Massachusetts",-71.2134825,42.3547948,"-71.2134825 42.3547948"
"1141","Newton: John Ward","02070120","10 Dolphin Rd","","Newton Centre","02459","10 Dolphin Rd, , Newton Centre, 02459, Massachusetts",-71.1792481,42.3408395,"-71.1792481 42.3408395"
"1142","Newton: Lincoln-Eliot","02070070","191 Pearl Street","","Newton","02458","191 Pearl Street, , Newton, 02458, Massachusetts",-71.1940677,42.3597728,"-71.1940677 42.3597728"
"1143","Newton: Mason-Rice","02070080","149 Pleasant Street","","Newton Centre","02459","149 Pleasant Street, , Newton Centre, 02459, Massachusetts",-71.1993509,42.3325009,"-71.1993509 42.3325009"
"1144","Newton: Memorial Spaulding","02070105","250 Brookline Street","","Newton Centre","02459","250 Brookline Street, , Newton Centre, 02459, Massachusetts",-71.1777946,42.3021295,"-71.1777946 42.3021295"
"1145","Newton: Newton Early Childhood Center","02070108","100 Walnut Street","","Newtonville","02460","100 Walnut Street, , Newtonville, 02460, Massachusetts",-71.2094234,42.3570569,"-71.2094234 42.3570569"
"1146","Newton: Newton North High","02070505","457 Walnut Street","","Newtonville","02460","457 Walnut Street, , Newtonville, 02460, Massachusetts",-71.2077738,42.3449976,"-71.2077738 42.3449976"
"1147","Newton: Newton South High","02070510","140 Brandeis Rd","","Newton Centre","02459","140 Brandeis Rd, , Newton Centre, 02459, Massachusetts",-71.1877209,42.3145829,"-71.1877209 42.3145829"
"1148","Newton: Oak Hill Middle","02070320","130 Wheeler Road","","Newton Centre","02459","130 Wheeler Road, , Newton Centre, 02459, Massachusetts",-71.1915209,42.3100435,"-71.1915209 42.3100435"
"1149","Newton: Peirce","02070100","170 Temple Street","","West Newton","02465","170 Temple Street, , West Newton, 02465, Massachusetts",-71.2315034,42.3419924,"-71.2315034 42.3419924"
"1150","Newton: Underwood","02070115","101 Vernon Street","","Newton Corner","02458","101 Vernon Street, , Newton Corner, 02458, Massachusetts",-71.1837965,42.3551651,"-71.1837965 42.3551651"
"1151","Newton: Williams","02070125","141 Grove Street","","Auburndale","02466","141 Grove Street, , Auburndale, 02466, Massachusetts",-71.2496132,42.3422479,"-71.2496132 42.3422479"
"1152","Newton: Zervas","02070130","225 Nevada Street","(Zervas at Carr)","Newtonville","02460","225 Nevada Street, (Zervas at Carr), Newtonville, 02460, Massachusetts",-71.2096455,42.3601109,"-71.2096455 42.3601109"
"1153","Norfolk: Freeman-Kennedy School","02080005","70 Boardman Street","","Norfolk","02056","70 Boardman Street, , Norfolk, 02056, Massachusetts",-71.3237106,42.1239617,"-71.3237106 42.1239617"
"1154","Norfolk: H Olive Day","02080015","232 Main Street","","Norfolk","02056","232 Main Street, , Norfolk, 02056, Massachusetts",-71.3350449,42.1203893,"-71.3350449 42.1203893"
"1155","Norfolk County Agricultural: Norfolk County Agricultural","09150705","400 Main Street","","Walpole","02081","400 Main Street, , Walpole, 02081, Massachusetts",-71.2379349,42.1640658,"-71.2379349 42.1640658"
"1156","North Adams: Brayton","02090035","20 Brayton Hill Terrace","","North Adams","01247","20 Brayton Hill Terrace, , North Adams, 01247, Massachusetts",-73.1376793,42.6977524,"-73.1376793 42.6977524"
"1157","North Adams: Colegrove Park Elementary","02090008","24 Church Street","","North Adams","01247","24 Church Street, , North Adams, 01247, Massachusetts",-73.1090935,42.6995504,"-73.1090935 42.6995504"
"1158","North Adams: Drury High","02090505","1130 South Church Street","","North Adams","01247","1130 South Church Street, , North Adams, 01247, Massachusetts",-73.0961216,42.6699974,"-73.0961216 42.6699974"
"1159","North Adams: Greylock","02090015","100 Phelps Avenue","","North Adams","01247","100 Phelps Avenue, , North Adams, 01247, Massachusetts",-73.1556898,42.6972711,"-73.1556898 42.6972711"
"1160","North Andover: Annie L Sargent School","02110018","300 Abbott Street","","North Andover","01845","300 Abbott Street, , North Andover, 01845, Massachusetts",-71.0971889,42.6712772,"-71.0971889 42.6712772"
"1161","North Andover: Atkinson","02110001","111 Phillips Brks Rd","","North Andover","01845","111 Phillips Brks Rd, , North Andover, 01845, Massachusetts",-71.1230979,42.6895953,"-71.1230979 42.6895953"
