Municipal,County,State,Region,Five.Year.Range,Median.Rent.2018.Dollar,Rent.Margin.of.Error.2018.Dollar
Bourne,Barnstable County,MA,Bourne,2010-2014,881,78
Bourne,Barnstable County,MA,Bourne,2018,1159,77
Bourne,Barnstable County,MA,Bourne,2006-2010,1089,69
Bourne,Barnstable County,MA,Bourne,2007-2011,1039,126
Bourne,Barnstable County,MA,Bourne,2009-2013,862,88
Bourne,Barnstable County,MA,Bourne,2013-2017,1094,77
Bourne,Barnstable County,MA,Bourne,2008-2012,1000,175
Boxborough,Middlesex County,MA,Boxborough,2010-2014,932,53
Boxborough,Middlesex County,MA,Boxborough,2008-2012,936,40
Boxborough,Middlesex County,MA,Boxborough,2012-2016,948,69
Boxborough,Middlesex County,MA,Boxborough,2006-2010,1076,200
Boxborough,Middlesex County,MA,Boxborough,2013-2017,963,113
Boxborough,Middlesex County,MA,Boxborough,2011-2015,964,71
Boxborough,Middlesex County,MA,Boxborough,2018,1004,72
Boxborough,Middlesex County,MA,Boxborough,2009-2013,908,41
Boxborough,Middlesex County,MA,Boxborough,2007-2011,1015,109
Boxford,Essex County,MA,Boxford,2012-2016,658,169
Boxford,Essex County,MA,Boxford,2009-2013,696,2358
Boxford,Essex County,MA,Boxford,2013-2017,691,132
Boxford,Essex County,MA,Boxford,2018,726,62
Boxford,Essex County,MA,Boxford,2011-2015,NA,NA
Boxford,Essex County,MA,Boxford,2007-2011,1994,1608
Boxford,Essex County,MA,Boxford,2006-2010,641,743
Boxford,Essex County,MA,Boxford,2010-2014,663,640
Boxford,Essex County,MA,Boxford,2008-2012,2188,-364566728
Boylston,Worcester County,MA,Boylston,2009-2013,578,391
Boylston,Worcester County,MA,Boylston,2006-2010,565,259
Boylston,Worcester County,MA,Boylston,2008-2012,991,775
Boylston,Worcester County,MA,Boylston,2013-2017,833,200
Boylston,Worcester County,MA,Boylston,2007-2011,534,124
Boylston,Worcester County,MA,Boylston,2010-2014,1003,211
Boylston,Worcester County,MA,Boylston,2012-2016,951,278
Boylston,Worcester County,MA,Boylston,2011-2015,968,236
Boylston,Worcester County,MA,Boylston,2018,789,41
Braintree,Norfolk County,MA,Braintree,2009-2013,1254,81
Braintree,Norfolk County,MA,Braintree,2013-2017,1304,103
Braintree,Norfolk County,MA,Braintree,2008-2012,1146,101
Braintree,Norfolk County,MA,Braintree,2012-2016,1289,81
Braintree,Norfolk County,MA,Braintree,2011-2015,1243,70
Braintree,Norfolk County,MA,Braintree,2018,1349,77
Braintree,Norfolk County,MA,Braintree,2010-2014,1256,81
Braintree,Norfolk County,MA,Braintree,2006-2010,1224,100
Braintree,Norfolk County,MA,Braintree,2007-2011,1177,126
Brewster,Barnstable County,MA,Brewster,2012-2016,999,68
Brewster,Barnstable County,MA,Brewster,2006-2010,1000,86
Brewster,Barnstable County,MA,Brewster,2011-2015,994,60
Brewster,Barnstable County,MA,Brewster,2007-2011,980,100
Brewster,Barnstable County,MA,Brewster,2013-2017,927,212
Brewster,Barnstable County,MA,Brewster,2018,908,490
Brewster,Barnstable County,MA,Brewster,2010-2014,962,119
Brewster,Barnstable County,MA,Brewster,2009-2013,1005,85
Brewster,Barnstable County,MA,Brewster,2008-2012,1035,106
Bridgewater,Plymouth County,MA,Bridgewater,2011-2015,1218,93
Bridgewater,Plymouth County,MA,Bridgewater,2012-2016,1314,131
Bridgewater,Plymouth County,MA,Bridgewater,2013-2017,1354,60
Bridgewater,Plymouth County,MA,Bridgewater,2007-2011,1186,45
Bridgewater,Plymouth County,MA,Bridgewater,2010-2014,1170,87
Bridgewater,Plymouth County,MA,Bridgewater,2018,1403,54
Bridgewater,Plymouth County,MA,Bridgewater,2008-2012,1172,51
Bridgewater,Plymouth County,MA,Bridgewater,2009-2013,1142,68
Bridgewater,Plymouth County,MA,Bridgewater,2006-2010,1164,71
Brimfield,Hampden County,MA,Brimfield,2009-2013,738,317
Brimfield,Hampden County,MA,Brimfield,2008-2012,888,328
Brimfield,Hampden County,MA,Brimfield,2012-2016,753,131
Brimfield,Hampden County,MA,Brimfield,2007-2011,946,253
Brimfield,Hampden County,MA,Brimfield,2006-2010,957,280
Brimfield,Hampden County,MA,Brimfield,2013-2017,748,213
Brimfield,Hampden County,MA,Brimfield,2010-2014,652,122
Brimfield,Hampden County,MA,Brimfield,2011-2015,708,166
Brimfield,Hampden County,MA,Brimfield,2018,808,85
Brockton,Plymouth County,MA,Brockton,2011-2015,951,29
Brockton,Plymouth County,MA,Brockton,2013-2017,935,38
Brockton,Plymouth County,MA,Brockton,2012-2016,929,36
Brockton,Plymouth County,MA,Brockton,2010-2014,971,22
Brockton,Plymouth County,MA,Brockton,2018,958,39
Brockton,Plymouth County,MA,Brockton,2007-2011,976,28
Brockton,Plymouth County,MA,Brockton,2006-2010,977,20
Brockton,Plymouth County,MA,Brockton,2009-2013,990,19
Brockton,Plymouth County,MA,Brockton,2008-2012,987,28
Brookfield,Worcester County,MA,Brookfield,2010-2014,738,189
Brookfield,Worcester County,MA,Brookfield,2008-2012,627,93
Brookfield,Worcester County,MA,Brookfield,2009-2013,598,86
Brookfield,Worcester County,MA,Brookfield,2006-2010,594,60
Brookfield,Worcester County,MA,Brookfield,2012-2016,838,191
Brookfield,Worcester County,MA,Brookfield,2018,836,205
Brookfield,Worcester County,MA,Brookfield,2011-2015,720,94
Brookfield,Worcester County,MA,Brookfield,2013-2017,726,205
Brookfield,Worcester County,MA,Brookfield,2007-2011,610,75
Brookline,Norfolk County,MA,Brookline,2012-2016,2009,61
Brookline,Norfolk County,MA,Brookline,2009-2013,1874,38
Brookline,Norfolk County,MA,Brookline,2006-2010,1874,40
Brookline,Norfolk County,MA,Brookline,2008-2012,1841,38
Brookline,Norfolk County,MA,Brookline,2018,2109,48
Brookline,Norfolk County,MA,Brookline,2013-2017,2097,64
Brookline,Norfolk County,MA,Brookline,2011-2015,1926,49
Brookline,Norfolk County,MA,Brookline,2010-2014,1893,45
Brookline,Norfolk County,MA,Brookline,2007-2011,1851,37
Buckland,Franklin County,MA,Buckland,2007-2011,816,27
Buckland,Franklin County,MA,Buckland,2006-2010,830,12
Buckland,Franklin County,MA,Buckland,2009-2013,833,46
Buckland,Franklin County,MA,Buckland,2008-2012,804,28
Buckland,Franklin County,MA,Buckland,2010-2014,864,69
Buckland,Franklin County,MA,Buckland,2011-2015,851,180
Buckland,Franklin County,MA,Buckland,2013-2017,738,27
Buckland,Franklin County,MA,Buckland,2012-2016,759,27
Buckland,Franklin County,MA,Buckland,2018,718,25
Burlington,Middlesex County,MA,Burlington,2012-2016,1641,118
Burlington,Middlesex County,MA,Burlington,2008-2012,1618,87
Burlington,Middlesex County,MA,Burlington,2010-2014,1654,90
Burlington,Middlesex County,MA,Burlington,2007-2011,1651,99
Burlington,Middlesex County,MA,Burlington,2009-2013,1646,93
Burlington,Middlesex County,MA,Burlington,2018,1830,86
Burlington,Middlesex County,MA,Burlington,2011-2015,1625,107
Burlington,Middlesex County,MA,Burlington,2013-2017,1786,114
Burlington,Middlesex County,MA,Burlington,2006-2010,1650,135
Cambridge,Middlesex County,MA,Cambridge,2008-2012,1642,36
Cambridge,Middlesex County,MA,Cambridge,2007-2011,1618,37
Cambridge,Middlesex County,MA,Cambridge,2010-2014,1690,31
Cambridge,Middlesex County,MA,Cambridge,2013-2017,1842,31
Cambridge,Middlesex County,MA,Cambridge,2011-2015,1721,30
Cambridge,Middlesex County,MA,Cambridge,2018,1968,48
Cambridge,Middlesex County,MA,Cambridge,2006-2010,1577,28
Cambridge,Middlesex County,MA,Cambridge,2012-2016,1757,29
Cambridge,Middlesex County,MA,Cambridge,2009-2013,1655,31
Canton,Norfolk County,MA,Canton,2018,1502,134
Canton,Norfolk County,MA,Canton,2012-2016,1467,108
Canton,Norfolk County,MA,Canton,2008-2012,1376,137
Canton,Norfolk County,MA,Canton,2010-2014,1402,195
Canton,Norfolk County,MA,Canton,2007-2011,1356,155
Canton,Norfolk County,MA,Canton,2013-2017,1519,130
Canton,Norfolk County,MA,Canton,2011-2015,1376,191
Canton,Norfolk County,MA,Canton,2006-2010,1315,99
Canton,Norfolk County,MA,Canton,2009-2013,1290,96
Carlisle,Middlesex County,MA,Carlisle,2011-2015,2234,1316
Carlisle,Middlesex County,MA,Carlisle,2006-2010,2081,215
Carlisle,Middlesex County,MA,Carlisle,2018,1059,278
Carlisle,Middlesex County,MA,Carlisle,2013-2017,1360,1246
Carlisle,Middlesex County,MA,Carlisle,2012-2016,2181,1695
Carlisle,Middlesex County,MA,Carlisle,2007-2011,1990,200
Carlisle,Middlesex County,MA,Carlisle,2010-2014,2122,-353568250
Carlisle,Middlesex County,MA,Carlisle,2008-2012,1995,590
Carlisle,Middlesex County,MA,Carlisle,2009-2013,2157,-359303791
Carver,Plymouth County,MA,Carver,2007-2011,1462,462
Carver,Plymouth County,MA,Carver,2011-2015,1322,308
Carver,Plymouth County,MA,Carver,2008-2012,1422,350
Carver,Plymouth County,MA,Carver,2013-2017,1080,588
Carver,Plymouth County,MA,Carver,2018,994,194
Carver,Plymouth County,MA,Carver,2012-2016,839,524
Carver,Plymouth County,MA,Carver,2010-2014,1207,616
Carver,Plymouth County,MA,Carver,2009-2013,1373,366
Carver,Plymouth County,MA,Carver,2006-2010,901,351
Charlemont,Franklin County,MA,Charlemont,2013-2017,726,80
Charlemont,Franklin County,MA,Charlemont,2018,754,38
Charlemont,Franklin County,MA,Charlemont,2012-2016,703,64
Charlemont,Franklin County,MA,Charlemont,2007-2011,530,104
Charlemont,Franklin County,MA,Charlemont,2009-2013,618,98
Charlemont,Franklin County,MA,Charlemont,2010-2014,632,126
Charlemont,Franklin County,MA,Charlemont,2006-2010,515,54
Charlemont,Franklin County,MA,Charlemont,2011-2015,690,94
Charlemont,Franklin County,MA,Charlemont,2008-2012,541,184
Charlton,Worcester County,MA,Charlton,2018,886,74
Charlton,Worcester County,MA,Charlton,2008-2012,824,164
Charlton,Worcester County,MA,Charlton,2011-2015,810,75
Charlton,Worcester County,MA,Charlton,2010-2014,807,69
Charlton,Worcester County,MA,Charlton,2009-2013,820,121
Charlton,Worcester County,MA,Charlton,2012-2016,804,54
Charlton,Worcester County,MA,Charlton,2006-2010,958,104
Charlton,Worcester County,MA,Charlton,2013-2017,896,71
Charlton,Worcester County,MA,Charlton,2007-2011,891,108
Chatham,Barnstable County,MA,Chatham,2007-2011,914,167
Chatham,Barnstable County,MA,Chatham,2006-2010,973,84
Chatham,Barnstable County,MA,Chatham,2011-2015,879,128
Chatham,Barnstable County,MA,Chatham,2012-2016,942,152
Chatham,Barnstable County,MA,Chatham,2009-2013,978,158
Chatham,Barnstable County,MA,Chatham,2008-2012,873,70
Chatham,Barnstable County,MA,Chatham,2013-2017,947,233
Chatham,Barnstable County,MA,Chatham,2010-2014,892,110
Chatham,Barnstable County,MA,Chatham,2018,825,241
Chelmsford,Middlesex County,MA,Chelmsford,2013-2017,1229,99
Chelmsford,Middlesex County,MA,Chelmsford,2008-2012,1127,80
Chelmsford,Middlesex County,MA,Chelmsford,2012-2016,1164,168
Chelmsford,Middlesex County,MA,Chelmsford,2009-2013,1098,63
Chelmsford,Middlesex County,MA,Chelmsford,2007-2011,1114,83
Chelmsford,Middlesex County,MA,Chelmsford,2018,1355,91
Chelmsford,Middlesex County,MA,Chelmsford,2010-2014,1102,71
Chelmsford,Middlesex County,MA,Chelmsford,2006-2010,1141,77
Chelmsford,Middlesex County,MA,Chelmsford,2011-2015,1087,95
Chelsea,Suffolk County,MA,Chelsea,2013-2017,1160,31
Chelsea,Suffolk County,MA,Chelsea,2011-2015,1128,30
Chelsea,Suffolk County,MA,Chelsea,2012-2016,1116,31
Chelsea,Suffolk County,MA,Chelsea,2010-2014,1109,29
Chelsea,Suffolk County,MA,Chelsea,2018,1241,55
Chelsea,Suffolk County,MA,Chelsea,2009-2013,1092,39
Chelsea,Suffolk County,MA,Chelsea,2006-2010,1021,43
Chelsea,Suffolk County,MA,Chelsea,2008-2012,1078,40
Chelsea,Suffolk County,MA,Chelsea,2007-2011,1054,45
Cheshire,Berkshire County,MA,Cheshire,2018,840,183
Cheshire,Berkshire County,MA,Cheshire,2011-2015,613,170
Cheshire,Berkshire County,MA,Cheshire,2010-2014,660,150
Cheshire,Berkshire County,MA,Cheshire,2012-2016,736,277
Cheshire,Berkshire County,MA,Cheshire,2008-2012,697,130
Cheshire,Berkshire County,MA,Cheshire,2013-2017,836,207
Cheshire,Berkshire County,MA,Cheshire,2009-2013,692,206
Cheshire,Berkshire County,MA,Cheshire,2007-2011,808,45
Cheshire,Berkshire County,MA,Cheshire,2006-2010,807,114
Chester,Hampden County,MA,Chester,2008-2012,602,225
Chester,Hampden County,MA,Chester,2018,750,119
Chester,Hampden County,MA,Chester,2013-2017,743,120
Chester,Hampden County,MA,Chester,2007-2011,743,47
Chester,Hampden County,MA,Chester,2009-2013,759,310
Chester,Hampden County,MA,Chester,2006-2010,752,167
Chester,Hampden County,MA,Chester,2011-2015,716,82
Chester,Hampden County,MA,Chester,2010-2014,752,170
Chester,Hampden County,MA,Chester,2012-2016,709,125
Chesterfield,Hampshire County,MA,Chesterfield,2010-2014,811,118
Chesterfield,Hampshire County,MA,Chesterfield,2013-2017,1033,188
Chesterfield,Hampshire County,MA,Chesterfield,2011-2015,819,118
Chesterfield,Hampshire County,MA,Chesterfield,2009-2013,972,282
Chesterfield,Hampshire County,MA,Chesterfield,2007-2011,934,121
Chesterfield,Hampshire County,MA,Chesterfield,2006-2010,959,35
Chesterfield,Hampshire County,MA,Chesterfield,2018,879,125
Chesterfield,Hampshire County,MA,Chesterfield,2008-2012,995,236
Chesterfield,Hampshire County,MA,Chesterfield,2012-2016,933,346
Chicopee,Hampden County,MA,Chicopee,2013-2017,789,17
Chicopee,Hampden County,MA,Chicopee,2010-2014,767,16
Chicopee,Hampden County,MA,Chicopee,2007-2011,730,21
Chicopee,Hampden County,MA,Chicopee,2012-2016,778,20
Chicopee,Hampden County,MA,Chicopee,2006-2010,721,24
Chicopee,Hampden County,MA,Chicopee,2018,794,25
Chicopee,Hampden County,MA,Chicopee,2008-2012,739,28
Chicopee,Hampden County,MA,Chicopee,2009-2013,755,23
Chicopee,Hampden County,MA,Chicopee,2011-2015,772,18
Chilmark,Dukes County,MA,Chilmark,2007-2011,1027,633
Chilmark,Dukes County,MA,Chilmark,2006-2010,1314,584
Chilmark,Dukes County,MA,Chilmark,2008-2012,1163,156
Chilmark,Dukes County,MA,Chilmark,2010-2014,1118,214
Chilmark,Dukes County,MA,Chilmark,2009-2013,1172,329
Chilmark,Dukes County,MA,Chilmark,2018,1152,160
Chilmark,Dukes County,MA,Chilmark,2013-2017,1189,103
Chilmark,Dukes County,MA,Chilmark,2012-2016,1525,533
Chilmark,Dukes County,MA,Chilmark,2011-2015,1233,87
Clarksburg,Berkshire County,MA,Clarksburg,2008-2012,608,180
Clarksburg,Berkshire County,MA,Clarksburg,2012-2016,597,253
Clarksburg,Berkshire County,MA,Clarksburg,2007-2011,566,52
Clarksburg,Berkshire County,MA,Clarksburg,2018,845,171
Clarksburg,Berkshire County,MA,Clarksburg,2011-2015,563,69
Clarksburg,Berkshire County,MA,Clarksburg,2013-2017,654,410
Clarksburg,Berkshire County,MA,Clarksburg,2009-2013,566,112
Clarksburg,Berkshire County,MA,Clarksburg,2006-2010,591,74
Clarksburg,Berkshire County,MA,Clarksburg,2010-2014,547,69
Clinton,Worcester County,MA,Clinton,2018,999,45
Clinton,Worcester County,MA,Clinton,2013-2017,971,42
Clinton,Worcester County,MA,Clinton,2009-2013,884,49
Clinton,Worcester County,MA,Clinton,2008-2012,885,46
Clinton,Worcester County,MA,Clinton,2010-2014,884,43
Clinton,Worcester County,MA,Clinton,2007-2011,877,58
Clinton,Worcester County,MA,Clinton,2012-2016,937,48
Clinton,Worcester County,MA,Clinton,2011-2015,886,52
Clinton,Worcester County,MA,Clinton,2006-2010,880,56
Cohasset,Norfolk County,MA,Cohasset,2010-2014,1241,476
Cohasset,Norfolk County,MA,Cohasset,2013-2017,1413,422
Cohasset,Norfolk County,MA,Cohasset,2012-2016,1289,446
Cohasset,Norfolk County,MA,Cohasset,2007-2011,1084,440
Cohasset,Norfolk County,MA,Cohasset,2011-2015,1183,296
Cohasset,Norfolk County,MA,Cohasset,2006-2010,732,544
Cohasset,Norfolk County,MA,Cohasset,2018,1548,397
Cohasset,Norfolk County,MA,Cohasset,2009-2013,1186,304
Cohasset,Norfolk County,MA,Cohasset,2008-2012,1119,303
Colrain,Franklin County,MA,Colrain,2007-2011,631,199
Colrain,Franklin County,MA,Colrain,2008-2012,616,418
Colrain,Franklin County,MA,Colrain,2018,774,88
Colrain,Franklin County,MA,Colrain,2012-2016,868,109
Colrain,Franklin County,MA,Colrain,2011-2015,886,63
Colrain,Franklin County,MA,Colrain,2006-2010,707,188
Colrain,Franklin County,MA,Colrain,2010-2014,825,181
Colrain,Franklin County,MA,Colrain,2013-2017,792,158
Colrain,Franklin County,MA,Colrain,2009-2013,777,400
Concord,Middlesex County,MA,Concord,2018,1948,238
Concord,Middlesex County,MA,Concord,2008-2012,1689,297
Concord,Middlesex County,MA,Concord,2007-2011,1691,507
Concord,Middlesex County,MA,Concord,2009-2013,1790,124
Concord,Middlesex County,MA,Concord,2006-2010,1600,298
Concord,Middlesex County,MA,Concord,2012-2016,1810,176
Concord,Middlesex County,MA,Concord,2011-2015,1768,153
Concord,Middlesex County,MA,Concord,2013-2017,1887,177
Concord,Middlesex County,MA,Concord,2010-2014,1631,204
Conway,Franklin County,MA,Conway,2013-2017,1081,128
Conway,Franklin County,MA,Conway,2006-2010,754,145
Conway,Franklin County,MA,Conway,2012-2016,1008,135
Conway,Franklin County,MA,Conway,2011-2015,981,137
Conway,Franklin County,MA,Conway,2018,975,136
Conway,Franklin County,MA,Conway,2009-2013,916,116
Conway,Franklin County,MA,Conway,2010-2014,963,127
Conway,Franklin County,MA,Conway,2007-2011,769,94
Conway,Franklin County,MA,Conway,2008-2012,789,144
Cummington,Hampshire County,MA,Cummington,2011-2015,681,130
Cummington,Hampshire County,MA,Cummington,2009-2013,701,163
Cummington,Hampshire County,MA,Cummington,2012-2016,654,82
Cummington,Hampshire County,MA,Cummington,2018,663,45
Cummington,Hampshire County,MA,Cummington,2008-2012,620,143
Cummington,Hampshire County,MA,Cummington,2007-2011,642,85
Cummington,Hampshire County,MA,Cummington,2013-2017,698,212
Cummington,Hampshire County,MA,Cummington,2006-2010,659,26
Cummington,Hampshire County,MA,Cummington,2010-2014,742,188
Dalton,Berkshire County,MA,Dalton,2009-2013,691,213
Dalton,Berkshire County,MA,Dalton,2018,703,82
Dalton,Berkshire County,MA,Dalton,2008-2012,622,85
Dalton,Berkshire County,MA,Dalton,2010-2014,659,168
Dalton,Berkshire County,MA,Dalton,2007-2011,757,190
Dalton,Berkshire County,MA,Dalton,2013-2017,724,112
Dalton,Berkshire County,MA,Dalton,2012-2016,664,85
Dalton,Berkshire County,MA,Dalton,2006-2010,715,143
Dalton,Berkshire County,MA,Dalton,2011-2015,618,99
Danvers,Essex County,MA,Danvers,2018,1269,67
Danvers,Essex County,MA,Danvers,2010-2014,1252,70
Danvers,Essex County,MA,Danvers,2013-2017,1216,68
Danvers,Essex County,MA,Danvers,2012-2016,1215,55
Danvers,Essex County,MA,Danvers,2009-2013,1281,112
Danvers,Essex County,MA,Danvers,2008-2012,1223,104
Danvers,Essex County,MA,Danvers,2011-2015,1236,59
Danvers,Essex County,MA,Danvers,2007-2011,1235,102
Danvers,Essex County,MA,Danvers,2006-2010,1216,105
Dartmouth,Bristol County,MA,Dartmouth,2013-2017,771,185
Dartmouth,Bristol County,MA,Dartmouth,2009-2013,896,94
Dartmouth,Bristol County,MA,Dartmouth,2011-2015,854,164
Dartmouth,Bristol County,MA,Dartmouth,2012-2016,838,210
Dartmouth,Bristol County,MA,Dartmouth,2007-2011,887,117
Dartmouth,Bristol County,MA,Dartmouth,2010-2014,864,171
Dartmouth,Bristol County,MA,Dartmouth,2018,721,139
Dartmouth,Bristol County,MA,Dartmouth,2006-2010,914,68
Dartmouth,Bristol County,MA,Dartmouth,2008-2012,892,96
Dedham,Norfolk County,MA,Dedham,2009-2013,1408,84
Dedham,Norfolk County,MA,Dedham,2012-2016,1426,91
Dedham,Norfolk County,MA,Dedham,2008-2012,1414,62
Dedham,Norfolk County,MA,Dedham,2010-2014,1410,112
Dedham,Norfolk County,MA,Dedham,2006-2010,1346,97
Dedham,Norfolk County,MA,Dedham,2011-2015,1473,113
Dedham,Norfolk County,MA,Dedham,2007-2011,1405,87
Dedham,Norfolk County,MA,Dedham,2018,1432,108
Dedham,Norfolk County,MA,Dedham,2013-2017,1407,175
Deerfield,Franklin County,MA,Deerfield,2009-2013,863,252
Deerfield,Franklin County,MA,Deerfield,2013-2017,789,84
Deerfield,Franklin County,MA,Deerfield,2012-2016,906,171
Deerfield,Franklin County,MA,Deerfield,2006-2010,864,122
Deerfield,Franklin County,MA,Deerfield,2010-2014,794,146
Deerfield,Franklin County,MA,Deerfield,2011-2015,877,178
Deerfield,Franklin County,MA,Deerfield,2007-2011,894,142
Deerfield,Franklin County,MA,Deerfield,2008-2012,750,203
Deerfield,Franklin County,MA,Deerfield,2018,732,71
Dennis,Barnstable County,MA,Dennis,2011-2015,920,43
Dennis,Barnstable County,MA,Dennis,2010-2014,938,38
Dennis,Barnstable County,MA,Dennis,2018,1023,81
Dennis,Barnstable County,MA,Dennis,2012-2016,925,68
Dennis,Barnstable County,MA,Dennis,2009-2013,957,60
Dennis,Barnstable County,MA,Dennis,2013-2017,1019,69
Dennis,Barnstable County,MA,Dennis,2006-2010,998,55
Dennis,Barnstable County,MA,Dennis,2008-2012,990,68
Dennis,Barnstable County,MA,Dennis,2007-2011,1002,46
Dighton,Bristol County,MA,Dighton,2011-2015,878,497
Dighton,Bristol County,MA,Dighton,2012-2016,677,346
Dighton,Bristol County,MA,Dighton,2018,856,62
Dighton,Bristol County,MA,Dighton,2006-2010,972,37
Dighton,Bristol County,MA,Dighton,2007-2011,951,16
