school.name,ORG.CODE,Municipal,County,State,Google_Place,Lat,Lng,Loc.Type,Address,loc
Bromfield,1250505,Harvard,Worcester,Massachusetts,The Bromfield School,42.4986294,-71.5854692,school,"14 Massachusetts Ave, Harvard, MA 01451, United States",42.4986294_-71.5854692
Harwich Elementary,1260005,Harwich,Barnstable,Massachusetts,Harwich Elementary School,41.6840567,-70.0833366,school,"263 South St, Harwich, MA 02645, United States",41.6840567_-70.0833366
Harwich Middle,1260305,Harwich,Barnstable,Massachusetts,Harwich Middle School,41.6832846,-70.0814756,school,"204 Sisson Rd, Harwich, MA 02645, United States",41.6832846_-70.0814756
Harwich High,1260505,Harwich,Barnstable,Massachusetts,Harwich High School,41.6917779,-70.0677951,school,"75 Oak St, Harwich, MA 02645, United States",41.6917779_-70.0677951
Hatfield Elementary,1270005,Hatfield,Hampshire,Massachusetts,Hatfield Elementary School,42.3700892,-72.5981446,school,"33 Main St, Hatfield, MA 01038, United States",42.3700892_-72.5981446
Smith Academy,1270505,Hatfield,Hampshire,Massachusetts,Smith Academy,42.3756055,-72.6006675,school,"34 School St, Hatfield, MA 01038, United States",42.3756055_-72.6006675
Bartlett Kindergarten Center,1280005,Haverhill,Essex,Massachusetts,Bartlett School,42.7672428,-71.1010516,school,"551 Washington St, Haverhill, MA 01832, United States",42.7672428_-71.1010516
Bradford Elementary,1280008,Haverhill,Essex,Massachusetts,Bradford Elementary School,42.7572015,-71.0695253,school,"118 Montvale St, Haverhill, MA 01835, United States",42.7572015_-71.0695253
Burnham Elementary,1280010,Haverhill,Essex,Massachusetts,Burnham Elementary School,42.7848399,-71.0757502,school,"45 Fountain St, Haverhill, MA 01830, United States",42.7848399_-71.0757502
Crowell,1280020,Haverhill,Essex,Massachusetts,Crowell School,42.7667111,-71.0538378,school,"26 Belmont Ave, Haverhill, MA 01830, United States",42.7667111_-71.0538378
Golden Hill,1280026,Haverhill,Essex,Massachusetts,Golden Hill Elementary School,42.7755252,-71.0584311,school,"140 Boardman St, Haverhill, MA 01830, United States",42.7755252_-71.0584311
Greenleaf,1280027,Haverhill,Essex,Massachusetts,Greenleaf,42.7690664,-71.0789698,school,"58 Chadwick St, Haverhill, MA 01835, United States",42.7690664_-71.0789698
Haverhill Alternative School,1280033,Haverhill,Essex,Massachusetts,Haverhill Alternative School,42.7886,-71.0866,school,"Haverhill, MA 01830, United States",42.7886000_-71.0866000
Caleb Dustin Hunking,1280035,Haverhill,Essex,Massachusetts,Hunking Middle School,42.7592573,-71.0870018,school,"98 Winchester St, Haverhill, MA 01835, United States",42.7592573_-71.0870018
Moody,1280045,Haverhill,Essex,Massachusetts,Moody School,42.7651623,-71.0963917,school,"59 Margin St, Haverhill, MA 01832, United States",42.7651623_-71.0963917
Dr Paul Nettle,1280050,Haverhill,Essex,Massachusetts,Dr Paul Nettle Middle School,42.7737414,-71.060109,school,"150 Boardman St, Haverhill, MA 01830, United States",42.7737414_-71.0601090
Pentucket Lake Elementary,1280054,Haverhill,Essex,Massachusetts,Pentucket Lake Elementary School,42.7951081,-71.0759588,school,"252 Concord St, Haverhill, MA 01830, United States",42.7951081_-71.0759588
Silver Hill,1280067,Haverhill,Essex,Massachusetts,Silver Hill Elementary School,42.7692216,-71.1011472,school,"675 Washington St, Haverhill, MA 01832, United States",42.7692216_-71.1011472
TEACH,1280073,Haverhill,Essex,Massachusetts,Teach,42.7885,-71.0866,school,"Haverhill, MA 01830, United States",42.7885000_-71.0866000
Tilton,1280075,Haverhill,Essex,Massachusetts,Tilton Elementary School,42.7751151,-71.0955306,school,"70 Grove St, Haverhill, MA 01832, United States",42.7751151_-71.0955306
Walnut Square,1280080,Haverhill,Essex,Massachusetts,Walnut Square Elementary School,42.7937011,-71.083391,school,"645 Main St, Haverhill, MA 01830, United States",42.7937011_-71.0833910
John G Whittier,1280085,Haverhill,Essex,Massachusetts,John G Whittier Middle School,42.7979568,-71.0776554,school,"256 Concord St, Haverhill, MA 01830, United States",42.7979568_-71.0776554
Consentino Middle School,1280100,Haverhill,Essex,Massachusetts,Consentino Middle School,42.7702254,-71.1030911,school,"685 Washington St, Haverhill, MA 01832, United States",42.7702254_-71.1030911
Haverhill High,1280505,Haverhill,Essex,Massachusetts,Haverhill High School,42.7871547,-71.1064643,school,"137 Monument St, Haverhill, MA 01832, United States",42.7871547_-71.1064643
East Elementary School,1310005,Hingham,Plymouth,Massachusetts,East Elementary,42.2391744,-70.8662811,school,"2 Collins Rd, Hingham, MA 02043, United States",42.2391744_-70.8662811
Wm L Foster Elementary,1310010,Hingham,Plymouth,Massachusetts,William L Foster Elementary School,42.2530506,-70.9014438,school,"Hingham, MA 02043, United States",42.2530506_-70.9014438
Plymouth River,1310019,Hingham,Plymouth,Massachusetts,Plymouth River Elementary School,42.2104095,-70.9021461,school,"200 High St, Hingham, MA 02043, United States",42.2104095_-70.9021461
South Elementary,1310020,Hingham,Plymouth,Massachusetts,South Elementary School,42.2009814,-70.88423,school,"831 Main St, Hingham, MA 02043, United States",42.2009814_-70.8842300
Hingham Middle School,1310410,Hingham,Plymouth,Massachusetts,Hingham Middle School,42.1817663,-70.8874307,school,"1103 Main St, Hingham, MA 02043, United States",42.1817663_-70.8874307
Hingham High,1310505,Hingham,Plymouth,Massachusetts,Hingham High School,42.2274347,-70.8772347,school,"17 Union St, Hingham, MA 02043, United States",42.2274347_-70.8772347
John F Kennedy,1330018,Holbrook,Norfolk,Massachusetts,John F Kennedy Elementary School,42.150177,-70.9990323,school,"339 Plymouth St, Holbrook, MA 02343, United States",42.1501770_-70.9990323
South,1330025,Holbrook,Norfolk,Massachusetts,South Elementary School,42.1319731,-71.0064408,school,"719 S Franklin St, Holbrook, MA 02343, United States",42.1319731_-71.0064408
Holbrook Jr Sr High,1330505,Holbrook,Norfolk,Massachusetts,Holbrook Junior - Senior High School,42.1480188,-71.0065183,school,"245 S Franklin St #1, Holbrook, MA 02343, United States",42.1480188_-71.0065183
Holland Elementary,1350005,Holland,Hampden,Massachusetts,Holland Elementary School,42.065373,-72.1597995,school,"28 Sturbridge Rd, Holland, MA 01521, United States",42.0653730_-72.1597995
Miller School,1360007,Holliston,Middlesex,Massachusetts,Miller Elementary School,42.2070726,-71.4223504,school,"235 Woodland St, Holliston, MA 01746, United States",42.2070726_-71.4223504
Placentino Elementary,1360010,Holliston,Middlesex,Massachusetts,Sam Placentino Elementary School,42.2070725,-71.422187,school,"235 Woodland St, Holliston, MA 01746, United States",42.2070725_-71.4221870
Robert H. Adams Middle School,1360305,Holliston,Middlesex,Massachusetts,Robert Adams Middle School,42.204449,-71.4233443,school,"323 Woodland St, Holliston, MA 01746, United States",42.2044490_-71.4233443
Holliston High,1360505,Holliston,Middlesex,Massachusetts,Holliston High School,42.2058549,-71.4443855,school,"370 Hollis St, Holliston, MA 01746, United States",42.2058549_-71.4443855
Joseph Metcalf Preschool,1370003,Holyoke,Hampden,Massachusetts,Joseph Metcalf School,42.1934417,-72.6304121,school,"2019 Northampton St, Holyoke, MA 01040, United States",42.1934417_-72.6304121
Lawrence Elem,1370010,Holyoke,Hampden,Massachusetts,H.B. Lawrence Elementary,42.2030638,-72.6134906,school,"156 Cabot St, Holyoke, MA 01040, United States",42.2030638_-72.6134906
