"","Municipal","County","State","Region","C_year","Period","Unemployment Rate","Number of Unemployed","Number of Employed","Number in Labor Force"
"4429","Ashland","Middlesex","MA","N/A","2000","Annual Average",2.2,193,8659,8852
"4442","Ashland","Middlesex","MA","N/A","2001","Annual Average",3.1,281,8864,9145
"4455","Ashland","Middlesex","MA","N/A","2002","Annual Average",4.9,454,8763,9217
"4468","Ashland","Middlesex","MA","N/A","2003","Annual Average",5,455,8659,9114
"4481","Ashland","Middlesex","MA","N/A","2004","Annual Average",4.2,382,8762,9144
"4494","Ashland","Middlesex","MA","N/A","2005","Annual Average",3.7,343,8914,9257
"4507","Ashland","Middlesex","MA","N/A","2006","Annual Average",3.6,341,9039,9380
"4520","Ashland","Middlesex","MA","N/A","2007","Annual Average",3.4,325,9218,9543
"4533","Ashland","Middlesex","MA","N/A","2008","Annual Average",4.1,396,9309,9705
"4546","Ashland","Middlesex","MA","N/A","2009","Annual Average",6.9,638,8638,9276
"4559","Ashland","Middlesex","MA","N/A","2010","Annual Average",6,587,9223,9810
"4572","Ashland","Middlesex","MA","N/A","2011","Annual Average",5,491,9315,9806
"4585","Ashland","Middlesex","MA","N/A","2012","Annual Average",4.8,471,9400,9871
"4606","Athol","Worcester","MA","N/A","1990","Annual Average",10.1,531,4734,5265
"4619","Athol","Worcester","MA","N/A","1991","Annual Average",14.6,765,4475,5240
"4632","Athol","Worcester","MA","N/A","1992","Annual Average",14,723,4441,5164
"4645","Athol","Worcester","MA","N/A","1993","Annual Average",10.5,542,4610,5152
"4658","Athol","Worcester","MA","N/A","1994","Annual Average",8.9,445,4544,4989
"4671","Athol","Worcester","MA","N/A","1995","Annual Average",7.9,372,4331,4703
"4684","Athol","Worcester","MA","N/A","1996","Annual Average",7.1,326,4271,4597
"4697","Athol","Worcester","MA","N/A","1997","Annual Average",7,328,4345,4673
"4710","Athol","Worcester","MA","N/A","1998","Annual Average",5.7,265,4387,4652
"4723","Athol","Worcester","MA","N/A","1999","Annual Average",5.4,251,4368,4619
"4736","Athol","Worcester","MA","N/A","2000","Annual Average",3.1,170,5239,5409
"4749","Athol","Worcester","MA","N/A","2001","Annual Average",4.6,248,5150,5398
"4762","Athol","Worcester","MA","N/A","2002","Annual Average",6,331,5165,5496
"4775","Athol","Worcester","MA","N/A","2003","Annual Average",7.1,391,5125,5516
"4788","Athol","Worcester","MA","N/A","2004","Annual Average",6.6,360,5061,5421
"4801","Athol","Worcester","MA","N/A","2005","Annual Average",6.1,326,5022,5348
"4814","Athol","Worcester","MA","N/A","2006","Annual Average",6.2,327,4982,5309
"4827","Athol","Worcester","MA","N/A","2007","Annual Average",6.6,349,4931,5280
"4840","Athol","Worcester","MA","N/A","2008","Annual Average",7.2,386,4973,5359
"4853","Athol","Worcester","MA","N/A","2009","Annual Average",11,605,4880,5485
"4866","Athol","Worcester","MA","N/A","2010","Annual Average",11.5,614,4720,5334
"4879","Athol","Worcester","MA","N/A","2011","Annual Average",10.1,528,4711,5239
"4892","Athol","Worcester","MA","N/A","2012","Annual Average",9.2,478,4727,5205
"4913","Attleboro","Bristol","MA","N/A","1990","Annual Average",7.7,1656,19919,21575
"4926","Attleboro","Bristol","MA","N/A","1991","Annual Average",11.5,2485,19164,21649
"4939","Attleboro","Bristol","MA","N/A","1992","Annual Average",10.9,2365,19259,21624
"4952","Attleboro","Bristol","MA","N/A","1993","Annual Average",8.3,1788,19685,21473
"4965","Attleboro","Bristol","MA","N/A","1994","Annual Average",7.5,1616,20056,21672
"4978","Attleboro","Bristol","MA","N/A","1995","Annual Average",6.9,1509,20279,21788
"4991","Attleboro","Bristol","MA","N/A","1996","Annual Average",5.8,1255,20441,21696
"5004","Attleboro","Bristol","MA","N/A","1997","Annual Average",5.2,1146,20910,22056
"5017","Attleboro","Bristol","MA","N/A","1998","Annual Average",3.9,868,21292,22160
"5030","Attleboro","Bristol","MA","N/A","1999","Annual Average",3.5,781,21560,22341
"5043","Attleboro","Bristol","MA","N/A","2000","Annual Average",3.3,773,22870,23643
"5056","Attleboro","Bristol","MA","N/A","2001","Annual Average",4.6,1099,22824,23923
"5069","Attleboro","Bristol","MA","N/A","2002","Annual Average",6,1468,23113,24581
"5082","Attleboro","Bristol","MA","N/A","2003","Annual Average",5.9,1454,23339,24793
"5095","Attleboro","Bristol","MA","N/A","2004","Annual Average",5.7,1406,23394,24800
"5108","Attleboro","Bristol","MA","N/A","2005","Annual Average",5.4,1328,23491,24819
"5121","Attleboro","Bristol","MA","N/A","2006","Annual Average",5.2,1290,23682,24972
"5134","Attleboro","Bristol","MA","N/A","2007","Annual Average",4.9,1220,23649,24869
"5147","Attleboro","Bristol","MA","N/A","2008","Annual Average",6.4,1588,23145,24733
"5160","Attleboro","Bristol","MA","N/A","2009","Annual Average",10.4,2605,22453,25058
"5173","Attleboro","Bristol","MA","N/A","2010","Annual Average",10.1,2515,22387,24902
"5186","Attleboro","Bristol","MA","N/A","2011","Annual Average",9.3,2309,22551,24860
"5199","Attleboro","Bristol","MA","N/A","2012","Annual Average",8.9,2220,22586,24806
"5220","Auburn","Worcester","MA","N/A","1990","Annual Average",6.9,591,7929,8520
"5233","Auburn","Worcester","MA","N/A","1991","Annual Average",8.7,737,7718,8455
"5246","Auburn","Worcester","MA","N/A","1992","Annual Average",7.8,655,7696,8351
"5259","Auburn","Worcester","MA","N/A","1993","Annual Average",6,497,7848,8345
"5272","Auburn","Worcester","MA","N/A","1994","Annual Average",4.7,395,8017,8412
"5285","Auburn","Worcester","MA","N/A","1995","Annual Average",4.4,359,7879,8238
"5298","Auburn","Worcester","MA","N/A","1996","Annual Average",3.6,294,7986,8280
"5311","Auburn","Worcester","MA","N/A","1997","Annual Average",3.1,262,8258,8520
"5324","Auburn","Worcester","MA","N/A","1998","Annual Average",2.6,227,8558,8785
"5337","Auburn","Worcester","MA","N/A","1999","Annual Average",2.5,220,8628,8848
"5350","Auburn","Worcester","MA","N/A","2000","Annual Average",2.5,220,8484,8704
"5363","Auburn","Worcester","MA","N/A","2001","Annual Average",3,260,8497,8757
"5376","Auburn","Worcester","MA","N/A","2002","Annual Average",4.8,429,8459,8888
"5389","Auburn","Worcester","MA","N/A","2003","Annual Average",5.4,481,8443,8924
"5402","Auburn","Worcester","MA","N/A","2004","Annual Average",4.7,413,8427,8840
"5415","Auburn","Worcester","MA","N/A","2005","Annual Average",4.3,381,8411,8792
"5428","Auburn","Worcester","MA","N/A","2006","Annual Average",4.1,363,8454,8817
"5441","Auburn","Worcester","MA","N/A","2007","Annual Average",4.3,384,8456,8840
"5454","Auburn","Worcester","MA","N/A","2008","Annual Average",4.9,428,8289,8717
"5467","Auburn","Worcester","MA","N/A","2009","Annual Average",8,698,8058,8756
"5480","Auburn","Worcester","MA","N/A","2010","Annual Average",8.2,713,7947,8660
"5493","Auburn","Worcester","MA","N/A","2011","Annual Average",7,602,8017,8619
"5506","Auburn","Worcester","MA","N/A","2012","Annual Average",6.9,593,8015,8608
"5527","Avon","Norfolk","MA","N/A","1990","Annual Average",7.4,187,2344,2531
"5540","Avon","Norfolk","MA","N/A","1991","Annual Average",12.2,311,2247,2558
"5553","Avon","Norfolk","MA","N/A","1992","Annual Average",11.2,280,2220,2500
"5566","Avon","Norfolk","MA","N/A","1993","Annual Average",8.2,202,2271,2473
"5579","Avon","Norfolk","MA","N/A","1994","Annual Average",7.6,194,2343,2537
"5592","Avon","Norfolk","MA","N/A","1995","Annual Average",6.3,163,2425,2588
"5605","Avon","Norfolk","MA","N/A","1996","Annual Average",6,154,2433,2587
"5618","Avon","Norfolk","MA","N/A","1997","Annual Average",4.8,126,2491,2617
"5631","Avon","Norfolk","MA","N/A","1998","Annual Average",3.8,98,2497,2595
"5644","Avon","Norfolk","MA","N/A","1999","Annual Average",3.4,88,2509,2597
"5657","Avon","Norfolk","MA","N/A","2000","Annual Average",2.9,68,2302,2370
"5670","Avon","Norfolk","MA","N/A","2001","Annual Average",3.5,82,2281,2363
"5683","Avon","Norfolk","MA","N/A","2002","Annual Average",5.3,126,2232,2358
"5696","Avon","Norfolk","MA","N/A","2003","Annual Average",6.3,146,2165,2311
"5709","Avon","Norfolk","MA","N/A","2004","Annual Average",5.9,134,2148,2282
"5722","Avon","Norfolk","MA","N/A","2005","Annual Average",5.6,126,2133,2259
"5735","Avon","Norfolk","MA","N/A","2006","Annual Average",5.4,124,2154,2278
"5748","Avon","Norfolk","MA","N/A","2007","Annual Average",5.2,118,2172,2290
"5761","Avon","Norfolk","MA","N/A","2008","Annual Average",6.1,139,2155,2294
"5774","Avon","Norfolk","MA","N/A","2009","Annual Average",9.8,229,2119,2348
"5787","Avon","Norfolk","MA","N/A","2010","Annual Average",9.1,212,2107,2319
"5800","Avon","Norfolk","MA","N/A","2011","Annual Average",7.8,180,2131,2311
"5813","Avon","Norfolk","MA","N/A","2012","Annual Average",7,162,2149,2311
"5834","Ayer","Middlesex","MA","N/A","1990","Annual Average",6.8,241,3325,3566
"5847","Ayer","Middlesex","MA","N/A","1991","Annual Average",9.4,338,3249,3587
"5860","Ayer","Middlesex","MA","N/A","1992","Annual Average",9.1,325,3243,3568
"5873","Ayer","Middlesex","MA","N/A","1993","Annual Average",8.3,300,3295,3595
"5886","Ayer","Middlesex","MA","N/A","1994","Annual Average",7.5,273,3367,3640
"5899","Ayer","Middlesex","MA","N/A","1995","Annual Average",6.1,227,3480,3707
"5912","Ayer","Middlesex","MA","N/A","1996","Annual Average",4.6,174,3587,3761
"5925","Ayer","Middlesex","MA","N/A","1997","Annual Average",3.5,133,3706,3839
"5938","Ayer","Middlesex","MA","N/A","1998","Annual Average",3.2,126,3761,3887
"5951","Ayer","Middlesex","MA","N/A","1999","Annual Average",3.3,133,3856,3989
"5964","Ayer","Middlesex","MA","N/A","2000","Annual Average",2.4,99,4090,4189
"5977","Ayer","Middlesex","MA","N/A","2001","Annual Average",3.8,163,4083,4246
"5990","Ayer","Middlesex","MA","N/A","2002","Annual Average",5.6,237,3993,4230
"6003","Ayer","Middlesex","MA","N/A","2003","Annual Average",6.2,260,3913,4173
"6016","Ayer","Middlesex","MA","N/A","2004","Annual Average",5.3,216,3895,4111
"6029","Ayer","Middlesex","MA","N/A","2005","Annual Average",5.1,213,3945,4158
"6042","Ayer","Middlesex","MA","N/A","2006","Annual Average",4.5,190,4018,4208
"6055","Ayer","Middlesex","MA","N/A","2007","Annual Average",4.3,188,4140,4328
"6068","Ayer","Middlesex","MA","N/A","2008","Annual Average",5.2,227,4174,4401
"6081","Ayer","Middlesex","MA","N/A","2009","Annual Average",7.9,349,4091,4440
"6094","Ayer","Middlesex","MA","N/A","2010","Annual Average",8.2,352,3926,4278
"6107","Ayer","Middlesex","MA","N/A","2011","Annual Average",7.3,312,3982,4294
"6120","Ayer","Middlesex","MA","N/A","2012","Annual Average",6.4,277,4026,4303
"6141","Barnstable","Barnstable","MA","N/A","1990","Annual Average",9,2023,20340,22363
"6154","Barnstable","Barnstable","MA","N/A","1991","Annual Average",10.9,2390,19553,21943
"6167","Barnstable","Barnstable","MA","N/A","1992","Annual Average",10.5,2268,19351,21619
"6180","Barnstable","Barnstable","MA","N/A","1993","Annual Average",9,1965,19866,21831
"6193","Barnstable","Barnstable","MA","N/A","1994","Annual Average",8,1761,20265,22026
"6206","Barnstable","Barnstable","MA","N/A","1995","Annual Average",6.2,1378,20986,22364
"6219","Barnstable","Barnstable","MA","N/A","1996","Annual Average",5.5,1255,21461,22716
"6232","Barnstable","Barnstable","MA","N/A","1997","Annual Average",5,1164,21887,23051
"6245","Barnstable","Barnstable","MA","N/A","1998","Annual Average",4,942,22396,23338
"6258","Barnstable","Barnstable","MA","N/A","1999","Annual Average",3.6,857,23212,24069
"6271","Barnstable","Barnstable","MA","N/A","2000","Annual Average",3,762,24628,25390
"6284","Barnstable","Barnstable","MA","N/A","2001","Annual Average",3.4,873,24817,25690
"6297","Barnstable","Barnstable","MA","N/A","2002","Annual Average",4.2,1115,25248,26363
"6310","Barnstable","Barnstable","MA","N/A","2003","Annual Average",4.7,1265,25677,26942
"6323","Barnstable","Barnstable","MA","N/A","2004","Annual Average",4.5,1217,25854,27071
"6336","Barnstable","Barnstable","MA","N/A","2005","Annual Average",4.5,1204,25626,26830
"6349","Barnstable","Barnstable","MA","N/A","2006","Annual Average",4.4,1190,25631,26821
"6362","Barnstable","Barnstable","MA","N/A","2007","Annual Average",4.2,1125,25430,26555
"6375","Barnstable","Barnstable","MA","N/A","2008","Annual Average",5.2,1370,25098,26468
"6388","Barnstable","Barnstable","MA","N/A","2009","Annual Average",7.8,2070,24449,26519
"6401","Barnstable","Barnstable","MA","N/A","2010","Annual Average",8.1,2126,24215,26341
"6414","Barnstable","Barnstable","MA","N/A","2011","Annual Average",7.3,1907,24174,26081
"6427","Barnstable","Barnstable","MA","N/A","2012","Annual Average",6.6,1748,24579,26327
"6448","Barre","Worcester","MA","N/A","1990","Annual Average",8.4,197,2137,2334
"6461","Barre","Worcester","MA","N/A","1991","Annual Average",11.3,267,2086,2353
"6474","Barre","Worcester","MA","N/A","1992","Annual Average",11.6,277,2121,2398
"6487","Barre","Worcester","MA","N/A","1993","Annual Average",8.8,213,2202,2415
"6500","Barre","Worcester","MA","N/A","1994","Annual Average",6.9,164,2229,2393
"6513","Barre","Worcester","MA","N/A","1995","Annual Average",5.5,129,2203,2332
"6526","Barre","Worcester","MA","N/A","1996","Annual Average",4.3,100,2251,2351
"6539","Barre","Worcester","MA","N/A","1997","Annual Average",4.8,117,2325,2442
"6552","Barre","Worcester","MA","N/A","1998","Annual Average",4.3,107,2389,2496
"6565","Barre","Worcester","MA","N/A","1999","Annual Average",3.6,90,2388,2478
"6578","Barre","Worcester","MA","N/A","2000","Annual Average",3.1,81,2566,2647
"6591","Barre","Worcester","MA","N/A","2001","Annual Average",4,109,2588,2697
"6604","Barre","Worcester","MA","N/A","2002","Annual Average",5.8,160,2585,2745
"6617","Barre","Worcester","MA","N/A","2003","Annual Average",6.3,174,2587,2761
"6630","Barre","Worcester","MA","N/A","2004","Annual Average",6.2,171,2587,2758
"6643","Barre","Worcester","MA","N/A","2005","Annual Average",5.5,152,2590,2742
"6656","Barre","Worcester","MA","N/A","2006","Annual Average",5.3,150,2694,2844
"6669","Barre","Worcester","MA","N/A","2007","Annual Average",5.4,154,2708,2862
"6682","Barre","Worcester","MA","N/A","2008","Annual Average",6.5,184,2649,2833
"6695","Barre","Worcester","MA","N/A","2009","Annual Average",9.5,271,2578,2849
"6708","Barre","Worcester","MA","N/A","2010","Annual Average",10.1,279,2487,2766
"6721","Barre","Worcester","MA","N/A","2011","Annual Average",8.7,240,2509,2749
"6734","Barre","Worcester","MA","N/A","2012","Annual Average",8.3,227,2508,2735
"6755","Becket","Berkshire","MA","N/A","1990","Annual Average",5.7,43,715,758
"6768","Becket","Berkshire","MA","N/A","1991","Annual Average",9.5,73,696,769
"6781","Becket","Berkshire","MA","N/A","1992","Annual Average",7.3,60,764,824
"6794","Becket","Berkshire","MA","N/A","1993","Annual Average",5.4,45,784,829
"6807","Becket","Berkshire","MA","N/A","1994","Annual Average",5.2,47,863,910
"6820","Becket","Berkshire","MA","N/A","1995","Annual Average",5.3,47,848,895
"6833","Becket","Berkshire","MA","N/A","1996","Annual Average",4.1,35,825,860
"6846","Becket","Berkshire","MA","N/A","1997","Annual Average",5.7,50,832,882
"6859","Becket","Berkshire","MA","N/A","1998","Annual Average",3.9,36,878,914
"6872","Becket","Berkshire","MA","N/A","1999","Annual Average",2.8,27,949,976
"6885","Becket","Berkshire","MA","N/A","2000","Annual Average",2.4,22,907,929
"6898","Becket","Berkshire","MA","N/A","2001","Annual Average",2.7,25,906,931
"6911","Becket","Berkshire","MA","N/A","2002","Annual Average",3.1,30,923,953
"6924","Becket","Berkshire","MA","N/A","2003","Annual Average",4.2,41,928,969
"6937","Becket","Berkshire","MA","N/A","2004","Annual Average",3.9,38,937,975
"6950","Becket","Berkshire","MA","N/A","2005","Annual Average",4.1,41,959,1000
"6963","Becket","Berkshire","MA","N/A","2006","Annual Average",4.4,46,988,1034
"6976","Becket","Berkshire","MA","N/A","2007","Annual Average",4.7,49,990,1039
"6989","Becket","Berkshire","MA","N/A","2008","Annual Average",5.8,61,985,1046
"7002","Becket","Berkshire","MA","N/A","2009","Annual Average",9.1,96,958,1054
"7015","Becket","Berkshire","MA","N/A","2010","Annual Average",9.3,94,912,1006
"7028","Becket","Berkshire","MA","N/A","2011","Annual Average",7.8,78,920,998
"7041","Becket","Berkshire","MA","N/A","2012","Annual Average",7.5,74,915,989
"7062","Bedford","Middlesex","MA","N/A","1990","Annual Average",4.3,302,6643,6945
"7075","Bedford","Middlesex","MA","N/A","1991","Annual Average",5.7,397,6555,6952
"7088","Bedford","Middlesex","MA","N/A","1992","Annual Average",6.3,428,6401,6829
"7101","Bedford","Middlesex","MA","N/A","1993","Annual Average",5.2,345,6290,6635
"7114","Bedford","Middlesex","MA","N/A","1994","Annual Average",4.2,284,6405,6689
"7127","Bedford","Middlesex","MA","N/A","1995","Annual Average",3.5,246,6834,7080
"7140","Bedford","Middlesex","MA","N/A","1996","Annual Average",2.9,214,7043,7257
"7153","Bedford","Middlesex","MA","N/A","1997","Annual Average",2.2,162,7270,7432
"7166","Bedford","Middlesex","MA","N/A","1998","Annual Average",2,146,7328,7474
"7179","Bedford","Middlesex","MA","N/A","1999","Annual Average",1.9,145,7412,7557
"7192","Bedford","Middlesex","MA","N/A","2000","Annual Average",2.4,158,6548,6706
"7205","Bedford","Middlesex","MA","N/A","2001","Annual Average",3.5,237,6532,6769
"7218","Bedford","Middlesex","MA","N/A","2002","Annual Average",5.2,351,6366,6717
"7231","Bedford","Middlesex","MA","N/A","2003","Annual Average",5.4,358,6274,6632
"7244","Bedford","Middlesex","MA","N/A","2004","Annual Average",4.2,274,6258,6532
"7257","Bedford","Middlesex","MA","N/A","2005","Annual Average",3.7,241,6300,6541
"7270","Bedford","Middlesex","MA","N/A","2006","Annual Average",3.9,257,6403,6660
"7283","Bedford","Middlesex","MA","N/A","2007","Annual Average",3.3,221,6571,6792
"7296","Bedford","Middlesex","MA","N/A","2008","Annual Average",4,287,6809,7096
"7309","Bedford","Middlesex","MA","N/A","2009","Annual Average",6.3,446,6663,7109
"7322","Bedford","Middlesex","MA","N/A","2010","Annual Average",6,417,6522,6939
"7335","Bedford","Middlesex","MA","N/A","2011","Annual Average",5.7,398,6616,7014
"7348","Bedford","Middlesex","MA","N/A","2012","Annual Average",5,350,6689,7039
"7369","Belchertown","Hampshire","MA","N/A","1990","Annual Average",5,298,5711,6009
"7382","Belchertown","Hampshire","MA","N/A","1991","Annual Average",7,425,5647,6072
"7395","Belchertown","Hampshire","MA","N/A","1992","Annual Average",7.5,460,5706,6166
