"Municipal","County","State","Region","C_year","Unemployment.Rate","Number.of.Unemployed","Number.of.Employed","Number.in.Labor.Force"
"Weston","Middlesex County","MA","Weston",1991,3.3,164,4856,5020
"Weston","Middlesex County","MA","Weston",1992,3,152,4861,5013
"Weston","Middlesex County","MA","Weston",1993,2.7,134,4907,5041
"Weston","Middlesex County","MA","Weston",1994,2.4,123,5035,5158
"Weston","Middlesex County","MA","Weston",1995,2.2,115,5127,5242
"Weston","Middlesex County","MA","Weston",1996,1.8,94,5240,5334
"Weston","Middlesex County","MA","Weston",1997,1.4,76,5413,5489
"Weston","Middlesex County","MA","Weston",1998,1.1,62,5540,5602
"Weston","Middlesex County","MA","Weston",1999,1.1,62,5610,5672
"Weston","Middlesex County","MA","Weston",2000,1.6,89,5320,5409
"Weston","Middlesex County","MA","Weston",2001,2.3,126,5328,5454
"Weston","Middlesex County","MA","Weston",2002,3.5,190,5256,5446
"Weston","Middlesex County","MA","Weston",2003,3.9,208,5178,5386
"Weston","Middlesex County","MA","Weston",2004,3.2,169,5170,5339
"Weston","Middlesex County","MA","Weston",2005,2.8,149,5218,5367
"Weston","Middlesex County","MA","Weston",2006,2.8,151,5166,5317
"Weston","Middlesex County","MA","Weston",2007,2.8,148,5229,5377
"Weston","Middlesex County","MA","Weston",2008,3.2,174,5240,5414
"Weston","Middlesex County","MA","Weston",2009,5.2,280,5117,5397
"Weston","Middlesex County","MA","Weston",2010,4.9,252,4914,5166
"Weston","Middlesex County","MA","Weston",2011,4.2,216,4984,5200
"Weston","Middlesex County","MA","Weston",2012,3.7,195,5038,5233
"Westport","Bristol County","MA","Westport",1990,8.2,626,7021,7647
"Westport","Bristol County","MA","Westport",1991,12.4,959,6764,7723
"Westport","Bristol County","MA","Westport",1992,12.4,978,6889,7867
"Westport","Bristol County","MA","Westport",1993,11.8,937,7036,7973
"Westport","Bristol County","MA","Westport",1994,9.3,725,7104,7829
"Westport","Bristol County","MA","Westport",1995,8.4,656,7112,7768
"Westport","Bristol County","MA","Westport",1996,8.2,636,7141,7777
"Westport","Bristol County","MA","Westport",1997,6.5,503,7293,7796
"Westport","Bristol County","MA","Westport",1998,4.7,370,7428,7798
"Westport","Bristol County","MA","Westport",1999,4.6,368,7546,7914
"Westport","Bristol County","MA","Westport",2000,4,315,7511,7826
"Westport","Bristol County","MA","Westport",2001,4.8,380,7503,7883
"Westport","Bristol County","MA","Westport",2002,6,489,7602,8091
"Westport","Bristol County","MA","Westport",2003,6.5,536,7654,8190
"Westport","Bristol County","MA","Westport",2004,6.5,535,7717,8252
"Westport","Bristol County","MA","Westport",2005,6.2,525,7946,8471
"Westport","Bristol County","MA","Westport",2006,6.3,544,8065,8609
"Westport","Bristol County","MA","Westport",2007,6.2,531,8085,8616
"Westport","Bristol County","MA","Westport",2008,7.3,635,8112,8747
"Westport","Bristol County","MA","Westport",2009,10.8,941,7795,8736
"Westport","Bristol County","MA","Westport",2010,11.5,1011,7767,8778
"Westport","Bristol County","MA","Westport",2011,11,964,7823,8787
"Westport","Bristol County","MA","Westport",2012,10.1,877,7836,8713
"Westwood","Norfolk County","MA","Westwood",1990,4.4,297,6416,6713
"Westwood","Norfolk County","MA","Westwood",1991,5.6,375,6347,6722
"Westwood","Norfolk County","MA","Westwood",1992,6,408,6383,6791
"Westwood","Norfolk County","MA","Westwood",1993,4.6,314,6501,6815
"Westwood","Norfolk County","MA","Westwood",1994,3.9,274,6674,6948
"Westwood","Norfolk County","MA","Westwood",1995,3.9,260,6491,6751
"Westwood","Norfolk County","MA","Westwood",1996,2.7,185,6646,6831
"Westwood","Norfolk County","MA","Westwood",1997,2.7,190,6847,7037
"Westwood","Norfolk County","MA","Westwood",1998,2.2,155,6978,7133
"Westwood","Norfolk County","MA","Westwood",1999,1.9,139,7085,7224
"Westwood","Norfolk County","MA","Westwood",2000,2.1,146,6754,6900
"Westwood","Norfolk County","MA","Westwood",2001,3,211,6739,6950
"Westwood","Norfolk County","MA","Westwood",2002,4.1,285,6613,6898
"Westwood","Norfolk County","MA","Westwood",2003,4.5,308,6490,6798
"Westwood","Norfolk County","MA","Westwood",2004,3.8,257,6458,6715
"Westwood","Norfolk County","MA","Westwood",2005,3.5,232,6469,6701
"Westwood","Norfolk County","MA","Westwood",2006,3.2,212,6346,6558
"Westwood","Norfolk County","MA","Westwood",2007,3.1,208,6501,6709
"Westwood","Norfolk County","MA","Westwood",2008,3.8,259,6583,6842
"Westwood","Norfolk County","MA","Westwood",2009,6.1,411,6360,6771
"Westwood","Norfolk County","MA","Westwood",2010,5.8,406,6589,6995
"Westwood","Norfolk County","MA","Westwood",2011,4.8,337,6664,7001
"Westwood","Norfolk County","MA","Westwood",2012,4.6,322,6737,7059
"Weymouth","Norfolk County","MA","Weymouth",1990,6.1,1931,29558,31489
"Weymouth","Norfolk County","MA","Weymouth",1991,8.5,2677,28736,31413
"Weymouth","Norfolk County","MA","Weymouth",1992,8.5,2675,28760,31435
"Weymouth","Norfolk County","MA","Weymouth",1993,6.9,2151,28815,30966
"Weymouth","Norfolk County","MA","Weymouth",1994,5.7,1780,29385,31165
"Weymouth","Norfolk County","MA","Weymouth",1995,5.4,1678,29657,31335
"Weymouth","Norfolk County","MA","Weymouth",1996,4.5,1433,30150,31583
"Weymouth","Norfolk County","MA","Weymouth",1997,3.9,1249,30873,32122
"Weymouth","Norfolk County","MA","Weymouth",1998,3,965,31222,32187
"Weymouth","Norfolk County","MA","Weymouth",1999,2.8,916,31354,32270
"Weymouth","Norfolk County","MA","Weymouth",2000,2.6,791,29322,30113
"Weymouth","Norfolk County","MA","Weymouth",2001,3.3,996,29202,30198
"Weymouth","Norfolk County","MA","Weymouth",2002,4.8,1477,28995,30472
"Weymouth","Norfolk County","MA","Weymouth",2003,5.8,1754,28478,30232
"Weymouth","Norfolk County","MA","Weymouth",2004,5.2,1568,28351,29919
"Weymouth","Norfolk County","MA","Weymouth",2005,4.9,1455,28425,29880
"Weymouth","Norfolk County","MA","Weymouth",2006,5,1460,27936,29396
"Weymouth","Norfolk County","MA","Weymouth",2007,4.6,1343,28131,29474
"Weymouth","Norfolk County","MA","Weymouth",2008,5.4,1604,28137,29741
"Weymouth","Norfolk County","MA","Weymouth",2009,8.3,2466,27219,29685
"Weymouth","Norfolk County","MA","Weymouth",2010,8.7,2614,27509,30123
"Weymouth","Norfolk County","MA","Weymouth",2011,7.3,2176,27818,29994
"Weymouth","Norfolk County","MA","Weymouth",2012,6.4,1918,28123,30041
"Whately","Franklin County","MA","Whately",1990,3.6,30,797,827
"Whately","Franklin County","MA","Whately",1991,4.5,38,814,852
"Whately","Franklin County","MA","Whately",1992,4.2,35,795,830
"Whately","Franklin County","MA","Whately",1993,3.4,28,795,823
"Whately","Franklin County","MA","Whately",1994,2,15,750,765
"Whately","Franklin County","MA","Whately",1995,2.2,19,844,863
"Whately","Franklin County","MA","Whately",1996,1.8,16,854,870
"Whately","Franklin County","MA","Whately",1997,1.9,17,876,893
"Whately","Franklin County","MA","Whately",1998,1.3,11,805,816
"Whately","Franklin County","MA","Whately",1999,1.6,13,825,838
"Whately","Franklin County","MA","Whately",2000,1.6,15,952,967
"Whately","Franklin County","MA","Whately",2001,2,19,955,974
"Whately","Franklin County","MA","Whately",2002,2.6,25,955,980
"Whately","Franklin County","MA","Whately",2003,2.9,28,940,968
"Whately","Franklin County","MA","Whately",2004,3.3,32,948,980
"Whately","Franklin County","MA","Whately",2005,3,29,951,980
"Whately","Franklin County","MA","Whately",2006,2.9,28,952,980
"Whately","Franklin County","MA","Whately",2007,2.6,25,942,967
"Whately","Franklin County","MA","Whately",2008,3.6,35,941,976
"Whately","Franklin County","MA","Whately",2009,4.9,46,900,946
"Whately","Franklin County","MA","Whately",2010,4.4,40,860,900
"Whately","Franklin County","MA","Whately",2011,4.3,38,853,891
"Whately","Franklin County","MA","Whately",2012,3.8,34,854,888
"Whitman","Plymouth County","MA","Whitman",1990,7,501,6668,7169
"Whitman","Plymouth County","MA","Whitman",1991,10.9,783,6411,7194
"Whitman","Plymouth County","MA","Whitman",1992,11.2,796,6325,7121
"Whitman","Plymouth County","MA","Whitman",1993,8.5,607,6531,7138
"Whitman","Plymouth County","MA","Whitman",1994,6.2,450,6866,7316
"Whitman","Plymouth County","MA","Whitman",1995,5.4,402,6986,7388
"Whitman","Plymouth County","MA","Whitman",1996,5.3,395,7078,7473
"Whitman","Plymouth County","MA","Whitman",1997,4,303,7350,7653
"Whitman","Plymouth County","MA","Whitman",1998,3.3,256,7499,7755
"Whitman","Plymouth County","MA","Whitman",1999,3,242,7708,7950
"Whitman","Plymouth County","MA","Whitman",2000,2.5,197,7829,8026
"Whitman","Plymouth County","MA","Whitman",2001,3.3,270,7898,8168
"Whitman","Plymouth County","MA","Whitman",2002,4.7,387,7816,8203
"Whitman","Plymouth County","MA","Whitman",2003,5.7,461,7640,8101
"Whitman","Plymouth County","MA","Whitman",2004,5.2,416,7618,8034
"Whitman","Plymouth County","MA","Whitman",2005,5,404,7689,8093
"Whitman","Plymouth County","MA","Whitman",2006,5.2,430,7800,8230
"Whitman","Plymouth County","MA","Whitman",2007,4.9,404,7866,8270
"Whitman","Plymouth County","MA","Whitman",2008,5.6,466,7845,8311
"Whitman","Plymouth County","MA","Whitman",2009,8.9,730,7445,8175
"Whitman","Plymouth County","MA","Whitman",2010,8.5,706,7594,8300
"Whitman","Plymouth County","MA","Whitman",2011,7.9,655,7667,8322
"Whitman","Plymouth County","MA","Whitman",2012,6.9,573,7734,8307
"Wilbraham","Hampden County","MA","Wilbraham",1990,4.4,293,6423,6716
"Wilbraham","Hampden County","MA","Wilbraham",1991,6.1,399,6126,6525
"Wilbraham","Hampden County","MA","Wilbraham",1992,5.7,371,6155,6526
"Wilbraham","Hampden County","MA","Wilbraham",1993,6,396,6163,6559
"Wilbraham","Hampden County","MA","Wilbraham",1994,5.1,331,6182,6513
"Wilbraham","Hampden County","MA","Wilbraham",1995,4.4,280,6154,6434
"Wilbraham","Hampden County","MA","Wilbraham",1996,3.5,226,6237,6463
"Wilbraham","Hampden County","MA","Wilbraham",1997,3,197,6388,6585
"Wilbraham","Hampden County","MA","Wilbraham",1998,2.8,189,6471,6660
"Wilbraham","Hampden County","MA","Wilbraham",1999,2.3,155,6525,6680
"Wilbraham","Hampden County","MA","Wilbraham",2000,2.5,171,6543,6714
"Wilbraham","Hampden County","MA","Wilbraham",2001,3,203,6621,6824
"Wilbraham","Hampden County","MA","Wilbraham",2002,3.9,265,6602,6867
"Wilbraham","Hampden County","MA","Wilbraham",2003,4.5,313,6582,6895
"Wilbraham","Hampden County","MA","Wilbraham",2004,4.4,301,6616,6917
"Wilbraham","Hampden County","MA","Wilbraham",2005,4.1,285,6673,6958
"Wilbraham","Hampden County","MA","Wilbraham",2006,4.3,305,6738,7043
"Wilbraham","Hampden County","MA","Wilbraham",2007,3.9,275,6751,7026
"Wilbraham","Hampden County","MA","Wilbraham",2008,4.6,320,6661,6981
"Wilbraham","Hampden County","MA","Wilbraham",2009,6.9,474,6442,6916
"Wilbraham","Hampden County","MA","Wilbraham",2010,6.9,480,6488,6968
"Wilbraham","Hampden County","MA","Wilbraham",2011,6.4,437,6423,6860
"Wilbraham","Hampden County","MA","Wilbraham",2012,5.8,396,6427,6823
"Williamsburg","Hampshire County","MA","Williamsburg",1990,5.9,92,1455,1547
"Williamsburg","Hampshire County","MA","Williamsburg",1991,8.1,123,1404,1527
"Williamsburg","Hampshire County","MA","Williamsburg",1992,9.2,141,1397,1538
"Williamsburg","Hampshire County","MA","Williamsburg",1993,6.6,100,1410,1510
"Williamsburg","Hampshire County","MA","Williamsburg",1994,7.9,121,1418,1539
"Williamsburg","Hampshire County","MA","Williamsburg",1995,6.2,95,1449,1544
"Williamsburg","Hampshire County","MA","Williamsburg",1996,5,78,1471,1549
"Williamsburg","Hampshire County","MA","Williamsburg",1997,4.1,64,1500,1564
"Williamsburg","Hampshire County","MA","Williamsburg",1998,3.5,57,1551,1608
"Williamsburg","Hampshire County","MA","Williamsburg",1999,3.5,56,1557,1613
"Williamsburg","Hampshire County","MA","Williamsburg",2000,2.6,39,1462,1501
"Williamsburg","Hampshire County","MA","Williamsburg",2001,3.2,48,1454,1502
"Williamsburg","Hampshire County","MA","Williamsburg",2002,4.7,71,1453,1524
"Williamsburg","Hampshire County","MA","Williamsburg",2003,4.8,73,1443,1516
"Williamsburg","Hampshire County","MA","Williamsburg",2004,4.3,65,1441,1506
"Williamsburg","Hampshire County","MA","Williamsburg",2005,4.6,69,1444,1513
"Williamsburg","Hampshire County","MA","Williamsburg",2006,3.9,59,1457,1516
"Williamsburg","Hampshire County","MA","Williamsburg",2007,3.8,57,1462,1519
"Williamsburg","Hampshire County","MA","Williamsburg",2008,4.4,69,1489,1558
"Williamsburg","Hampshire County","MA","Williamsburg",2009,7.7,118,1421,1539
"Williamsburg","Hampshire County","MA","Williamsburg",2010,8,122,1410,1532
"Williamsburg","Hampshire County","MA","Williamsburg",2011,7.1,107,1392,1499
"Williamsburg","Hampshire County","MA","Williamsburg",2012,5.9,87,1392,1479
"Williamstown","Berkshire County","MA","Williamstown",1990,5.5,213,3679,3892
"Williamstown","Berkshire County","MA","Williamstown",1991,7,265,3532,3797
"Williamstown","Berkshire County","MA","Williamstown",1992,6.4,245,3568,3813
"Williamstown","Berkshire County","MA","Williamstown",1993,5.5,212,3651,3863
"Williamstown","Berkshire County","MA","Williamstown",1994,4.5,172,3676,3848
"Williamstown","Berkshire County","MA","Williamstown",1995,3.3,123,3600,3723
"Williamstown","Berkshire County","MA","Williamstown",1996,3,111,3640,3751
"Williamstown","Berkshire County","MA","Williamstown",1997,3,115,3675,3790
"Williamstown","Berkshire County","MA","Williamstown",1998,2.1,80,3795,3875
"Williamstown","Berkshire County","MA","Williamstown",1999,2.1,84,3831,3915
"Williamstown","Berkshire County","MA","Williamstown",2000,2.6,102,3857,3959
"Williamstown","Berkshire County","MA","Williamstown",2001,3.2,126,3871,3997
"Williamstown","Berkshire County","MA","Williamstown",2002,4,162,3856,4018
"Williamstown","Berkshire County","MA","Williamstown",2003,4.1,165,3816,3981
"Williamstown","Berkshire County","MA","Williamstown",2004,4.3,170,3798,3968
"Williamstown","Berkshire County","MA","Williamstown",2005,4.1,164,3813,3977
"Williamstown","Berkshire County","MA","Williamstown",2006,4,159,3847,4006
"Williamstown","Berkshire County","MA","Williamstown",2007,3.8,153,3863,4016
"Williamstown","Berkshire County","MA","Williamstown",2008,4.2,168,3801,3969
