"","Municipal","County","State","Region","Geography","Five_Year_Average","Estimate; Median household income in the past 12 months (inflation-adjusted dollars)","Estimate; Quintile Upper Limits- Lowest Quintile (inflation-adjusted dollars)","Estimate; Quintile Upper Limits- Second Quintile (inflation-adjusted dollars)","Estimate; Quintile Upper Limits- Third Quintile (inflation-adjusted dollars)","Estimate; Quintile Upper Limits- Fourth Quintile (inflation-adjusted dollars)","Estimate; Lower Limit of Top 5 Percent (inflation-adjusted dollars)","Estimate; Quintile Means: - Lowest Quintile","Estimate; Quintile Means: - Second Quintile","Estimate; Quintile Means: - Third Quintile","Estimate; Quintile Means: - Fourth Quintile","Estimate; Quintile Means: - Highest Quintile","Estimate; Lower Limit of Top 5 Percent (inflation-adjusted dollars).1"
"1238","Leverett","Franklin County","MA","Leverett","Leverett town, Franklin County, Massachusetts",2012,76875,NA,NA,NA,NA,NA,21247,51891,77100,112951,226815,378190
"1239","Leyden","Franklin County","MA","Leyden","Leyden town, Franklin County, Massachusetts",2012,64583,NA,NA,NA,NA,NA,18558,39288,64226,94011,142194,180665
"1240","Monroe","Franklin County","MA","Monroe","Monroe town, Franklin County, Massachusetts",2012,37083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1241","Montague","Franklin County","MA","Montague","Montague town, Franklin County, Massachusetts",2012,45019,NA,NA,NA,NA,NA,11538,29064,45734,72472,134195,209298
"1242","New Salem","Franklin County","MA","New Salem","New Salem town, Franklin County, Massachusetts",2012,64583,NA,NA,NA,NA,NA,19002,46554,65812,85551,158388,293154
"1243","Northfield","Franklin County","MA","Northfield","Northfield town, Franklin County, Massachusetts",2012,62292,NA,NA,NA,NA,NA,19097,43563,64346,95392,162017,235858
"1244","Orange","Franklin County","MA","Orange","Orange town, Franklin County, Massachusetts",2012,42780,NA,NA,NA,NA,NA,11817,24275,43650,64529,108115,141890
"1245","Rowe","Franklin County","MA","Rowe","Rowe town, Franklin County, Massachusetts",2012,50833,NA,NA,NA,NA,NA,22777,34771,50667,66901,111475,154984
"1246","Shelburne","Franklin County","MA","Shelburne","Shelburne town, Franklin County, Massachusetts",2012,59567,NA,NA,NA,NA,NA,15482,37477,61291,90756,154497,220536
"1247","Shutesbury","Franklin County","MA","Shutesbury","Shutesbury town, Franklin County, Massachusetts",2012,69167,NA,NA,NA,NA,NA,24408,47906,71465,105306,208308,353945
"1248","Sunderland","Franklin County","MA","Sunderland","Sunderland town, Franklin County, Massachusetts",2012,53938,NA,NA,NA,NA,NA,16356,34120,53767,91343,193046,316988
"1249","Warwick","Franklin County","MA","Warwick","Warwick town, Franklin County, Massachusetts",2012,59250,NA,NA,NA,NA,NA,15976,41970,60613,79980,131477,180238
"1250","Wendell","Franklin County","MA","Wendell","Wendell town, Franklin County, Massachusetts",2012,53594,NA,NA,NA,NA,NA,11394,27238,52826,82902,139959,193457
"1251","Whately","Franklin County","MA","Whately","Whately town, Franklin County, Massachusetts",2012,77292,NA,NA,NA,NA,NA,24146,50454,76397,96368,152419,186821
"1252","Agawam","Hampden County","MA","Agawam","Agawam Town city, Hampden County, Massachusetts",2012,66409,NA,NA,NA,NA,NA,16249,41819,66664,95312,151685,202838
"1253","Blandford","Hampden County","MA","Blandford","Blandford town, Hampden County, Massachusetts",2012,78750,NA,NA,NA,NA,NA,27041,57042,77307,99023,158594,240817
"1254","Brimfield","Hampden County","MA","Brimfield","Brimfield town, Hampden County, Massachusetts",2012,79891,NA,NA,NA,NA,NA,20424,40580,77420,116583,164316,203923
"1255","Chester","Hampden County","MA","Chester","Chester town, Hampden County, Massachusetts",2012,63452,NA,NA,NA,NA,NA,18137,45162,63143,90795,138589,195289
"1256","Chicopee","Hampden County","MA","Chicopee","Chicopee city, Hampden County, Massachusetts",2012,46861,NA,NA,NA,NA,NA,11013,28149,47276,70826,126540,186899
"1257","East Longmeadow","Hampden County","MA","East Longmeadow","East Longmeadow town, Hampden County, Massachusetts",2012,82451,NA,NA,NA,NA,NA,20613,49194,82012,118802,217620,341055
"1258","Granville","Hampden County","MA","Granville","Granville town, Hampden County, Massachusetts",2012,65455,NA,NA,NA,NA,NA,16685,47008,66856,91784,151826,217831
"1259","Hampden","Hampden County","MA","Hampden","Hampden town, Hampden County, Massachusetts",2012,80917,NA,NA,NA,NA,NA,23279,55789,81490,117333,202252,304165
"1260","Holland","Hampden County","MA","Holland","Holland town, Hampden County, Massachusetts",2012,69097,NA,NA,NA,NA,NA,19705,42123,69417,100361,157747,228451
"1261","Holyoke","Hampden County","MA","Holyoke","Holyoke city, Hampden County, Massachusetts",2012,34961,NA,NA,NA,NA,NA,7585,16838,34857,58254,122186,193183
"1262","Longmeadow","Hampden County","MA","Longmeadow","Longmeadow town, Hampden County, Massachusetts",2012,99089,NA,NA,NA,NA,NA,20823,58922,99260,148667,371535,737280
"1263","Ludlow","Hampden County","MA","Ludlow","Ludlow town, Hampden County, Massachusetts",2012,60774,NA,NA,NA,NA,NA,17355,39101,61839,91912,163294,258016
"1264","Monson","Hampden County","MA","Monson","Monson town, Hampden County, Massachusetts",2012,65494,NA,NA,NA,NA,NA,17336,42881,67227,102743,164455,237596
"1265","Montgomery","Hampden County","MA","Montgomery","Montgomery town, Hampden County, Massachusetts",2012,80893,NA,NA,NA,NA,NA,27311,54635,81197,116214,180834,247008
"1266","Palmer","Hampden County","MA","Palmer","Palmer Town city, Hampden County, Massachusetts",2012,50050,NA,NA,NA,NA,NA,11991,29594,48195,77204,149313,243652
"1267","Russell","Hampden County","MA","Russell","Russell town, Hampden County, Massachusetts",2012,65139,NA,NA,NA,NA,NA,17296,42233,65273,94628,158168,217992
"1268","Southwick","Hampden County","MA","Southwick","Southwick town, Hampden County, Massachusetts",2012,75743,NA,NA,NA,NA,NA,19995,47174,74073,106487,188095,264641
"1269","Springfield","Hampden County","MA","Springfield","Springfield city, Hampden County, Massachusetts",2012,35163,NA,NA,NA,NA,NA,7466,18672,35258,59860,117301,182673
"1270","Tolland","Hampden County","MA","Tolland","Tolland town, Hampden County, Massachusetts",2012,77500,NA,NA,NA,NA,NA,28483,55328,79098,116778,226671,344229
"1271","Wales","Hampden County","MA","Wales","Wales town, Hampden County, Massachusetts",2012,61118,NA,NA,NA,NA,NA,18253,39201,62017,93224,172195,277191
"1272","Westfield","Hampden County","MA","Westfield","Westfield city, Hampden County, Massachusetts",2012,57018,NA,NA,NA,NA,NA,12889,31975,57284,89314,170897,267060
"1273","West Springfield","Hampden County","MA","West Springfield","West Springfield Town city, Hampden County, Massachusetts",2012,54434,NA,NA,NA,NA,NA,12065,29846,53607,80901,154414,242415
"1274","Wilbraham","Hampden County","MA","Wilbraham","Wilbraham town, Hampden County, Massachusetts",2012,90750,NA,NA,NA,NA,NA,16489,53783,91774,134754,237549,367834
"1275","Amherst","Hampshire County","MA","Amherst","Amherst town, Hampshire County, Massachusetts",2012,53733,NA,NA,NA,NA,NA,8840,26899,53734,98561,221620,392839
"1276","Belchertown","Hampshire County","MA","Belchertown","Belchertown town, Hampshire County, Massachusetts",2012,77617,NA,NA,NA,NA,NA,17562,44074,77217,110680,182808,270297
"1277","Chesterfield","Hampshire County","MA","Chesterfield","Chesterfield town, Hampshire County, Massachusetts",2012,61198,NA,NA,NA,NA,NA,20886,45309,61360,83945,147949,210721
"1278","Cummington","Hampshire County","MA","Cummington","Cummington town, Hampshire County, Massachusetts",2012,51250,NA,NA,NA,NA,NA,14058,32419,52812,79820,168732,325170
"1279","Easthampton","Hampshire County","MA","Easthampton","Easthampton Town city, Hampshire County, Massachusetts",2012,55621,NA,NA,NA,NA,NA,15822,35657,55650,82039,148184,236080
"1280","Goshen","Hampshire County","MA","Goshen","Goshen town, Hampshire County, Massachusetts",2012,69881,NA,NA,NA,NA,NA,23126,52045,69538,90051,136192,183569
"1281","Granby","Hampshire County","MA","Granby","Granby town, Hampshire County, Massachusetts",2012,72431,NA,NA,NA,NA,NA,21047,47080,73646,98038,144207,174219
"1282","Hadley","Hampshire County","MA","Hadley","Hadley town, Hampshire County, Massachusetts",2012,77891,NA,NA,NA,NA,NA,15380,48247,76910,101523,179590,301910
"1283","Hatfield","Hampshire County","MA","Hatfield","Hatfield town, Hampshire County, Massachusetts",2012,53750,NA,NA,NA,NA,NA,8783,30957,53642,84389,166740,245710
"1284","Huntington","Hampshire County","MA","Huntington","Huntington town, Hampshire County, Massachusetts",2012,62500,NA,NA,NA,NA,NA,14378,36508,61530,89980,160694,277883
"1285","Middlefield","Hampshire County","MA","Middlefield","Middlefield town, Hampshire County, Massachusetts",2012,71250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1286","Northampton","Hampshire County","MA","Northampton","Northampton city, Hampshire County, Massachusetts",2012,56999,NA,NA,NA,NA,NA,12173,34359,57685,90465,203356,373993
"1287","Pelham","Hampshire County","MA","Pelham","Pelham town, Hampshire County, Massachusetts",2012,88819,NA,NA,NA,NA,NA,24540,61286,88973,135907,328183,629580
"1288","Plainfield","Hampshire County","MA","Plainfield","Plainfield town, Hampshire County, Massachusetts",2012,57000,NA,NA,NA,NA,NA,13682,33152,57527,79960,159448,215770
"1289","Southampton","Hampshire County","MA","Southampton","Southampton town, Hampshire County, Massachusetts",2012,76264,NA,NA,NA,NA,NA,16561,46798,77245,111681,169564,227616
"1290","South Hadley","Hampshire County","MA","South Hadley","South Hadley town, Hampshire County, Massachusetts",2012,61034,NA,NA,NA,NA,NA,18133,40478,60653,89956,158488,231360
"1291","Ware","Hampshire County","MA","Ware","Ware town, Hampshire County, Massachusetts",2012,52565,NA,NA,NA,NA,NA,10244,28724,52778,82342,145256,207584
"1292","Westhampton","Hampshire County","MA","Westhampton","Westhampton town, Hampshire County, Massachusetts",2012,81094,NA,NA,NA,NA,NA,23467,51556,80064,108282,170200,217294
"1293","Williamsburg","Hampshire County","MA","Williamsburg","Williamsburg town, Hampshire County, Massachusetts",2012,58636,NA,NA,NA,NA,NA,13442,32419,58730,93344,196215,302441
"1294","Worthington","Hampshire County","MA","Worthington","Worthington town, Hampshire County, Massachusetts",2012,66343,NA,NA,NA,NA,NA,18857,38960,63125,88887,160230,236041
"1295","Acton","Middlesex County","MA","Acton","Acton town, Middlesex County, Massachusetts",2012,114458,NA,NA,NA,NA,NA,26770,66711,115095,167731,327080,548478
"1296","Arlington","Middlesex County","MA","Arlington","Arlington town, Middlesex County, Massachusetts",2012,87525,NA,NA,NA,NA,NA,18912,55151,87904,130144,253400,392042
"1297","Ashby","Middlesex County","MA","Ashby","Ashby town, Middlesex County, Massachusetts",2012,75435,NA,NA,NA,NA,NA,22259,49516,75018,106823,191825,318313
"1298","Ashland","Middlesex County","MA","Ashland","Ashland town, Middlesex County, Massachusetts",2012,95296,NA,NA,NA,NA,NA,20998,56909,96366,141694,257361,392877
"1299","Ayer","Middlesex County","MA","Ayer","Ayer town, Middlesex County, Massachusetts",2012,59144,NA,NA,NA,NA,NA,13425,37173,59234,101850,184579,276068
"1300","Bedford","Middlesex County","MA","Bedford","Bedford town, Middlesex County, Massachusetts",2012,104623,NA,NA,NA,NA,NA,27370,63932,105052,165457,296504,434330
"1301","Belmont","Middlesex County","MA","Belmont","Belmont town, Middlesex County, Massachusetts",2012,105717,NA,NA,NA,NA,NA,22846,65885,105665,157275,371718,715101
"1302","Billerica","Middlesex County","MA","Billerica","Billerica town, Middlesex County, Massachusetts",2012,89957,NA,NA,NA,NA,NA,24968,59107,90200,118751,190958,282698
"1303","Boxborough","Middlesex County","MA","Boxborough","Boxborough town, Middlesex County, Massachusetts",2012,106597,NA,NA,NA,NA,NA,26852,65130,107151,172253,343454,566026
"1304","Burlington","Middlesex County","MA","Burlington","Burlington town, Middlesex County, Massachusetts",2012,92791,NA,NA,NA,NA,NA,21987,55460,92918,131316,229870,355402
"1305","Cambridge","Middlesex County","MA","Cambridge","Cambridge city, Middlesex County, Massachusetts",2012,72225,NA,NA,NA,NA,NA,11399,39260,72346,117392,305666,603968
"1306","Carlisle","Middlesex County","MA","Carlisle","Carlisle town, Middlesex County, Massachusetts",2012,160000,NA,NA,NA,NA,NA,35495,101817,161636,230733,496809,680484
"1307","Chelmsford","Middlesex County","MA","Chelmsford","Chelmsford town, Middlesex County, Massachusetts",2012,92549,NA,NA,NA,NA,NA,19915,53379,92531,133104,238533,384912
"1308","Concord","Middlesex County","MA","Concord","Concord town, Middlesex County, Massachusetts",2012,131507,NA,NA,NA,NA,NA,25924,77619,130746,195302,530033,1054967
"1309","Dracut","Middlesex County","MA","Dracut","Dracut town, Middlesex County, Massachusetts",2012,73331,NA,NA,NA,NA,NA,19742,48845,75346,105032,171197,234157
"1310","Dunstable","Middlesex County","MA","Dunstable","Dunstable town, Middlesex County, Massachusetts",2012,109211,NA,NA,NA,NA,NA,32027,70950,107558,157095,245001,350408
"1311","Everett","Middlesex County","MA","Everett","Everett city, Middlesex County, Massachusetts",2012,49702,NA,NA,NA,NA,NA,13026,30516,49820,77850,149635,230018
"1312","Framingham","Middlesex County","MA","Framingham","Framingham town, Middlesex County, Massachusetts",2012,68906,NA,NA,NA,NA,NA,14220,39307,69541,109287,199726,303184
"1313","Groton","Middlesex County","MA","Groton","Groton town, Middlesex County, Massachusetts",2012,117037,NA,NA,NA,NA,NA,27333,73936,117808,166750,293336,422456
"1314","Holliston","Middlesex County","MA","Holliston","Holliston town, Middlesex County, Massachusetts",2012,107192,NA,NA,NA,NA,NA,23800,63621,106227,154715,282276,442240
"1315","Hopkinton","Middlesex County","MA","Hopkinton","Hopkinton town, Middlesex County, Massachusetts",2012,127821,NA,NA,NA,NA,NA,33394,87873,129364,187292,387589,662166
"1316","Hudson","Middlesex County","MA","Hudson","Hudson town, Middlesex County, Massachusetts",2012,70192,NA,NA,NA,NA,NA,16401,41973,71768,107013,191641,286151
"1317","Lexington","Middlesex County","MA","Lexington","Lexington town, Middlesex County, Massachusetts",2012,138095,NA,NA,NA,NA,NA,26827,85630,139839,210708,493747,857480
"1318","Lincoln","Middlesex County","MA","Lincoln","Lincoln town, Middlesex County, Massachusetts",2012,119205,NA,NA,NA,NA,NA,32602,73822,117277,181538,377503,626216
"1319","Littleton","Middlesex County","MA","Littleton","Littleton town, Middlesex County, Massachusetts",2012,107518,NA,NA,NA,NA,NA,18880,60902,103976,146261,263538,400884
"1320","Lowell","Middlesex County","MA","Lowell","Lowell city, Middlesex County, Massachusetts",2012,51714,NA,NA,NA,NA,NA,10525,29230,51679,78028,144269,215287
"1321","Malden","Middlesex County","MA","Malden","Malden city, Middlesex County, Massachusetts",2012,54229,NA,NA,NA,NA,NA,11247,31365,54968,86042,154807,229991
"1322","Marlborough","Middlesex County","MA","Marlborough","Marlborough city, Middlesex County, Massachusetts",2012,70849,NA,NA,NA,NA,NA,16722,41354,70705,111201,198614,301330
"1323","Maynard","Middlesex County","MA","Maynard","Maynard town, Middlesex County, Massachusetts",2012,79441,NA,NA,NA,NA,NA,16013,45718,81668,116859,194731,279188
"1324","Medford","Middlesex County","MA","Medford","Medford city, Middlesex County, Massachusetts",2012,72773,NA,NA,NA,NA,NA,15768,43374,72087,106663,183763,265999
"1325","Melrose","Middlesex County","MA","Melrose","Melrose city, Middlesex County, Massachusetts",2012,86264,NA,NA,NA,NA,NA,18295,54683,85719,125267,208141,297283
"1326","Natick","Middlesex County","MA","Natick","Natick town, Middlesex County, Massachusetts",2012,95059,NA,NA,NA,NA,NA,20793,56388,94215,136354,297014,537325
"1327","Newton","Middlesex County","MA","Newton","Newton city, Middlesex County, Massachusetts",2012,113416,NA,NA,NA,NA,NA,20742,65050,114786,184586,454242,819831
"1328","North Reading","Middlesex County","MA","North Reading","North Reading town, Middlesex County, Massachusetts",2012,105198,NA,NA,NA,NA,NA,23913,70652,104821,143152,254894,381815
"1329","Pepperell","Middlesex County","MA","Pepperell","Pepperell town, Middlesex County, Massachusetts",2012,85150,NA,NA,NA,NA,NA,22712,58071,87131,126213,213223,301214
"1330","Reading","Middlesex County","MA","Reading","Reading town, Middlesex County, Massachusetts",2012,102614,NA,NA,NA,NA,NA,27012,68676,101458,143071,278888,480229
"1331","Sherborn","Middlesex County","MA","Sherborn","Sherborn town, Middlesex County, Massachusetts",2012,151944,NA,NA,NA,NA,NA,39107,98672,158768,255444,531438,856926
"1332","Shirley","Middlesex County","MA","Shirley","Shirley town, Middlesex County, Massachusetts",2012,69750,NA,NA,NA,NA,NA,15860,42734,70098,102978,176193,239471
"1333","Somerville","Middlesex County","MA","Somerville","Somerville city, Middlesex County, Massachusetts",2012,64603,NA,NA,NA,NA,NA,13089,39300,65211,98270,176778,261353
"1334","Stoneham","Middlesex County","MA","Stoneham","Stoneham town, Middlesex County, Massachusetts",2012,72938,NA,NA,NA,NA,NA,18089,43418,72978,114929,207359,295982
"1335","Stow","Middlesex County","MA","Stow","Stow town, Middlesex County, Massachusetts",2012,112375,NA,NA,NA,NA,NA,30216,72861,115575,168935,295798,460641
"1336","Sudbury","Middlesex County","MA","Sudbury","Sudbury town, Middlesex County, Massachusetts",2012,164337,NA,NA,NA,NA,NA,47723,109139,167428,237585,479672,872822
"1337","Tewksbury","Middlesex County","MA","Tewksbury","Tewksbury town, Middlesex County, Massachusetts",2012,87488,NA,NA,NA,NA,NA,21892,55931,88937,122587,209412,324959
"1338","Townsend","Middlesex County","MA","Townsend","Townsend town, Middlesex County, Massachusetts",2012,79972,NA,NA,NA,NA,NA,23384,58729,80825,110876,184657,261138
"1339","Tyngsborough","Middlesex County","MA","Tyngsborough","Tyngsborough town, Middlesex County, Massachusetts",2012,104888,NA,NA,NA,NA,NA,22317,59250,102300,144190,255825,388535
"1340","Wakefield","Middlesex County","MA","Wakefield","Wakefield town, Middlesex County, Massachusetts",2012,85810,NA,NA,NA,NA,NA,20445,55219,86705,127536,210368,302566
"1341","Waltham","Middlesex County","MA","Waltham","Waltham city, Middlesex County, Massachusetts",2012,72332,NA,NA,NA,NA,NA,14051,42532,72782,106735,203476,314968
"1342","Watertown","Middlesex County","MA","Watertown","Watertown Town city, Middlesex County, Massachusetts",2012,83053,NA,NA,NA,NA,NA,17208,51850,83145,119548,213030,333892
"1343","Wayland","Middlesex County","MA","Wayland","Wayland town, Middlesex County, Massachusetts",2012,124702,NA,NA,NA,NA,NA,26609,73728,125438,196108,439574,742493
