"Municipal","County","Five.Year.Range","Median.Rent.2017.Dollar","Rent.Margin.of.Error.2017.Dollar"
"Seekonk"," Bristol ","2009-2013",1131,435
"Seekonk"," Bristol ","2010-2014",1003,336
"Seekonk"," Bristol ","2011-2015",960,301
"Seekonk"," Bristol ","2012-2016",1046,225
"Seekonk"," Bristol ","2013-2017",1027,265
"Somerset"," Bristol ","2005-2009",907,48
"Somerset"," Bristol ","2006-2010",914,51
"Somerset"," Bristol ","2007-2011",908,39
"Somerset"," Bristol ","2008-2012",934,36
"Somerset"," Bristol ","2009-2013",975,25
"Somerset"," Bristol ","2010-2014",953,28
"Somerset"," Bristol ","2011-2015",938,34
"Somerset"," Bristol ","2012-2016",928,34
"Somerset"," Bristol ","2013-2017",976,37
"Swansea"," Bristol ","2005-2009",860,128
"Swansea"," Bristol ","2006-2010",920,173
"Swansea"," Bristol ","2007-2011",936,156
"Swansea"," Bristol ","2008-2012",838,163
"Swansea"," Bristol ","2009-2013",827,24
"Swansea"," Bristol ","2010-2014",840,97
"Swansea"," Bristol ","2011-2015",877,134
"Swansea"," Bristol ","2012-2016",865,98
"Swansea"," Bristol ","2013-2017",835,92
"Taunton"," Bristol ","2005-2009",968,33
"Taunton"," Bristol ","2006-2010",945,23
"Taunton"," Bristol ","2007-2011",926,35
"Taunton"," Bristol ","2008-2012",883,34
"Taunton"," Bristol ","2009-2013",896,55
"Taunton"," Bristol ","2010-2014",905,27
"Taunton"," Bristol ","2011-2015",890,22
"Taunton"," Bristol ","2012-2016",874,28
"Taunton"," Bristol ","2013-2017",889,28
"Westport"," Bristol ","2005-2009",880,142
"Westport"," Bristol ","2006-2010",902,117
"Westport"," Bristol ","2007-2011",917,71
"Westport"," Bristol ","2008-2012",910,60
"Westport"," Bristol ","2009-2013",927,57
"Westport"," Bristol ","2010-2014",923,66
"Westport"," Bristol ","2011-2015",894,77
"Westport"," Bristol ","2012-2016",903,62
"Westport"," Bristol ","2013-2017",935,79
"Aquinnah"," Dukes ","2005-2009",832,570
"Aquinnah"," Dukes ","2006-2010",1069,122
"Aquinnah"," Dukes ","2007-2011",1020,248
"Aquinnah"," Dukes ","2008-2012",1018,123
"Aquinnah"," Dukes ","2009-2013",1085,762
"Aquinnah"," Dukes ","2010-2014",759,1002
"Aquinnah"," Dukes ","2011-2015",1017,280
"Aquinnah"," Dukes ","2012-2016",926,380
"Aquinnah"," Dukes ","2013-2017",952,332
"Chilmark"," Dukes ","2005-2009",1230,807
"Chilmark"," Dukes ","2006-2010",1387,616
"Chilmark"," Dukes ","2007-2011",1088,670
"Chilmark"," Dukes ","2008-2012",1210,163
"Chilmark"," Dukes ","2009-2013",1242,348
"Chilmark"," Dukes ","2010-2014",1185,227
"Chilmark"," Dukes ","2011-2015",1268,89
"Chilmark"," Dukes ","2012-2016",1557,543
"Chilmark"," Dukes ","2013-2017",1222,106
"Edgartown"," Dukes ","2005-2009",1112,223
"Edgartown"," Dukes ","2006-2010",1288,306
"Edgartown"," Dukes ","2007-2011",1284,248
"Edgartown"," Dukes ","2008-2012",1258,123
"Edgartown"," Dukes ","2009-2013",1295,78
"Edgartown"," Dukes ","2010-2014",1397,153
"Edgartown"," Dukes ","2011-2015",1425,130
"Edgartown"," Dukes ","2012-2016",1379,171
"Edgartown"," Dukes ","2013-2017",1385,162
"Gosnold"," Dukes ","2005-2009",NA,NA
"Gosnold"," Dukes ","2006-2010",912,51
"Gosnold"," Dukes ","2007-2011",887,50
"Gosnold"," Dukes ","2008-2012",854,48
"Gosnold"," Dukes ","2009-2013",NA,NA
"Gosnold"," Dukes ","2010-2014",NA,NA
"Gosnold"," Dukes ","2011-2015",NA,NA
"Gosnold"," Dukes ","2012-2016",NA,NA
"Gosnold"," Dukes ","2013-2017",NA,NA
"Oak Bluffs"," Dukes ","2005-2009",1236,566
"Oak Bluffs"," Dukes ","2006-2010",937,310
"Oak Bluffs"," Dukes ","2007-2011",856,491
"Oak Bluffs"," Dukes ","2008-2012",1096,635
"Oak Bluffs"," Dukes ","2009-2013",1191,393
"Oak Bluffs"," Dukes ","2010-2014",1453,260
"Oak Bluffs"," Dukes ","2011-2015",1496,344
"Oak Bluffs"," Dukes ","2012-2016",1211,195
"Oak Bluffs"," Dukes ","2013-2017",1353,450
"Tisbury"," Dukes ","2005-2009",1634,866
"Tisbury"," Dukes ","2006-2010",1297,524
"Tisbury"," Dukes ","2007-2011",1348,506
"Tisbury"," Dukes ","2008-2012",1244,285
"Tisbury"," Dukes ","2009-2013",1180,210
"Tisbury"," Dukes ","2010-2014",1272,200
"Tisbury"," Dukes ","2011-2015",1183,147
"Tisbury"," Dukes ","2012-2016",1191,244
"Tisbury"," Dukes ","2013-2017",1212,204
"West Tisbury"," Dukes ","2005-2009",1344,2132
"West Tisbury"," Dukes ","2006-2010",1198,2551
"West Tisbury"," Dukes ","2007-2011",NA,NA
"West Tisbury"," Dukes ","2008-2012",1078,7
"West Tisbury"," Dukes ","2009-2013",1104,849
"West Tisbury"," Dukes ","2010-2014",1083,660
"West Tisbury"," Dukes ","2011-2015",1022,575
"West Tisbury"," Dukes ","2012-2016",1044,140
"West Tisbury"," Dukes ","2013-2017",NA,NA
"Amesbury"," Essex ","2005-2009",987,45
"Amesbury"," Essex ","2006-2010",1003,53
"Amesbury"," Essex ","2007-2011",1051,54
"Amesbury"," Essex ","2008-2012",981,34
"Amesbury"," Essex ","2009-2013",1021,47
"Amesbury"," Essex ","2010-2014",1009,33
"Amesbury"," Essex ","2011-2015",983,36
"Amesbury"," Essex ","2012-2016",1006,22
"Amesbury"," Essex ","2013-2017",1045,53
"Andover"," Essex ","2005-2009",1120,113
"Andover"," Essex ","2006-2010",1139,107
"Andover"," Essex ","2007-2011",1202,131
"Andover"," Essex ","2008-2012",1170,92
"Andover"," Essex ","2009-2013",1255,75
"Andover"," Essex ","2010-2014",1258,79
"Andover"," Essex ","2011-2015",1247,101
"Andover"," Essex ","2012-2016",1319,105
"Andover"," Essex ","2013-2017",1372,108
"Beverly"," Essex ","2005-2009",1145,54
"Beverly"," Essex ","2006-2010",1113,50
"Beverly"," Essex ","2007-2011",1109,46
"Beverly"," Essex ","2008-2012",1087,43
"Beverly"," Essex ","2009-2013",1107,45
"Beverly"," Essex ","2010-2014",1104,60
"Beverly"," Essex ","2011-2015",1101,66
"Beverly"," Essex ","2012-2016",1102,36
"Beverly"," Essex ","2013-2017",1113,39
"Boxford"," Essex ","2005-2009",679,2136
"Boxford"," Essex ","2006-2010",677,784
"Boxford"," Essex ","2007-2011",2111,1702
"Boxford"," Essex ","2008-2012",NA,NA
"Boxford"," Essex ","2009-2013",738,2500
"Boxford"," Essex ","2010-2014",703,678
"Boxford"," Essex ","2012-2016",672,173
"Boxford"," Essex ","2013-2017",710,136
"Danvers"," Essex ","2005-2009",1261,123
"Danvers"," Essex ","2006-2010",1284,111
"Danvers"," Essex ","2007-2011",1308,108
"Danvers"," Essex ","2008-2012",1273,108
"Danvers"," Essex ","2009-2013",1357,119
"Danvers"," Essex ","2010-2014",1326,74
"Danvers"," Essex ","2011-2015",1272,61
"Danvers"," Essex ","2012-2016",1240,57
"Danvers"," Essex ","2013-2017",1249,69
"Essex"," Essex ","2005-2009",1251,148
"Essex"," Essex ","2006-2010",1309,89
"Essex"," Essex ","2007-2011",1287,74
"Essex"," Essex ","2008-2012",1249,81
"Essex"," Essex ","2009-2013",1256,113
"Essex"," Essex ","2010-2014",1280,117
"Essex"," Essex ","2011-2015",1182,89
"Essex"," Essex ","2012-2016",1096,129
"Essex"," Essex ","2013-2017",1064,127
"Georgetown"," Essex ","2005-2009",1035,102
"Georgetown"," Essex ","2006-2010",1100,117
"Georgetown"," Essex ","2007-2011",1005,208
"Georgetown"," Essex ","2008-2012",1187,216
"Georgetown"," Essex ","2009-2013",1276,171
"Georgetown"," Essex ","2010-2014",1265,101
"Georgetown"," Essex ","2011-2015",1214,94
"Georgetown"," Essex ","2012-2016",1225,112
"Georgetown"," Essex ","2013-2017",1279,400
"Gloucester"," Essex ","2005-2009",1039,65
"Gloucester"," Essex ","2006-2010",1029,44
"Gloucester"," Essex ","2007-2011",1004,60
"Gloucester"," Essex ","2008-2012",963,31
"Gloucester"," Essex ","2009-2013",978,39
"Gloucester"," Essex ","2010-2014",966,33
"Gloucester"," Essex ","2011-2015",939,27
"Gloucester"," Essex ","2012-2016",948,35
"Gloucester"," Essex ","2013-2017",968,62
"Groveland"," Essex ","2005-2009",1442,275
"Groveland"," Essex ","2006-2010",1448,255
"Groveland"," Essex ","2007-2011",1159,245
"Groveland"," Essex ","2008-2012",1066,212
"Groveland"," Essex ","2009-2013",986,312
"Groveland"," Essex ","2010-2014",1174,296
"Groveland"," Essex ","2011-2015",1104,350
"Groveland"," Essex ","2012-2016",1231,91
"Groveland"," Essex ","2013-2017",1213,74
"Hamilton"," Essex ","2005-2009",1184,144
"Hamilton"," Essex ","2006-2010",1227,152
"Hamilton"," Essex ","2007-2011",1101,212
"Hamilton"," Essex ","2008-2012",1161,240
"Hamilton"," Essex ","2009-2013",1173,241
"Hamilton"," Essex ","2010-2014",1148,174
"Hamilton"," Essex ","2011-2015",1126,158
"Hamilton"," Essex ","2012-2016",1125,127
"Hamilton"," Essex ","2013-2017",1111,88
"Haverhill"," Essex ","2005-2009",1030,34
"Haverhill"," Essex ","2006-2010",1010,39
"Haverhill"," Essex ","2007-2011",990,28
"Haverhill"," Essex ","2008-2012",978,30
"Haverhill"," Essex ","2009-2013",992,26
"Haverhill"," Essex ","2010-2014",1020,38
"Haverhill"," Essex ","2011-2015",991,33
"Haverhill"," Essex ","2012-2016",1022,36
"Haverhill"," Essex ","2013-2017",1034,32
"Ipswich"," Essex ","2005-2009",979,146
"Ipswich"," Essex ","2006-2010",961,81
"Ipswich"," Essex ","2007-2011",1038,98
"Ipswich"," Essex ","2008-2012",1107,112
"Ipswich"," Essex ","2009-2013",1077,79
"Ipswich"," Essex ","2010-2014",1112,102
"Ipswich"," Essex ","2011-2015",1105,74
"Ipswich"," Essex ","2012-2016",1047,97
"Ipswich"," Essex ","2013-2017",1042,107
"Lawrence"," Essex ","2005-2009",950,20
"Lawrence"," Essex ","2006-2010",936,22
"Lawrence"," Essex ","2007-2011",936,22
"Lawrence"," Essex ","2008-2012",929,15
"Lawrence"," Essex ","2009-2013",946,15
"Lawrence"," Essex ","2010-2014",931,15
"Lawrence"," Essex ","2011-2015",919,15
"Lawrence"," Essex ","2012-2016",920,15
"Lawrence"," Essex ","2013-2017",931,19
"Lynn"," Essex ","2005-2009",997,23
"Lynn"," Essex ","2006-2010",985,23
"Lynn"," Essex ","2007-2011",976,22
"Lynn"," Essex ","2008-2012",951,18
"Lynn"," Essex ","2009-2013",969,21
"Lynn"," Essex ","2010-2014",960,22
"Lynn"," Essex ","2011-2015",956,25
"Lynn"," Essex ","2012-2016",977,25
"Lynn"," Essex ","2013-2017",1009,26
"Lynnfield"," Essex ","2005-2009",1214,2107
"Lynnfield"," Essex ","2006-2010",636,1054
"Lynnfield"," Essex ","2007-2011",648,1485
"Lynnfield"," Essex ","2008-2012",1313,510
"Lynnfield"," Essex ","2009-2013",1371,438
"Lynnfield"," Essex ","2010-2014",1398,437
"Lynnfield"," Essex ","2011-2015",1523,429
"Lynnfield"," Essex ","2012-2016",1550,517
"Lynnfield"," Essex ","2013-2017",1774,730
"Manchester-by-the-Sea"," Essex ","2005-2009",1476,171
"Manchester-by-the-Sea"," Essex ","2006-2010",1327,154
"Manchester-by-the-Sea"," Essex ","2007-2011",1309,125
"Manchester-by-the-Sea"," Essex ","2008-2012",1219,135
"Manchester-by-the-Sea"," Essex ","2009-2013",1263,154
"Manchester-by-the-Sea"," Essex ","2010-2014",1249,248
"Manchester-by-the-Sea"," Essex ","2011-2015",1239,293
"Manchester-by-the-Sea"," Essex ","2012-2016",1227,146
"Manchester-by-the-Sea"," Essex ","2013-2017",1333,207
"Marblehead"," Essex ","2005-2009",1206,73
"Marblehead"," Essex ","2006-2010",1172,148
"Marblehead"," Essex ","2007-2011",1183,132
"Marblehead"," Essex ","2008-2012",1230,139
"Marblehead"," Essex ","2009-2013",1256,95
"Marblehead"," Essex ","2010-2014",1305,102
"Marblehead"," Essex ","2011-2015",1299,118
"Marblehead"," Essex ","2012-2016",1339,126
"Marblehead"," Essex ","2013-2017",1372,101
"Merrimac"," Essex ","2005-2009",1061,230
"Merrimac"," Essex ","2006-2010",1029,198
"Merrimac"," Essex ","2007-2011",1092,119
"Merrimac"," Essex ","2008-2012",1068,216
"Merrimac"," Essex ","2009-2013",1037,223
"Merrimac"," Essex ","2010-2014",1159,265
"Merrimac"," Essex ","2011-2015",1053,208
"Merrimac"," Essex ","2012-2016",1374,575
"Merrimac"," Essex ","2013-2017",828,499
"Methuen"," Essex ","2005-2009",1017,45
"Methuen"," Essex ","2006-2010",1015,29
"Methuen"," Essex ","2007-2011",1005,37
"Methuen"," Essex ","2008-2012",987,43
"Methuen"," Essex ","2009-2013",1012,38
"Methuen"," Essex ","2010-2014",1025,39
"Methuen"," Essex ","2011-2015",1044,48
"Methuen"," Essex ","2012-2016",1069,48
"Methuen"," Essex ","2013-2017",1094,42
"Middleton"," Essex ","2005-2009",889,456
"Middleton"," Essex ","2006-2010",891,715
"Middleton"," Essex ","2007-2011",1076,270
"Middleton"," Essex ","2008-2012",1172,229
"Middleton"," Essex ","2009-2013",1523,537
"Middleton"," Essex ","2010-2014",1573,601
"Middleton"," Essex ","2011-2015",1777,524
"Middleton"," Essex ","2012-2016",1714,654
"Middleton"," Essex ","2013-2017",1641,774
"Nahant"," Essex ","2005-2009",1448,128
"Nahant"," Essex ","2006-2010",1335,140
"Nahant"," Essex ","2007-2011",1286,82
"Nahant"," Essex ","2008-2012",1242,63
"Nahant"," Essex ","2009-2013",1244,58
"Nahant"," Essex ","2010-2014",1167,79
"Nahant"," Essex ","2011-2015",1122,76
"Nahant"," Essex ","2012-2016",1175,97
"Nahant"," Essex ","2013-2017",1216,133
"Newbury"," Essex ","2005-2009",1233,151
"Newbury"," Essex ","2006-2010",1269,178
"Newbury"," Essex ","2007-2011",1220,186
"Newbury"," Essex ","2008-2012",1152,168
"Newbury"," Essex ","2009-2013",1089,189
"Newbury"," Essex ","2010-2014",1120,237
"Newbury"," Essex ","2011-2015",1259,181
"Newbury"," Essex ","2012-2016",1175,227
"Newbury"," Essex ","2013-2017",1208,246
"Newburyport"," Essex ","2005-2009",1210,83
"Newburyport"," Essex ","2006-2010",1159,91
"Newburyport"," Essex ","2007-2011",1107,64
"Newburyport"," Essex ","2008-2012",1118,117
"Newburyport"," Essex ","2009-2013",1112,106
"Newburyport"," Essex ","2010-2014",1092,96
"Newburyport"," Essex ","2011-2015",1100,112
"Newburyport"," Essex ","2012-2016",1132,129
"Newburyport"," Essex ","2013-2017",1190,100
"North Andover"," Essex ","2005-2009",1309,100
"North Andover"," Essex ","2006-2010",1327,79
"North Andover"," Essex ","2007-2011",1399,102
"North Andover"," Essex ","2008-2012",1342,93
"North Andover"," Essex ","2009-2013",1333,104
"North Andover"," Essex ","2010-2014",1315,82
"North Andover"," Essex ","2011-2015",1277,104
"North Andover"," Essex ","2012-2016",1333,111
"North Andover"," Essex ","2013-2017",1268,141
"Peabody"," Essex ","2005-2009",1259,67
"Peabody"," Essex ","2006-2010",1266,51
"Peabody"," Essex ","2007-2011",1277,50
"Peabody"," Essex ","2008-2012",1260,38
"Peabody"," Essex ","2009-2013",1279,39
"Peabody"," Essex ","2010-2014",1262,35
"Peabody"," Essex ","2011-2015",1219,44
"Peabody"," Essex ","2012-2016",1202,34
"Peabody"," Essex ","2013-2017",1177,60
"Rockport"," Essex ","2005-2009",1004,93
"Rockport"," Essex ","2006-2010",1044,176
"Rockport"," Essex ","2007-2011",1083,154
"Rockport"," Essex ","2008-2012",1027,122
"Rockport"," Essex ","2009-2013",980,141
"Rockport"," Essex ","2010-2014",989,153
"Rockport"," Essex ","2011-2015",961,93
"Rockport"," Essex ","2012-2016",933,94
"Rockport"," Essex ","2013-2017",1032,138
"Rowley"," Essex ","2005-2009",1172,144
"Rowley"," Essex ","2006-2010",1267,193
"Rowley"," Essex ","2007-2011",1241,174
"Rowley"," Essex ","2008-2012",1178,263
"Rowley"," Essex ","2009-2013",1344,516
"Rowley"," Essex ","2010-2014",1351,839
"Rowley"," Essex ","2011-2015",1055,871
"Rowley"," Essex ","2012-2016",1218,820
"Rowley"," Essex ","2013-2017",1152,860
"Salem"," Essex ","2005-2009",1153,40
"Salem"," Essex ","2006-2010",1123,45
"Salem"," Essex ","2007-2011",1109,30
"Salem"," Essex ","2008-2012",1090,34
"Salem"," Essex ","2009-2013",1081,25
"Salem"," Essex ","2010-2014",1086,35
"Salem"," Essex ","2011-2015",1057,32
"Salem"," Essex ","2012-2016",1044,33
"Salem"," Essex ","2013-2017",1086,46
"Salisbury"," Essex ","2005-2009",1039,59
"Salisbury"," Essex ","2006-2010",1041,75
"Salisbury"," Essex ","2007-2011",1006,103
"Salisbury"," Essex ","2008-2012",959,68
"Salisbury"," Essex ","2009-2013",1002,59
"Salisbury"," Essex ","2010-2014",1011,79
"Salisbury"," Essex ","2011-2015",961,47
"Salisbury"," Essex ","2012-2016",1072,140
"Salisbury"," Essex ","2013-2017",1112,97
"Saugus"," Essex ","2005-2009",1192,171
"Saugus"," Essex ","2006-2010",1181,129
"Saugus"," Essex ","2007-2011",1111,82
"Saugus"," Essex ","2008-2012",1079,89
"Saugus"," Essex ","2009-2013",1119,117
"Saugus"," Essex ","2010-2014",1157,160
"Saugus"," Essex ","2011-2015",1096,218
"Saugus"," Essex ","2012-2016",1098,202
"Saugus"," Essex ","2013-2017",927,121
"Swampscott"," Essex ","2005-2009",1294,173
"Swampscott"," Essex ","2006-2010",1421,98
"Swampscott"," Essex ","2007-2011",1427,119
"Swampscott"," Essex ","2008-2012",1353,93
"Swampscott"," Essex ","2009-2013",1311,97
"Swampscott"," Essex ","2010-2014",1299,116
"Swampscott"," Essex ","2011-2015",1273,141
"Swampscott"," Essex ","2012-2016",1296,145
"Swampscott"," Essex ","2013-2017",1434,170
"Topsfield"," Essex ","2005-2009",492,442
"Topsfield"," Essex ","2006-2010",619,505
"Topsfield"," Essex ","2007-2011",449,168
"Topsfield"," Essex ","2008-2012",952,895
"Topsfield"," Essex ","2009-2013",978,1092
"Topsfield"," Essex ","2010-2014",996,900
"Topsfield"," Essex ","2012-2016",NA,NA
"Topsfield"," Essex ","2013-2017",328,152
"Wenham"," Essex ","2005-2009",1012,1330
"Wenham"," Essex ","2006-2010",536,1132
"Wenham"," Essex ","2007-2011",486,325
"Wenham"," Essex ","2008-2012",712,609
"Wenham"," Essex ","2009-2013",969,536
"Wenham"," Essex ","2010-2014",991,324
"Wenham"," Essex ","2011-2015",1003,315
"Wenham"," Essex ","2012-2016",1026,232
"Wenham"," Essex ","2013-2017",1328,717
"West Newbury"," Essex ","2005-2009",649,580
"West Newbury"," Essex ","2006-2010",1194,1006
"West Newbury"," Essex ","2007-2011",1182,1194
"West Newbury"," Essex ","2008-2012",1145,807
"West Newbury"," Essex ","2009-2013",1207,1097
"West Newbury"," Essex ","2010-2014",1769,781
"West Newbury"," Essex ","2012-2016",NA,NA
"West Newbury"," Essex ","2013-2017",1578,1138
"Ashfield"," Franklin ","2005-2009",864,158
"Ashfield"," Franklin ","2006-2010",1024,374
"Ashfield"," Franklin ","2007-2011",854,89
"Ashfield"," Franklin ","2008-2012",737,163
"Ashfield"," Franklin ","2009-2013",840,224
"Ashfield"," Franklin ","2010-2014",871,304
"Ashfield"," Franklin ","2011-2015",733,147
"Ashfield"," Franklin ","2012-2016",741,180
"Ashfield"," Franklin ","2013-2017",721,142
"Bernardston"," Franklin ","2005-2009",1125,349
"Bernardston"," Franklin ","2006-2010",1085,244
"Bernardston"," Franklin ","2007-2011",1220,266
"Bernardston"," Franklin ","2008-2012",1173,297
"Bernardston"," Franklin ","2009-2013",1216,222
"Bernardston"," Franklin ","2010-2014",894,596
"Bernardston"," Franklin ","2011-2015",1120,339
"Bernardston"," Franklin ","2012-2016",1103,364
"Bernardston"," Franklin ","2013-2017",905,226
"Buckland"," Franklin ","2005-2009",896,34
"Buckland"," Franklin ","2006-2010",877,12
"Buckland"," Franklin ","2007-2011",864,28
"Buckland"," Franklin ","2008-2012",837,30
"Buckland"," Franklin ","2009-2013",883,49
"Buckland"," Franklin ","2010-2014",916,73
"Buckland"," Franklin ","2011-2015",875,185
"Buckland"," Franklin ","2012-2016",774,28
"Buckland"," Franklin ","2013-2017",758,27
"Charlemont"," Franklin ","2005-2009",564,83
"Charlemont"," Franklin ","2006-2010",543,57
"Charlemont"," Franklin ","2007-2011",562,110
"Charlemont"," Franklin ","2008-2012",564,191
"Charlemont"," Franklin ","2009-2013",655,104
"Charlemont"," Franklin ","2010-2014",670,134
"Charlemont"," Franklin ","2011-2015",709,97
"Charlemont"," Franklin ","2012-2016",717,65
"Charlemont"," Franklin ","2013-2017",746,82
"Colrain"," Franklin ","2005-2009",751,329
"Colrain"," Franklin ","2006-2010",747,198
"Colrain"," Franklin ","2007-2011",668,210
"Colrain"," Franklin ","2008-2012",641,435
"Colrain"," Franklin ","2009-2013",824,424
"Colrain"," Franklin ","2010-2014",875,192
"Colrain"," Franklin ","2011-2015",911,64
"Colrain"," Franklin ","2012-2016",886,111
"Colrain"," Franklin ","2013-2017",813,162
"Conway"," Franklin ","2005-2009",843,191
"Conway"," Franklin ","2006-2010",796,153
"Conway"," Franklin ","2007-2011",815,99
"Conway"," Franklin ","2008-2012",821,150
"Conway"," Franklin ","2009-2013",971,123
"Conway"," Franklin ","2010-2014",1021,135
"Conway"," Franklin ","2011-2015",1009,141
"Conway"," Franklin ","2012-2016",1028,138
"Conway"," Franklin ","2013-2017",1110,132
"Deerfield"," Franklin ","2005-2009",899,250
"Deerfield"," Franklin ","2006-2010",912,129
"Deerfield"," Franklin ","2007-2011",947,150
"Deerfield"," Franklin ","2008-2012",781,212
"Deerfield"," Franklin ","2009-2013",915,267
"Deerfield"," Franklin ","2010-2014",842,155
"Deerfield"," Franklin ","2011-2015",902,183
"Deerfield"," Franklin ","2012-2016",925,174
"Deerfield"," Franklin ","2013-2017",810,86
"Erving"," Franklin ","2005-2009",784,88
"Erving"," Franklin ","2006-2010",856,80
"Erving"," Franklin ","2007-2011",890,96
"Erving"," Franklin ","2008-2012",807,77
"Erving"," Franklin ","2009-2013",827,70
"Erving"," Franklin ","2010-2014",772,48
"Erving"," Franklin ","2011-2015",740,60
"Erving"," Franklin ","2012-2016",708,58
"Erving"," Franklin ","2013-2017",658,72
"Gill"," Franklin ","2005-2009",695,87
"Gill"," Franklin ","2006-2010",767,202
"Gill"," Franklin ","2007-2011",754,111
"Gill"," Franklin ","2008-2012",738,318
"Gill"," Franklin ","2009-2013",933,518
"Gill"," Franklin ","2010-2014",646,121
"Gill"," Franklin ","2011-2015",631,154
"Gill"," Franklin ","2012-2016",672,278
"Gill"," Franklin ","2013-2017",759,421
"Greenfield"," Franklin ","2005-2009",772,30
"Greenfield"," Franklin ","2006-2010",764,30
"Greenfield"," Franklin ","2007-2011",791,38
"Greenfield"," Franklin ","2008-2012",772,39
"Greenfield"," Franklin ","2009-2013",791,37
"Greenfield"," Franklin ","2010-2014",779,28
"Greenfield"," Franklin ","2011-2015",774,28
"Greenfield"," Franklin ","2012-2016",761,32
"Greenfield"," Franklin ","2013-2017",785,41
"Hawley"," Franklin ","2005-2009",864,389
"Hawley"," Franklin ","2006-2010",982,429
"Hawley"," Franklin ","2007-2011",872,202
"Hawley"," Franklin ","2008-2012",930,235
"Hawley"," Franklin ","2009-2013",821,61
"Hawley"," Franklin ","2010-2014",665,223
"Hawley"," Franklin ","2011-2015",636,235
"Hawley"," Franklin ","2012-2016",618,52
"Hawley"," Franklin ","2013-2017",594,37
"Heath"," Franklin ","2005-2009",546,215
"Heath"," Franklin ","2006-2010",528,254
"Heath"," Franklin ","2007-2011",621,439
"Heath"," Franklin ","2008-2012",510,528
"Heath"," Franklin ","2009-2013",804,570
"Heath"," Franklin ","2010-2014",815,73
"Heath"," Franklin ","2011-2015",790,75
"Heath"," Franklin ","2012-2016",811,99
"Heath"," Franklin ","2013-2017",801,119
"Leverett"," Franklin ","2005-2009",995,156
"Leverett"," Franklin ","2006-2010",1059,61
"Leverett"," Franklin ","2007-2011",1024,43
"Leverett"," Franklin ","2008-2012",992,56
"Leverett"," Franklin ","2009-2013",1005,139
"Leverett"," Franklin ","2010-2014",964,55
"Leverett"," Franklin ","2011-2015",949,42
"Leverett"," Franklin ","2012-2016",930,44
"Leverett"," Franklin ","2013-2017",991,207
"Leyden"," Franklin ","2005-2009",1017,734
"Leyden"," Franklin ","2006-2010",NA,NA
"Leyden"," Franklin ","2007-2011",798,914
"Leyden"," Franklin ","2008-2012",939,626
"Leyden"," Franklin ","2009-2013",815,740
"Leyden"," Franklin ","2010-2014",500,715
"Leyden"," Franklin ","2012-2016",1383,502
"Leyden"," Franklin ","2013-2017",1388,961
"Monroe"," Franklin ","2005-2009",1151,1210
"Monroe"," Franklin ","2006-2010",NA,NA
"Monroe"," Franklin ","2007-2011",NA,NA
"Monroe"," Franklin ","2008-2012",755,417
"Monroe"," Franklin ","2009-2013",800,288
"Monroe"," Franklin ","2010-2014",750,118
"Monroe"," Franklin ","2011-2015",736,168
"Monroe"," Franklin ","2012-2016",774,53
"Monroe"," Franklin ","2013-2017",777,32
"Montague"," Franklin ","2005-2009",823,79
"Montague"," Franklin ","2006-2010",817,90
"Montague"," Franklin ","2007-2011",791,85
"Montague"," Franklin ","2008-2012",743,88
"Montague"," Franklin ","2009-2013",780,155
"Montague"," Franklin ","2010-2014",697,128
"Montague"," Franklin ","2011-2015",729,77
"Montague"," Franklin ","2012-2016",735,72
"Montague"," Franklin ","2013-2017",758,64
"New Salem"," Franklin ","2005-2009",958,444
"New Salem"," Franklin ","2006-2010",1419,542
"New Salem"," Franklin ","2007-2011",1478,390
"New Salem"," Franklin ","2008-2012",1329,570
"New Salem"," Franklin ","2009-2013",1387,547
"New Salem"," Franklin ","2010-2014",1142,487
"New Salem"," Franklin ","2011-2015",845,116
"New Salem"," Franklin ","2012-2016",827,117
"New Salem"," Franklin ","2013-2017",854,96
"Northfield"," Franklin ","2005-2009",895,117
"Northfield"," Franklin ","2006-2010",926,136
"Northfield"," Franklin ","2007-2011",707,299
"Northfield"," Franklin ","2008-2012",742,239
"Northfield"," Franklin ","2009-2013",678,162
"Northfield"," Franklin ","2010-2014",746,88
"Northfield"," Franklin ","2011-2015",737,83
"Northfield"," Franklin ","2012-2016",692,159
"Northfield"," Franklin ","2013-2017",762,179
"Orange"," Franklin ","2005-2009",660,97
"Orange"," Franklin ","2006-2010",650,167
"Orange"," Franklin ","2007-2011",751,196
"Orange"," Franklin ","2008-2012",741,183
"Orange"," Franklin ","2009-2013",671,158
"Orange"," Franklin ","2010-2014",633,111
"Orange"," Franklin ","2011-2015",648,118
"Orange"," Franklin ","2012-2016",661,53
"Orange"," Franklin ","2013-2017",677,48
"Rowe"," Franklin ","2005-2009",1067,203
"Rowe"," Franklin ","2006-2010",953,38
"Rowe"," Franklin ","2007-2011",941,95
"Rowe"," Franklin ","2008-2012",906,110
"Rowe"," Franklin ","2009-2013",1012,74
"Rowe"," Franklin ","2010-2014",988,99
"Rowe"," Franklin ","2011-2015",989,169
"Rowe"," Franklin ","2012-2016",961,148
"Rowe"," Franklin ","2013-2017",1052,276
"Shelburne"," Franklin ","2005-2009",916,36
"Shelburne"," Franklin ","2006-2010",891,129
"Shelburne"," Franklin ","2007-2011",952,89
"Shelburne"," Franklin ","2008-2012",894,75
"Shelburne"," Franklin ","2009-2013",884,64
